method,n,runs,pedestal_bias_adc,pedestal_mae_adc,charge_bias_adc_sample,charge_mae_adc_sample,timing_tail_delta_fraction,pedestal_bias_adc_ci_low,pedestal_bias_adc_ci_high,pedestal_mae_adc_ci_low,pedestal_mae_adc_ci_high,charge_bias_adc_sample_ci_low,charge_bias_adc_sample_ci_high,timing_tail_delta_fraction_ci_low,timing_tail_delta_fraction_ci_high
traditional_quietish_calibrated_median,70887,33,-89.84264018790863,123.91051243528432,808.5837616911402,1115.1946119175755,0.003625488453454089,-102.86364165737875,-71.78161494162403,103.39947072753361,140.2699404770979,646.0345344746023,925.7727749163522,0.0030980280085014236,0.004212378682990877
traditional_quietest_calibrated_median,70887,33,-89.82110670856456,123.93332989476265,808.3899603770803,1115.3999690528601,0.003625488453454089,-103.97244411185757,-73.28053672060383,103.76999154387158,140.57338827553224,659.5248304854156,935.7519970067119,0.0029499866107977907,0.004172476785855397
ml_ipw_quiet_probability,70887,33,-89.8145920086742,123.94551115479688,808.3313280782867,1115.5096003932936,0.003625488453454089,-104.32113778155573,-73.88453013146068,104.94114994442073,139.6013056294957,664.9607711828343,938.8902400341772,0.002997253104563208,0.004325321811891496
