run,quietest_event,quietish_event,traditional_quietest_stratum,is_low_amplitude
31,0.1578519629907477,0.25976494123530885,0.1578519629907477,0.021542885721430358
32,0.16922902602514253,0.2777486224088166,0.16922902602514253,0.021689606641062953
33,0.08619890507757158,0.14018417784618614,0.08619890507757158,0.009598062022283246
34,0.08124607066515781,0.13628190619891864,0.08124607066515781,0.009442977492770024
35,0.29114482113294465,0.49192938890088533,0.29114482113294465,0.03132872669689772
36,0.2563752067634626,0.4389818048152913,0.2563752067634626,0.030796269068185996
37,0.245169560311207,0.42481638390117393,0.245169560311207,0.03224417476689169
39,0.24384914745555886,0.43788133636753407,0.24384914745555886,0.03313709969987797
40,0.2379802532732346,0.45075583356330295,0.2379802532732346,0.03444945267224726
41,0.23074094773068213,0.4321484248610171,0.23074094773068213,0.03337794511280407
42,0.2010258448133757,0.3836173907924173,0.2010258448133757,0.030503061344636758
44,0.23666744294364228,0.4367140195621798,0.23666744294364228,0.033884489986027014
45,0.21410410742823935,0.4045733795479546,0.21410410742823935,0.03149062908615429
46,0.24548924358084664,0.4479528105482304,0.24548924358084664,0.02914642609299098
47,0.25332725615314494,0.45125341841385597,0.25332725615314494,0.02841841385597083
48,0.24557752341311134,0.45780910036893385,0.24557752341311134,0.032991202346041054
49,0.2331782778018174,0.44450454348766766,0.2331782778018174,0.03414570068615936
50,0.1021448977769842,0.19201968574234443,0.1021448977769842,0.013782251584679939
51,0.12882249987845787,0.24471291749720453,0.12882249987845787,0.017745150469152607
52,0.13118440779610194,0.24457771114442778,0.13118440779610194,0.01744127936031984
53,0.08920276683833182,0.17031455114611735,0.08920276683833182,0.012786529334545087
54,0.08919359580894341,0.1698540614225002,0.08919359580894341,0.012208323310079384
55,0.12925950196592398,0.24904775557011796,0.12925950196592398,0.01752948885976409
56,0.10257028732416108,0.20300349265770024,0.10257028732416108,0.014810026436138395
57,0.22776818821122619,0.45723852448535995,0.22776818821122619,0.033843178621659635
58,0.23432969157318181,0.4549442019858821,0.23432969157318181,0.03330306669400428
59,0.28162305273857646,0.5589024419071933,0.28162305273857646,0.06186322483039028
60,0.3026556522703332,0.6024006209458336,0.3026556522703332,0.04965487608804125
61,0.2898864102915013,0.5797591350759546,0.2898864102915013,0.05844395784863829
62,0.27998616432524476,0.5643292358450405,0.27998616432524476,0.060125319284802047
63,0.253416149068323,0.5031528490413179,0.253416149068323,0.05602889549014313
64,0.2802910163314136,0.5597334668781125,0.2802910163314136,0.04690064824861587
65,0.2846072767020612,0.5767944513845513,0.2846072767020612,0.042226212783676866
