heldout_run,n_heldout_records,quiet_fraction,best_C,auc,average_precision,log_loss,ece
31,159960,0.1578519629907477,,0.6850437829411329,0.2256747054712737,8.525796061608007,0.6391468082542869
32,167684,0.16922902602514253,,0.6903859437913471,0.2438537779581035,8.347384667933083,0.6273905935469087
33,228692,0.08619890507757158,,0.6692286069630563,0.12344804911085726,9.695787593829825,0.7254916149060544
34,159060,0.08124607066515781,,0.6782335631860703,0.11879019395521838,9.521620359446901,0.7146331740902818
35,111144,0.29114482113294465,,0.7138492924472226,0.41564365963157157,7.025192921467878,0.5318394332064694
36,87056,0.2563752067634626,,0.7076467373162103,0.36708173168156166,7.2841693675331705,0.5523525057672641
37,202052,0.245169560311207,,0.7122762803956071,0.3579014204675324,7.2855135413356695,0.5517538161885589
39,121284,0.24384914745555886,,0.71838085084942,0.3606246840698644,7.245664352388291,0.5490374257437185
40,130452,0.2379802532732346,,0.7274153070273964,0.3624807658573716,7.2377190473117965,0.5494417593965047
41,135988,0.23074094773068213,,0.72465700052855,0.3511665590748438,7.30968058271446,0.555955635804839
42,135888,0.2010258448133757,,0.7243339252735193,0.3111895744943066,7.571934144160495,0.574925393084317
44,17176,0.23666744294364228,,0.7255831488221067,0.3578696922141408,7.222771117913677,0.5494048524109278
45,192724,0.21410410742823935,,0.725045936557924,0.33053509252531865,7.5320768416946775,0.5703298025017712
46,5764,0.24548924358084664,,0.7047593898763942,0.35100246799809554,7.341683744184885,0.557717097167942
47,43880,0.25332725615314494,,0.7156295742143022,0.3690885444447435,7.290717424917722,0.5540964911566812
48,126852,0.24557752341311134,,0.7308412969488198,0.3768108782088252,7.12138624190081,0.5427417981930239
49,129416,0.2331782778018174,,0.7304894754165858,0.3597495732713886,7.234616694366387,0.5522997427920109
50,179216,0.1021448977769842,,0.7095405334674607,0.1621491414460383,8.655701669317713,0.6533037281746215
51,82276,0.12882249987845787,,0.7091579353411326,0.20051030166605288,8.425454741526272,0.6356379884424889
52,40020,0.13118440779610194,,0.7154035361628114,0.20810378894466036,8.243923625692252,0.6245143430742619
53,158448,0.08920276683833182,,0.7066546070684951,0.14204667518773137,8.94318571089106,0.674422171752493
54,149652,0.08919359580894341,,0.7037422063698295,0.14030774725100262,8.923329068432745,0.6737482864834408
55,97664,0.12925950196592398,,0.7155236786729454,0.20454042773576067,8.316049284899172,0.6282802954994262
56,207292,0.10257028732416108,,0.7178666923704576,0.1654681326082442,8.435382831502396,0.6377119831334903
57,125136,0.22776818821122619,,0.7397883219667301,0.36138407963831887,7.198655176865972,0.5503433325081534
58,136564,0.23432969157318181,,0.7161593413572409,0.3539004811243164,7.75953808882733,0.5926261319227788
59,169212,0.28162305273857646,,0.7571665634890878,0.4472261580164576,6.490688476454973,0.5007190561582505
60,144296,0.3026556522703332,,0.7658424960942019,0.48267090572390786,6.207918723558509,0.4793890239369796
61,146140,0.2898864102915013,,0.7612307898816689,0.4644288945759544,6.4039116663927125,0.49404575664818945
62,150336,0.27998616432524476,,0.7575523253594236,0.4459671134749401,6.413701411173535,0.49629754496797757
63,148120,0.253416149068323,,0.7413559866465593,0.396433400309839,7.0387018690130265,0.5405753956653406
64,143772,0.2802910163314136,,0.7484281533974945,0.43973292145916304,6.877522773080562,0.5272170522034476
65,153696,0.2846072767020612,,0.746792474916885,0.4430219261388245,6.793553214428769,0.5244469335114081
