method,raw_pid_auc,nuisance_only_pid_auc,residualized_pid_auc,pid_score_vs_energy_abs_r,pid_score_vs_timing_abs_r,pid_score_vs_pedestal_abs_r,pid_score_vs_shape_area_abs_r,pid_score_vs_depth_abs_r
1d_cnn,0.7926183239253147,0.9356144159791577,0.47722101606600087,0.3122053445518998,0.599916948158072,0.03961673916669426,0.2580534021182879,0.22134861133436937
deltaE_over_E_likelihood_template,0.7503256621797656,0.9356144159791577,0.44844116369952236,0.5881916016712092,0.5368427249684351,0.025307373310295582,0.1344326892486103,0.21874183105387254
gradient_boosted_trees,0.9058966565349543,0.9356144159791577,0.5156578376031264,0.1905670809986108,0.7606347240449354,0.07154366378230909,0.13332619976789828,0.015969786912871514
joint_sequence_transformer,0.5112462006079027,0.9356144159791577,0.4495701259227095,0.00487062086851379,0.029583800907033202,0.07869044929747529,0.4237266247326998,0.20138621217074634
mlp,0.7259921841076857,0.9356144159791577,0.41000434216239684,0.47862737942177014,0.45709014621326216,0.04313313792579393,0.17415557971054843,0.06203150724043109
ridge,0.8222318714719932,0.9356144159791577,0.4386105080330005,0.28052925775829207,0.6183281958029804,0.07674594531981295,0.14673851208937036,0.08316637391804944
template_residual_boosted_stack_new,0.8946330872774642,0.9356144159791577,0.5281458966565349,0.21629432519821346,0.7656292463470551,0.06567491516789013,0.12276411417401761,0.007316812245277194
