quantity,report_value,reproduced,delta,pass,s39c_direct_raw_root_scan,source_crosscheck
total selected B-stave pulses,640737,640737,0,True,True,reports/1783883140.39222.3c4045b1__g4_08_keyed_digitized_geant4_native_join/reproduction_match_table.csv
