path,sha256,bytes
reports/1781058292.535.650c13f1__p09i_broad_width_reviewer_disagreement_propagation/fixed_coverage_selected_rows.csv,8772e4b0e8b5e3e05047e6fe0bc799aec61a4c1f6587f19a887758f42475b237,1160096
reports/1781058292.535.650c13f1__p09i_broad_width_reviewer_disagreement_propagation/manifest.json,943c243d131eb0d944859514512d35d8c53ca3c1d654208816857f75da4dd2e7,12531
reports/1781005319.615.15053b04__p09a_rare_waveform_anomaly_taxonomy/taxonomy_counts.csv,c00e62123770f396f1dfbdde455539cae9ed01650709044bccf99409dae7e7b9,516
reports/1781005319.615.15053b04__p09a_rare_waveform_anomaly_taxonomy/reproduction_counts_by_run.csv,45d22929943e4d36093a2baef7e73de2d6081aeb348b149eb394044b914e4744,1896
reports/1781070978.431.052370d7__p06e_dropout_phase_timing_frontier/method_metrics.csv,aa94216692bd8e33a210e39222d090dcd808c5ada7f217fe18a6a2fa247402ca,1287
reports/1781070978.431.052370d7__p06e_dropout_phase_timing_frontier/method_metrics_bootstrap_ci.csv,f48d1e269136ada9c8c891e080b55c9d70454e60608e184acb067626c90d456b,2156
reports/1783640227.9868.547c3cd0__p06f_calibration_frozen_support_thresholds/winner_scoreboard.csv,e0623090141f3a4221ab9d0ba8c603573c9db2aad2c2708a9d0e8b0efe2079f2,6581
