method,metric,bootstrap_unit,value,ci_low,ci_high,n_pair_residuals,median_ns,sigma68_ns,full_rms_ns,tail_frac_abs_gt5ns,core_sigma_ns,chi2_ndf
hgb_timewalk,pooled_leave_one_run_out_pairwise_sigma68_ns,heldout_run,1.3939661218709831,1.2371909703073152,1.6476500841719346,11460,1.3904497808071703,1.3939661218709831,2.380006615418368,0.0156195462478185,1.5037474659026817,42.494939146525255
hierarchical_shrinkage,pooled_leave_one_run_out_pairwise_sigma68_ns,heldout_run,1.2509990385255223,1.082532699662592,1.4847721258108004,11460,0.9416285135116702,1.2509990385255223,2.503884489689744,0.015357766143106457,1.2631116954459993,37.835934393982185
s03a_amp_only_global,pooled_leave_one_run_out_pairwise_sigma68_ns,heldout_run,1.5510917109777858,1.369659370149606,1.9414477515096686,11460,1.4947512901246185,1.5510917109777858,2.6669889969286347,0.019109947643979056,1.62138428983608,47.01860845753751
s03b_binned_timewalk,pooled_leave_one_run_out_pairwise_sigma68_ns,heldout_run,1.6451494274970766,1.3255856505466923,1.9444633146125225,11460,1.4256597686321761,1.6451494274970766,2.7160339836912515,0.019458987783595113,1.7401237417472837,116.70364713761165
template_phase_base,pooled_leave_one_run_out_pairwise_sigma68_ns,heldout_run,2.7414145300852155,2.6824285968099835,2.9923192689627953,11460,-3.7226235857461702,2.7414145300852155,3.308372978304417,0.08132635253054102,1.4378711271837026,145.19549907164475
