heldout_run,population_sigma68_ns,oracle_adapted_sigma68_ns,oracle_gain_ns,oracle_delta_l2_standardized,n_heldout_pulses_for_oracle
58,0.766924618660652,1.3591191903821898,-0.5921945717215378,0.45580966656732347,219
59,1.2237613231335374,1.6085608834276477,-0.38479956029411033,0.6063443902414142,2289
60,1.0525085783987027,1.5748800686584985,-0.5223714902597958,0.5266351788366621,2424
61,1.6353703774060107,1.55570933031466,0.07966104709135058,0.41459260555128397,2799
62,1.183774792275665,1.610753888696381,-0.4269790964207161,0.41909064838516596,2421
63,1.1100373289350989,1.4712089747585726,-0.3611716458234737,0.47704441123233593,1110
65,1.2198356007819653,1.3776977470164415,-0.15786214623447625,0.3520226268693249,198
