model,detection_ap,detection_auc,time_rms_ns,time_sigma68_ns,charge_fractional_bias,charge_fractional_res68,failure_rate,n_events,n_positive,detection_ap_ci_low,detection_ap_ci_high,time_rms_ns_ci_low,time_rms_ns_ci_high,charge_fractional_bias_ci_low,charge_fractional_bias_ci_high,charge_fractional_res68_ci_low,charge_fractional_res68_ci_high,failure_rate_ci_low,failure_rate_ci_high,task,train_seconds,n_parameters,width
constrained_template_fit,0.7270560636477706,0.6843253968253968,15.311048829720855,7.2185294184808,-0.020849636391785175,0.09636376117299283,0.19285714285714287,840,420,0.6969098976876953,0.7575574902273281,14.6100584342999,15.947342783802526,-0.022816529281956974,-0.014838020793684023,0.08697606758429408,0.1023380402137532,0.17142857142857143,0.21428571428571427,two_pulse,,0,
ridge,0.8151319856024519,0.8175056689342403,8.485752602356019,7.280908051379751,-0.015297328588839617,0.07659634920079694,0.32142857142857145,840,420,0.8010290313534703,0.8291381821058564,8.44487590885719,8.526149523884607,-0.022664398095147763,-0.010056300122865146,0.07500102305672199,0.07659634920079694,0.319047619047619,0.3238095238095238,two_pulse,0.08561372756958008,125,
gradient_boosted_trees,0.8457048170474387,0.8331207482993197,6.916715801735216,4.886314084767017,-0.006602625377359074,0.06349390895465301,0.2833333333333333,840,420,0.8343031007800007,0.8572137140342627,6.877934272312545,6.956580243064827,-0.014071430712466339,-0.00042369826998040107,0.05905490679023356,0.06984423577678912,0.2714285714285714,0.29523809523809524,two_pulse,1.3926310539245605,120,
mlp,0.8270771426220842,0.8195975056689343,11.528780681304045,8.233558280343521,-0.020805960788017316,0.11863009370062311,0.31666666666666665,840,420,0.8114259154957264,0.8432780076502324,10.857497529419662,12.212213644518476,-0.022093789147698648,-0.018019239456718954,0.10449153194092883,0.13131686952515012,0.2904761904761905,0.34285714285714286,two_pulse,3.1374833583831787,2736,
cnn,0.7900843680484653,0.7754988662131519,14.00034428476187,14.835310636982207,-0.027099024840383082,0.09291314870031642,0.3547619047619048,840,420,0.7890631245287353,0.7910996628284609,13.933603886650264,14.067258891210228,-0.035382272465437785,-0.02609533425607798,0.09278425344752873,0.09437107169099382,0.3523809523809524,0.35714285714285715,two_pulse,1.1382167339324951,461,8.0
resnet,0.7970440950109137,0.789671201814059,12.14513563674276,11.50316882720854,-0.0058475822402665,0.103067672201339,0.2976190476190476,840,420,0.787356861678607,0.8054074874838645,11.702976610572962,12.574605762809451,-0.010778905322655673,-0.002577705126896465,0.10180465234377628,0.10435401819455278,0.29523809523809524,0.3,two_pulse,1.3895037174224854,661,8.0
tcn,0.7939850536026485,0.7811678004535147,12.53525894642615,12.279723523518248,-0.02794799827705305,0.09214545389213638,0.34285714285714286,840,420,0.793943675079853,0.7941813908691739,12.372670484460539,12.698093522695432,-0.028554040082657748,-0.02734195647144835,0.0890302578072095,0.09590453146877077,0.3380952380952381,0.3476190476190476,two_pulse,1.1016786098480225,461,8.0
attention,0.6972313952213349,0.6968197278911563,14.102053482656828,13.676877513756049,0.023345257892439356,0.10770680758736005,0.38095238095238093,840,420,0.6899303579468974,0.7067317341362717,13.893261479264604,14.338153433953373,0.023073455655410312,0.0236170601294684,0.09962646482476877,0.11922490365237307,0.3380952380952381,0.4238095238095238,two_pulse,2.165313243865967,549,8.0
gru,0.7639122290732685,0.7704251700680272,11.634492846116316,10.66093680179566,-0.04280389348464927,0.08872735861839427,0.4261904761904762,840,420,0.7639122290732685,0.765982855676665,11.505105058384537,11.76784894473386,-0.062051337314974274,-0.035566742051563634,0.08522488777460574,0.09931124811508941,0.4142857142857143,0.4380952380952381,two_pulse,2.5868020057678223,1269,16.0
