pool,method,n_pairs,median_ns,percentile68_ns,percentile68_ci_low_ns,percentile68_ci_high_ns,full_rms_ns,tail_fraction_abs_gt5ns,core_sigma_ns,core_sigma_err_ns,chi2_ndf
run64_only,traditional,127,-0.5259951780620824,1.793589512102762,1.4095055990196321,2.0814907102267832,1.7370301153126015,0.0,1.9921763995373574,0.5288116517617896,1.5356428104957036
run64_only,ridge,127,-0.21972932228265307,1.6050029888241775,1.2737118841728883,1.704139776090776,1.4994768267360679,0.0,1.8994725416153586,0.4561907288365226,1.5754884725888583
run64_only,gradient_boosted_trees,127,-0.22213974014581428,1.6099706543209522,1.2736943665715508,1.7074540645486962,1.4992425001417917,0.0,1.8749892887759023,0.4369641867809996,2.0220707908458113
run64_only,mlp,127,0.14700653447716405,1.9488226988327952,1.786692008554137,2.3662114800459126,1.9558118276058247,0.007874015748031496,3.502973570640878,2.7277873292867723,1.0798421070797257
run64_only,cnn_1d,127,-0.12542769289058953,1.5860540918071209,1.2569824462945076,1.693904885020018,1.493554859172687,0.0,2.2824907138524173,0.8241239674657818,1.80275433836188
run64_only,gated_cnn,127,-0.028258756818672737,1.5630458459510719,1.2700038321794993,1.7388195588529813,1.5157351862271662,0.0,2.0600752154774407,0.5630674006073402,1.1916936128874889
sample_iii_early,traditional,127,0.06296779197400326,1.5577470989640951,1.27528175545847,1.6850945920822038,1.4903128033483573,0.0,1.7820620857428726,0.3848282802163302,1.0281435341631506
sample_iii_early,ridge,127,0.019249445265757004,1.4586896350911687,1.2330138719808514,1.5749561280287039,1.4762091386582827,0.0,1.5413319626414237,0.24873459871812767,1.409605930924887
sample_iii_early,gradient_boosted_trees,127,0.18125026805589073,2.239270608319541,1.5634448799113358,2.624034712574082,2.147546947649378,0.015748031496062992,1.965445200078664,0.568330824014314,1.533741498244752
sample_iii_early,mlp,127,0.24080862822356153,2.758558902479114,1.957858674324658,4.020357389853668,3.6852987543029143,0.11023622047244094,2.4989288231103055,1.0952729533431669,1.1808486711718142
sample_iii_early,cnn_1d,127,-0.19965123951692476,1.546844740086602,1.25583137763504,1.6966937862155431,1.4737886865104382,0.0,1.5394076532116807,0.2561104815176792,1.0044497372501355
sample_iii_early,gated_cnn,127,-0.41709757269254766,1.5625271896112425,1.3044316054663585,1.6939996088637268,1.5318223153952666,0.0,2.2435095056491607,0.8298815523926113,1.3769141295229952
sample_iii_late,traditional,127,-0.03243911437619573,1.4566169497130677,1.2340797329602273,1.6411119174205444,1.4720370428845733,0.0,2.037470691553278,0.6010953796822643,1.8483466710535568
sample_iii_late,ridge,127,0.817269102697054,1.9172693323663066,1.645447252492707,2.255405638649928,1.8811258213231217,0.007874015748031496,1.880251449636958,0.4532839267743352,1.2444001237337052
sample_iii_late,gradient_boosted_trees,127,0.7097784990290643,3.047080040772916,2.1699337871289686,3.377780879942655,3.295558331656648,0.11023622047244094,2.072890459538336,0.6811839156721283,0.7869543261824374
sample_iii_late,mlp,127,-0.573413836480718,1.4971176316063777,1.1152189174557101,1.7507174929240932,1.6644438495121878,0.007874015748031496,1.620430333199624,0.30070108866772105,1.2459500849051341
sample_iii_late,cnn_1d,127,-0.19349916400985734,1.547156952050802,1.2547957017591385,1.696880527553997,1.4729601495174558,0.0,2.058590915801454,0.5734387447976418,1.2243280758700832
sample_iii_late,gated_cnn,127,-0.190296334488135,1.449598146579202,1.2408935572761326,1.6367679020118722,1.4875391850949806,0.0,1.9630030972980752,0.5321078146369917,1.4353543656921517
sample_iii_mixed,traditional,127,0.03538182404114565,1.4921116126779848,1.2746900627821425,1.6554698502809728,1.4769619285777262,0.0,1.6829194918184842,0.3371726483928451,1.0460414683271106
sample_iii_mixed,ridge,127,0.525075183583624,1.896871866684117,1.638240649626118,2.305524507443402,1.9004594814762275,0.0,13.086429972798916,145.4802728515064,1.6063605783775965
sample_iii_mixed,gradient_boosted_trees,127,0.19989783134950212,2.8643123222348277,1.6835535478738242,3.5485642280951635,2.753106974812651,0.11811023622047244,1.8325754381135613,0.46965461039681283,1.0149577443407416
sample_iii_mixed,mlp,127,-0.363349009657,1.4370542714378072,1.2417581298485096,1.591321689376847,1.7232070406380846,0.015748031496062992,1.643980101712275,0.2980530353500839,1.0665554531346575
sample_iii_mixed,cnn_1d,127,-0.1718245309837343,1.5476678608062109,1.2435288647320535,1.6982492281688837,1.4717125533059632,0.0,1.7557453920107393,0.36918568318651823,1.0531794758530135
sample_iii_mixed,gated_cnn,127,-0.35396321032763467,1.4863660264104315,1.3037907449331614,1.6593946764311576,1.5109193122885471,0.0,1.9595847964431419,0.5205283753249133,0.9743158611157124
