epoch,mse
1,414.2668044808498
2,352.94717716118015
3,81.24349945962136
4,27.088409524182975
5,15.15776819631034
6,16.42953463276844
7,17.14365029763977
8,17.675413683433906
9,14.49291723886946
10,13.132052786659658
11,19.059516572317577
12,17.645693916956454
