method,detection_ap,detection_auc,time_rms_ns,time_sigma68_ns,charge_fractional_bias,charge_fractional_res68,failure_rate,n_events,n_positive,detection_ap_ci_low,detection_ap_ci_high,time_rms_ns_ci_low,time_rms_ns_ci_high,charge_fractional_bias_ci_low,charge_fractional_bias_ci_high,charge_fractional_res68_ci_low,charge_fractional_res68_ci_high,failure_rate_ci_low,failure_rate_ci_high
amp_binned_asymmetric_template_fit,0.7222019804988418,0.7032583333333333,17.814008806178173,12.725702652238027,-0.0036708604687271675,0.11519680771425131,0.013333333333333334,1200,600,0.7217643378060481,0.7223289290892213,17.25790312676607,18.356874122876967,-0.00766192356066707,0.0038482935340921937,0.10630449645889394,0.11974190740441087,0.01,0.016666666666666666
compact_mlp_classifier_regressor,0.8799601723802818,0.8747722222222223,9.27571949279118,7.2495772389818995,-0.01836394631145377,0.06639211216620393,0.27666666666666667,1200,600,0.8758615420183657,0.8849834170089006,9.213405805870403,9.334296967955265,-0.021182550875981938,-0.015007547276708107,0.06301599942681246,0.0683913562276012,0.25666666666666665,0.2966666666666667
