bin,bin_value,method,detection_ap,detection_auc,time_rms_ns,time_sigma68_ns,charge_fractional_bias,charge_fractional_res68,failure_rate,n_events,n_positive
true_sep_sample,0.5,amp_binned_asymmetric_template_fit,,,21.58620395159464,16.279438908874333,0.0009125540911040256,0.08015993691765999,0.0,53,53
true_sep_sample,0.5,compact_mlp_classifier_regressor,,,8.684976000236965,8.816818482435107,0.0009769064986860664,0.055123972463797966,0.4716981132075472,53,53
true_sep_sample,0.75,amp_binned_asymmetric_template_fit,,,19.780412497812176,16.43188285622094,0.010330570145297422,0.08345620297668964,0.013513513513513514,74,74
true_sep_sample,0.75,compact_mlp_classifier_regressor,,,10.363477827112492,8.673153432825757,0.01630931725362756,0.06778952274240817,0.40540540540540543,74,74
true_sep_sample,1.0,amp_binned_asymmetric_template_fit,,,19.177816516236053,16.4813639266264,0.005202164950218999,0.12457343683017301,0.0,61,61
true_sep_sample,1.0,compact_mlp_classifier_regressor,,,8.235265953166097,6.985118431986837,-0.008920025262646403,0.06379714714653098,0.36065573770491804,61,61
true_sep_sample,1.5,amp_binned_asymmetric_template_fit,,,20.925017612984824,16.328247411492516,-0.003908132051031104,0.10997736312122414,0.0,63,63
true_sep_sample,1.5,compact_mlp_classifier_regressor,,,6.645599105924078,5.160959067637938,0.0016888317011718684,0.04249044146011277,0.30158730158730157,63,63
true_sep_sample,2.0,amp_binned_asymmetric_template_fit,,,18.51462650240743,14.823352209145776,0.02133610513512805,0.13639516154235243,0.024390243902439025,82,82
true_sep_sample,2.0,compact_mlp_classifier_regressor,,,9.560566875984902,8.294056881025305,-0.001121300915616433,0.05776015577581427,0.3170731707317073,82,82
true_sep_sample,3.0,amp_binned_asymmetric_template_fit,,,16.98568981884074,12.60672589942663,0.02301075047828089,0.11394608885693452,0.0,58,58
true_sep_sample,3.0,compact_mlp_classifier_regressor,,,10.067701743144998,7.4237357651142375,-0.02377288395384977,0.08963981417426847,0.1724137931034483,58,58
true_sep_sample,4.0,amp_binned_asymmetric_template_fit,,,14.59486918594441,11.242250374071393,-0.03129429645240553,0.11087535983049837,0.0,76,76
true_sep_sample,4.0,compact_mlp_classifier_regressor,,,8.883463517292057,7.357518613523248,-0.03677715075339846,0.06012039465285515,0.15789473684210525,76,76
true_sep_sample,5.0,amp_binned_asymmetric_template_fit,,,13.795421473834047,9.853280914557399,-0.03352073015291678,0.09220808934760813,0.04285714285714286,70,70
true_sep_sample,5.0,compact_mlp_classifier_regressor,,,8.54189763155886,6.540069207268747,-0.04411427985841579,0.05876708193134182,0.17142857142857143,70,70
true_sep_sample,6.0,amp_binned_asymmetric_template_fit,,,13.72400969315287,9.261358976110417,-0.048762724111996385,0.12052882504641357,0.031746031746031744,63,63
true_sep_sample,6.0,compact_mlp_classifier_regressor,,,11.200285819304744,8.398580606996893,-0.039315575730209766,0.06981744923573595,0.15873015873015872,63,63
