method,core_sigma_ns,core_sigma_err_ns,core_mean_ns,chi2_ndf,fit_window_ns
traditional_period_poly,1.4196658796671633,0.6624368106284858,-0.19142062726121362,1.0449327276399831,1.5
ml_ridge_shape_features,50.28077342744437,23182.56530531266,325.34552807107866,0.8118429957202948,1.5
traditional_run_median_removed_diagnostic,1.9129339548479365,1.427026636165448,-0.00746104601546563,1.6203886549258155,1.5
traditional_period_poly,3.197903518190164,3.340384336784747,-0.05745482336847472,1.3273187447632813,2.0
ml_ridge_shape_features,69.69444761440899,38273.175035288885,-387.5359345096119,1.0484340320132397,2.0
traditional_run_median_removed_diagnostic,2.160269172459566,0.9884059566860618,-0.06749174536143666,1.5595981188053025,2.0
traditional_period_poly,1.6380757209211636,0.33044404994853105,-0.2384857637048793,2.221628206774785,2.5
ml_ridge_shape_features,2.0293267686491414,0.5154331221513297,-0.10386066942001898,1.0224302302073904,2.5
traditional_run_median_removed_diagnostic,1.8900333726986764,0.4762777617329041,0.06590044109747137,1.238757395094604,2.5
traditional_period_poly,1.7098174975983416,0.2614370131674939,-0.1310041152400284,1.8689016004033807,3.0
ml_ridge_shape_features,2.7228100921171663,0.905104693794671,-0.05272462482459965,1.4187273417364508,3.0
traditional_run_median_removed_diagnostic,1.6712762572433184,0.24660045377849746,0.08409178845613142,1.132424140988655,3.0
