method,n_pairs,median_ns,robust_width_ns,full_rms_ns,within_abs_2ns,tail_fraction_abs_gt_5ns,core_sigma_ns,core_sigma_err_ns,core_mean_ns,chi2_ndf,fit_window_ns,robust_ci_low_ns,robust_ci_high_ns
traditional_period_poly,127,-0.16982103485448619,1.4710826591392405,1.4822055385415853,0.84251968503937,0.0,1.6380757209211636,0.33044404994853105,-0.2384857637048793,2.221628206774785,2.5,1.2892497326443457,1.6848853459790587
ml_ridge_shape_features,127,-0.08038332197831899,1.9353650384601555,1.8511008841243213,0.7007874015748031,0.007874015748031496,2.0293267686491414,0.5154331221513297,-0.10386066942001898,1.0224302302073904,2.5,1.6865221497964424,2.321629771278869
traditional_run_median_removed_diagnostic,127,0.0,1.4660866617759254,1.4529553805564763,0.8661417322834646,0.0,1.8900333726986764,0.4762777617329041,0.06590044109747137,1.238757395094604,2.5,1.2402918848533693,1.6608574128208748
