alpha,cv_rmse_ns_mean,cv_rmse_ns_std,heldout_run
100.0,3.0306347429397262,1.9310397554874519,fixed_non_analysis_tuning
10.0,3.031606977926645,1.9079544204887113,fixed_non_analysis_tuning
1.0,3.034576379360849,1.9021218716469281,fixed_non_analysis_tuning
0.1,3.0349666741734262,1.9014520776067156,fixed_non_analysis_tuning
0.01,3.035006810063021,1.9013841145962944,fixed_non_analysis_tuning
1000.0,3.0358922529822876,1.9688437281303208,fixed_non_analysis_tuning
