target,method,run,n,bias_median_frac,res68_abs_frac,full_rms_frac,catastrophic_rate,within_10pct
downstream_B4B6B8_charge_proxy,traditional_huber_ridge,58,72,-0.015887253108658957,0.24042635095169457,0.5262184511668483,0.3194444444444444,0.3333333333333333
downstream_B4B6B8_charge_proxy,traditional_huber_ridge,59,749,0.09592614133775863,0.2618144763571524,0.37298071623600954,0.3417890520694259,0.3177570093457944
downstream_B4B6B8_charge_proxy,traditional_huber_ridge,60,802,-0.10691263630717554,0.22322867235193336,0.2677591159152053,0.23690773067331672,0.30798004987531175
downstream_B4B6B8_charge_proxy,traditional_huber_ridge,61,925,-0.05624197678715462,0.19763811729105069,0.23232517345924306,0.20540540540540542,0.34054054054054056
downstream_B4B6B8_charge_proxy,traditional_huber_ridge,62,798,0.02239092879694382,0.19718237705405298,0.30441929189670375,0.21553884711779447,0.37969924812030076
downstream_B4B6B8_charge_proxy,traditional_huber_ridge,63,365,0.07256338525579417,0.26090539760259646,0.4020718780113074,0.3287671232876712,0.3561643835616438
downstream_B4B6B8_charge_proxy,traditional_huber_ridge,65,63,0.15821576967035356,0.2844939186557548,0.4509090851054457,0.3492063492063492,0.2698412698412698
downstream_B4B6B8_charge_proxy,gradient_boosted_trees_no_pretrigger,58,72,-0.01798558080103348,0.24328650728321657,0.4077130368846559,0.3055555555555556,0.2777777777777778
downstream_B4B6B8_charge_proxy,gradient_boosted_trees_no_pretrigger,59,749,0.053406601072016335,0.23791626164903928,0.3005229531922771,0.2937249666221629,0.33377837116154874
downstream_B4B6B8_charge_proxy,gradient_boosted_trees_no_pretrigger,60,802,-0.09632364148931483,0.21424570247966018,0.22873512123285272,0.2119700748129676,0.3192019950124688
downstream_B4B6B8_charge_proxy,gradient_boosted_trees_no_pretrigger,61,925,-0.039361197940744615,0.20174678524408066,0.22548764314313785,0.2118918918918919,0.36648648648648646
downstream_B4B6B8_charge_proxy,gradient_boosted_trees_no_pretrigger,62,798,0.0180002619278775,0.20157108136926993,0.2577570856012634,0.21553884711779447,0.36215538847117795
downstream_B4B6B8_charge_proxy,gradient_boosted_trees_no_pretrigger,63,365,0.02261316679497844,0.2226096380836401,0.322137354713605,0.2684931506849315,0.3780821917808219
downstream_B4B6B8_charge_proxy,gradient_boosted_trees_no_pretrigger,65,63,0.09041081802874229,0.25700906102242116,0.37835120107176945,0.3492063492063492,0.30158730158730157
downstream_B4B6B8_charge_proxy,gradient_boosted_trees_with_pretrigger,58,72,-0.004262753054752047,0.23591618615940896,0.41714259126549097,0.2916666666666667,0.2916666666666667
downstream_B4B6B8_charge_proxy,gradient_boosted_trees_with_pretrigger,59,749,0.06140747498867377,0.2384350582332148,0.31354486643255075,0.29906542056074764,0.32176234979973295
downstream_B4B6B8_charge_proxy,gradient_boosted_trees_with_pretrigger,60,802,-0.09892537989312329,0.21051001044073825,0.2317399289577552,0.21321695760598502,0.3179551122194514
downstream_B4B6B8_charge_proxy,gradient_boosted_trees_with_pretrigger,61,925,-0.03979056419472938,0.19978068183917333,0.22486742873593138,0.20540540540540542,0.33945945945945943
