method,n,mean_bias_adc,mae_adc,rmse_adc,median_bias_adc,q05_adc,q95_adc,mean_bias_ci_low_adc,mean_bias_ci_high_adc,mae_ci_low_adc,mae_ci_high_adc
ml_ridge_calibrated_shuffled_target,981,-53.41112750426417,508.6311726003692,1156.9630372479885,221.43304603309298,-2317.6574260355483,507.64524270615584,-120.29604538412423,8.473950404253404,446.56273576408444,568.0859525926696
