alpha,cv_mae_adc,cv_mae_std_adc,shuffled_target
1000.0,154.7302180046293,3.515307515138191,False
100.0,156.16517438358522,2.823209558329354,False
10.0,156.3306689047533,2.737232839280359,False
1.0,156.34752690725176,2.7283599223131616,False
0.1,156.34921466726536,2.7274712872843505,False
