fold,heldout_runs,n,tail_rate,traditional_additive_auc,sparse_interaction_auc,tree_auc,tree_ap,tree_brier,tree_ece,tree_shuffled_auc,axis_shuffled_auc
1,61,2799,0.020364415862808145,0.9467094066310927,0.9601776139839021,0.9204224090496116,0.3350280418072328,0.016441246372484283,0.005523101477181332,0.23284323134605295,0.7432594981253279
2,"49,51,60",2694,0.018188567186340016,0.9117318004706608,0.8733690829829096,0.9221480652752594,0.389985765701536,0.01394514535397761,0.006380928674528937,0.258678291732572,0.7962887234288801
3,"48,52,62",2661,0.009394964299135663,0.85402124430956,0.8802427921092565,0.8978907435508346,0.24786420588200794,0.007986069814767661,0.006192027715283748,0.3405007587253414,0.6912139605462821
4,"46,47,53,55,59",2628,0.0136986301369863,0.9159486454046639,0.9194101508916324,0.9483882030178326,0.36418929517043275,0.010842010308882547,0.002462211452131284,0.29918981481481477,0.6917331104252401
5,"44,45,50,54,56,57,58,63,65",2628,0.01445966514459665,0.8107295265190001,0.8350436903068481,0.8088498272708798,0.3494008902864596,0.011202858671798425,0.002932595812549077,0.5480288559235927,0.8174151595204227
