heldout_run,method,n_test_records,mean_bias_adc,mae_adc,rmse_adc
31,traditional_median3,10000,-33.8245,156.6151,669.0464329925092
31,traditional_mean3,10000,-5.820766091346741e-15,168.69079999999997,597.9795509324156
31,traditional_run_train_stratified_offset,10000,-24.489777680155,229.2058867567044,628.4976172087693
31,traditional_adaptive_pc_excluding_target,10000,-198.099538,221.472669,970.8055819048092
31,ml_ridge_waveform_no_target,10000,7.2941406993912254,238.46989730657347,553.4389952196566
31,ml_shuffled_target_control,10000,62.35494014016554,432.97746026695927,935.0332684979558
32,traditional_median3,10000,-38.9055,157.2915,631.6096333179221
32,traditional_mean3,10000,-5.820766091346741e-15,171.0875333333333,560.5359846511988
32,traditional_run_train_stratified_offset,10000,-30.22290687807765,223.1444774921414,576.3374566701103
32,traditional_adaptive_pc_excluding_target,10000,-194.627371,211.445985,923.2236417065477
32,ml_ridge_waveform_no_target,10000,13.870389504473753,239.11148676453297,521.4092496625079
32,ml_shuffled_target_control,10000,72.83755154715247,427.0726602636568,911.6881629067564
33,traditional_median3,10000,-10.8492,41.801,229.0480608955247
33,traditional_mean3,10000,1.4551915228366853e-15,47.212799999999994,212.28592437768663
33,traditional_run_train_stratified_offset,10000,3.929163946103584,91.7433901805916,279.37080592638057
33,traditional_adaptive_pc_excluding_target,10000,-40.493860999999995,51.287238,350.11865870535235
33,ml_ridge_waveform_no_target,10000,-10.614895605493722,150.15928328554645,250.74784828066203
33,ml_shuffled_target_control,10000,231.17926610534522,328.6996231201167,507.6296229684361
34,traditional_median3,10000,-15.0453,49.5191,296.8376210994826
34,traditional_mean3,10000,0.0,57.18066666666666,255.87127484125466
34,traditional_run_train_stratified_offset,10000,-8.147477889560736,113.20423105947168,318.126885787206
34,traditional_adaptive_pc_excluding_target,10000,-52.018694999999994,64.13756000000001,449.8704844457402
34,ml_ridge_waveform_no_target,10000,-8.68351286548067,149.30875861144796,266.07889766671224
34,ml_shuffled_target_control,10000,219.47462832018687,332.5705274205266,527.6699268475426
35,traditional_median3,10000,-40.9157,262.1283,886.0014569401113
35,traditional_mean3,10000,-1.1641532182693482e-14,259.27293333333336,795.240615970342
35,traditional_run_train_stratified_offset,10000,0.31688845076808647,282.35022564729945,768.9589844068508
35,traditional_adaptive_pc_excluding_target,10000,-337.76270650000004,361.93133450000005,1261.1544418171225
35,ml_ridge_waveform_no_target,10000,-0.45332054842574,328.9414200395612,735.3373183175721
35,ml_shuffled_target_control,10000,-70.46167862008626,540.4521912907904,1196.113549552077
36,traditional_median3,10000,-46.404,243.7192,842.8605846757813
36,traditional_mean3,10000,-1.1641532182693482e-14,243.0726666666667,737.3019145204735
36,traditional_run_train_stratified_offset,10000,-11.53683227507567,281.5496791955922,765.5335201583753
36,traditional_adaptive_pc_excluding_target,10000,-310.906751,333.12298200000004,1202.2701587636116
36,ml_ridge_waveform_no_target,10000,6.387355297829164,311.4074475219255,683.6752514192485
36,ml_shuffled_target_control,10000,-71.82953511269521,534.2522191910136,1205.5774824266864
37,traditional_median3,10000,-48.5241,264.0291,883.4144280574095
37,traditional_mean3,10000,0.0,269.2082666666667,801.0281899048385
37,traditional_run_train_stratified_offset,10000,-8.318076889321919,298.9857381004826,787.4619142059015
37,traditional_adaptive_pc_excluding_target,10000,-371.81388000000004,396.979402,1353.0326420995245
37,ml_ridge_waveform_no_target,10000,-0.8743495801097247,341.21997068052974,752.6917980287302
37,ml_shuffled_target_control,10000,-117.83238349761329,572.8307485132914,1271.9851600088114
39,traditional_median3,10000,-42.2085,307.2769,987.5327982907706
39,traditional_mean3,10000,1.1641532182693482e-14,300.4546,886.8245929782908
39,traditional_run_train_stratified_offset,10000,9.479828205860612,336.19336182792273,903.525817519796
39,traditional_adaptive_pc_excluding_target,10000,-368.0101785,402.20443350000005,1313.262107604098
39,ml_ridge_waveform_no_target,10000,-6.199850395074097,365.2654107349591,828.4455475883136
39,ml_shuffled_target_control,10000,-160.05150270138685,607.6917100732811,1359.1692390409821
40,traditional_median3,10000,-51.272,321.0732,1030.3097181915737
40,traditional_mean3,10000,1.1641532182693482e-14,308.6184,911.562964924652
40,traditional_run_train_stratified_offset,10000,1.9454704598537036,343.6462334310824,939.9577333855099
40,traditional_adaptive_pc_excluding_target,10000,-417.9853755,451.2089885,1467.8739767549096
40,ml_ridge_waveform_no_target,10000,2.3314979512181657,370.4017033542534,835.3464668573854
40,ml_shuffled_target_control,10000,-168.39742099498397,611.0830232515842,1367.7767622281206
41,traditional_median3,10000,-34.9444,284.7236,953.8291422471847
41,traditional_mean3,10000,0.0,274.9050666666667,854.5198480238283
41,traditional_run_train_stratified_offset,10000,11.687601624850172,311.9364816517607,866.7712590652197
41,traditional_adaptive_pc_excluding_target,10000,-375.515982,404.320078,1365.802417095641
41,ml_ridge_waveform_no_target,10000,-9.261217973011982,341.81526701261663,785.7282948618877
41,ml_shuffled_target_control,10000,-138.7940812886477,587.1738038578734,1337.8675010139066
42,traditional_median3,10000,-41.1437,260.9513,923.021313350889
42,traditional_mean3,10000,0.0,265.73406666666665,848.7584963410446
42,traditional_run_train_stratified_offset,10000,-4.927837619493308,309.77223406905256,848.5818675678777
42,traditional_adaptive_pc_excluding_target,10000,-365.3633385,397.75009950000003,1434.3844685118936
42,ml_ridge_waveform_no_target,10000,-3.7261410368853043,332.0864675034388,800.2695650380821
42,ml_shuffled_target_control,10000,-106.00460621933583,563.0111476380067,1282.6786916355559
44,traditional_median3,8152,-41.55704121687929,289.0967860647694,1020.9224650826823
44,traditional_mean3,8152,0.0,283.760222440301,900.6148547617894
44,traditional_run_train_stratified_offset,8152,8.178346119952796,324.99389846647176,957.725425654783
44,traditional_adaptive_pc_excluding_target,8152,-401.9193707065751,433.45638738959764,1459.344497191959
44,ml_ridge_waveform_no_target,8152,-5.081429935399274,354.0128960948977,828.9710486920133
44,ml_shuffled_target_control,8152,-152.18478633774464,606.1196475267034,1362.5121100816132
45,traditional_median3,10000,-34.83,266.914,898.8053600196207
45,traditional_mean3,10000,-1.1641532182693482e-14,261.99666666666667,796.9872132251837
45,traditional_run_train_stratified_offset,10000,4.357736389746882,306.72517981702896,817.6744049405487
45,traditional_adaptive_pc_excluding_target,10000,-361.287451,389.48680099999996,1361.1057530381743
45,ml_ridge_waveform_no_target,10000,-8.556208562062054,330.86591217670906,738.9425757373907
45,ml_shuffled_target_control,10000,-125.42084334721565,574.8838296635402,1310.1320574918025
46,traditional_median3,2748,-41.56004366812227,147.39701601164484,608.7348439690378
46,traditional_mean3,2748,0.0,160.54657933042213,537.8218344118353
46,traditional_run_train_stratified_offset,2748,-33.51544823956691,208.55028340935465,554.8838935183986
46,traditional_adaptive_pc_excluding_target,2748,-178.90884461426492,194.22667212518195,861.2683175427612
46,ml_ridge_waveform_no_target,2748,25.9153467476246,231.96582893857635,499.89144544128527
46,ml_shuffled_target_control,2748,94.05140720975622,408.64433446385476,864.8453202622852
47,traditional_median3,10000,-38.9611,130.9925,565.9583847775382
47,traditional_mean3,10000,5.820766091346741e-15,148.4544,505.56509975362115
47,traditional_run_train_stratified_offset,10000,-34.21758257504509,193.81493672357533,508.23320093639506
47,traditional_adaptive_pc_excluding_target,10000,-169.409951,184.284322,920.5308659126646
47,ml_ridge_waveform_no_target,10000,28.70000282386837,220.7099619451786,471.42215562527804
47,ml_shuffled_target_control,10000,121.365984728451,381.9113196912906,776.820359243865
48,traditional_median3,10000,-45.303,278.2748,905.2697861963582
48,traditional_mean3,10000,-2.3283064365386964e-14,273.9344666666667,803.9279098139197
48,traditional_run_train_stratified_offset,10000,2.3745098960392883,299.30517131150816,799.9097357424505
48,traditional_adaptive_pc_excluding_target,10000,-376.25346399999995,402.040968,1361.8294963849933
48,ml_ridge_waveform_no_target,10000,-6.263981069497773,345.58421668239004,744.3829188101816
48,ml_shuffled_target_control,10000,-128.12002315344895,570.8454334709392,1279.8137116012197
49,traditional_median3,10000,-40.9411,280.8647,933.5839978812833
49,traditional_mean3,10000,0.0,274.4236,822.2457535041185
49,traditional_run_train_stratified_offset,10000,8.023839176484492,301.19475535510617,828.0636854243293
49,traditional_adaptive_pc_excluding_target,10000,-366.01457650000003,394.4156205,1351.3244296580624
49,ml_ridge_waveform_no_target,10000,-7.825679015427685,345.0058052194,756.6216686135252
49,ml_shuffled_target_control,10000,-119.96008227066025,565.3014956306704,1271.4435408119816
50,traditional_median3,10000,-28.4112,89.5338,412.8796589806768
50,traditional_mean3,10000,0.0,103.85866666666668,362.8154536706261
50,traditional_run_train_stratified_offset,10000,-26.45351739811897,175.22482653820143,423.2816368785326
50,traditional_adaptive_pc_excluding_target,10000,-91.94041350000002,107.3014985,569.7656658032822
50,ml_ridge_waveform_no_target,10000,9.256241587457358,177.15077523738745,347.34366971685563
50,ml_shuffled_target_control,10000,167.59666057182304,336.7695187416612,609.2742408470848
51,traditional_median3,10000,-31.921,117.19,514.9494322746652
51,traditional_mean3,10000,0.0,132.3804,483.704302418097
51,traditional_run_train_stratified_offset,10000,-23.889647911098297,193.94137422764123,499.83051552446307
51,traditional_adaptive_pc_excluding_target,10000,-143.134683,161.413187,803.1294935971066
51,ml_ridge_waveform_no_target,10000,8.113410859663572,205.62495158135727,478.1461428152228
51,ml_shuffled_target_control,10000,118.2538965735458,378.1062487225752,771.3718697730375
52,traditional_median3,10000,-32.1078,116.302,495.16266559586256
52,traditional_mean3,10000,0.0,130.24686666666665,440.86004017400154
52,traditional_run_train_stratified_offset,10000,-22.923048040243096,198.64856859976575,489.431394601812
52,traditional_adaptive_pc_excluding_target,10000,-155.76313849999997,172.4306555,843.7490441283134
52,ml_ridge_waveform_no_target,10000,7.341257712066847,203.32344124419197,420.9213313724304
52,ml_shuffled_target_control,10000,112.9380061145185,378.0565505171378,769.8680799980518
53,traditional_median3,10000,-16.6848,83.3934,414.5673419361443
53,traditional_mean3,10000,-5.820766091346741e-15,89.5374,364.90552908328965
53,traditional_run_train_stratified_offset,10000,-4.325809176671927,151.98448300092133,424.1797518462551
53,traditional_adaptive_pc_excluding_target,10000,-93.32883000000001,110.74382299999999,618.6461076259916
53,ml_ridge_waveform_no_target,10000,-12.899173374861148,173.75546145281498,357.83226264173624
53,ml_shuffled_target_control,10000,158.0826530092663,355.3579767898554,664.7367313237679
54,traditional_median3,10000,-17.3371,82.7783,428.1380080067641
54,traditional_mean3,10000,0.0,88.63353333333333,375.63958985531156
54,traditional_run_train_stratified_offset,10000,-5.186004208190814,154.20259649601854,443.7849359413703
54,traditional_adaptive_pc_excluding_target,10000,-92.6628985,107.57332050000001,599.3277751044144
54,ml_ridge_waveform_no_target,10000,-13.924157705753574,174.05641671640834,371.8479187588138
54,ml_shuffled_target_control,10000,147.9406570139036,363.9965639554136,720.2461343616417
55,traditional_median3,10000,-28.2501,129.0463,587.2998689766583
55,traditional_mean3,10000,0.0,136.4403333333333,509.0911446446064
55,traditional_run_train_stratified_offset,10000,-16.03547901194968,203.05715371648256,564.0432979957507
55,traditional_adaptive_pc_excluding_target,10000,-169.179906,189.18637900000002,904.2579898721134
55,ml_ridge_waveform_no_target,10000,-1.0629260380690706,211.3677940844364,474.1669495615965
55,ml_shuffled_target_control,10000,95.85813508611557,398.81070621044205,847.5078778486428
56,traditional_median3,10000,-31.838,95.8612,417.701253289956
56,traditional_mean3,10000,5.820766091346741e-15,115.2914,377.0642791060667
56,traditional_run_train_stratified_offset,10000,-29.6948153490373,189.92701417685132,436.64638467238416
56,traditional_adaptive_pc_excluding_target,10000,-128.292497,144.755282,748.5020068460271
56,ml_ridge_waveform_no_target,10000,8.841662759455993,188.2551534232861,374.28223102415836
56,ml_shuffled_target_control,10000,137.71815878462567,361.0529460212261,695.1477919818625
57,traditional_median3,10000,-36.0215,270.7577,946.9103830352691
57,traditional_mean3,10000,-1.1641532182693482e-14,264.3317333333334,841.648995537266
57,traditional_run_train_stratified_offset,10000,13.66468555387756,303.29087426764966,889.116955512197
57,traditional_adaptive_pc_excluding_target,10000,-363.35317799999996,393.034945,1332.716767413763
57,ml_ridge_waveform_no_target,10000,-4.167164017013082,338.011984534645,790.0153882792347
57,ml_shuffled_target_control,10000,-137.88086555999453,595.6754695336824,1339.1274203891878
58,traditional_median3,10000,-4.609,51.0158,319.3682564062997
58,traditional_mean3,10000,7.275957614183426e-16,45.892733333333325,287.93273674399876
58,traditional_run_train_stratified_offset,10000,26.947437626551732,71.60552764090045,306.85712626157544
58,traditional_adaptive_pc_excluding_target,10000,-60.31266850000001,71.4486685,548.8093970143618
58,ml_ridge_waveform_no_target,10000,8.569846118199186,168.9512525984481,302.545590414894
58,ml_shuffled_target_control,10000,220.92354520687852,325.7876363234083,499.4175389608712
59,traditional_median3,10000,-51.2081,343.8653,922.5682062048312
59,traditional_mean3,10000,-2.3283064365386964e-14,320.87773333333337,824.7986209978773
59,traditional_run_train_stratified_offset,10000,25.367891071399246,278.6365197128528,710.2498970335165
59,traditional_adaptive_pc_excluding_target,10000,-299.3036085,333.24167650000004,1056.958555921467
59,ml_ridge_waveform_no_target,10000,-0.6796533996986341,369.06419156105574,729.3153544919726
59,ml_shuffled_target_control,10000,-117.57607747469363,439.4776002330245,975.871819322735
60,traditional_median3,10000,-45.7732,337.6506,949.4614934793301
60,traditional_mean3,10000,1.1641532182693482e-14,304.5714,817.104106300619
60,traditional_run_train_stratified_offset,10000,19.208116963834744,272.90277340574386,719.5507559835756
60,traditional_adaptive_pc_excluding_target,10000,-284.211608,309.96871699999997,1015.2744763343138
60,ml_ridge_waveform_no_target,10000,-4.22966185625469,356.1917483731389,706.3644238861586
60,ml_shuffled_target_control,10000,-120.96818769558594,447.48796601817133,1021.5888403869642
61,traditional_median3,10000,-50.9228,313.5176,869.5399629689254
61,traditional_mean3,10000,0.0,288.4382,765.6526526072017
61,traditional_run_train_stratified_offset,10000,13.585988192951243,241.91946289666078,619.1343647310775
61,traditional_adaptive_pc_excluding_target,10000,-247.67636950000002,273.2083025,900.2378900701373
61,ml_ridge_waveform_no_target,10000,2.781039450339938,343.890927819601,672.2655572127337
61,ml_shuffled_target_control,10000,-91.87233915897195,407.98382663335957,914.7240999607571
62,traditional_median3,10000,-46.2841,326.9653,905.4850687338803
62,traditional_mean3,10000,-1.1641532182693482e-14,296.87859999999995,783.1691167727865
62,traditional_run_train_stratified_offset,10000,24.122793397346097,254.86156126105794,669.2741134092137
62,traditional_adaptive_pc_excluding_target,10000,-283.19826550000005,310.6546965,1025.3520918093782
62,ml_ridge_waveform_no_target,10000,-0.9487830123985361,348.12441155674514,679.804486782198
62,ml_shuffled_target_control,10000,-100.0953339988894,438.64828867582827,963.8669975833942
63,traditional_median3,10000,-36.5028,284.276,855.720999391741
63,traditional_mean3,10000,0.0,260.20306666666664,747.8097740290195
63,traditional_run_train_stratified_offset,10000,25.141048875544257,232.9247034553397,652.0247911750168
63,traditional_adaptive_pc_excluding_target,10000,-241.927452,274.297659,972.357593431884
63,ml_ridge_waveform_no_target,10000,-3.370902401694644,324.8579816729302,658.576705879483
63,ml_shuffled_target_control,10000,-29.909116954386416,437.8975790975657,933.479974489434
64,traditional_median3,10000,-31.1662,306.2522,962.6751257823171
64,traditional_mean3,10000,0.0,274.0286666666667,825.5180413130493
64,traditional_run_train_stratified_offset,10000,29.617446739781077,259.93337080470246,773.6526848227431
64,traditional_adaptive_pc_excluding_target,10000,-249.933323,283.72218300000003,1017.8389598969181
64,ml_ridge_waveform_no_target,10000,-5.339787103361025,335.4658127292302,711.9745937570007
64,ml_shuffled_target_control,10000,-18.73238132230661,461.71330832740443,982.8361193323025
65,traditional_median3,10000,-25.9091,241.0465,861.9693926700646
65,traditional_mean3,10000,5.820766091346741e-15,216.79646666666665,737.5663859838878
65,traditional_run_train_stratified_offset,10000,27.9396272442173,210.82332220251965,700.4810195371816
65,traditional_adaptive_pc_excluding_target,10000,-189.50029300000003,217.122481,879.9611852292946
