event_id,run,pair,stave_a,stave_b,residual_ns,abs_residual_ns,delta_lowering_adc,abs_delta_lowering_adc,max_lowering_adc,sum_lowering_adc,delta_lowering_frac,max_lowering_frac,delta_log_amp,min_log_amp,max_log_amp,min_amplitude_adc,max_amplitude_adc,delta_peak_sample,mean_peak_sample,delta_area_over_amp,mean_area_over_amp,delta_positive_area_over_amp,mean_positive_area_over_amp,max_tail_area_frac,delta_tail_area_frac,max_width20_samples,delta_width20_samples,max_width50_samples,max_pretrigger_abs_adc,delta_pretrigger_abs_adc,max_pretrigger_ptp_adc,max_late_abs_adc,delta_late_abs_adc,most_negative_postpeak_adc,has_pretrigger_anomaly,has_late_anomaly,centered_residual_ns,tail_abs_gt_threshold,s10_pileup_proxy_score,amp_bin,peak_bin,s10_pileup_bin,p09_anomaly_taxon,saturation_flag,traditional_pred_ns,residual_traditional_corrected_ns,traditional_high_lowering_bin,ml_pred_ns,residual_ml_corrected_ns,ml_shuffled_pred_ns,residual_ml_shuffled_corrected_ns,ml_oracle_pred_ns,residual_ml_oracle_corrected_ns,ml_tail_probability,ml_tail_probability_shuffled
54:245768:5775:245728,54,B4-B6,B4,B6,-5.262088480352645,5.262088480352645,0.0,0.0,0.0,0.0,0.0,0.0,-0.05959743943930729,7.7495379586812305,7.809135398120538,2319.5,2462.0,0.0,11.0,0.390296376446015,6.828779382374104,0.38592136145199163,6.8395894378340385,0.44665118552921046,-0.023189930011799975,10.0,1.0,7.0,28.0,-23.5,48.0,1717.0,-36.5,0.0,False,True,-0.7527628524303722,False,3.5734035565876314,amp_low,peak_late,s10_mid,p09_normal,sat_not_high,0.24688624747494847,-5.508974727827594,False,-0.8149935997299778,-4.447094880622667,-0.09024664930762154,-5.171841831045024,-0.7676762785826793,-4.494412201769966,0.009369141212861863,0.01679495473837546
54:245768:5775:245728,54,B4-B8,B4,B8,-6.1309061208722255,6.1309061208722255,0.0,0.0,0.0,0.0,0.0,0.0,-0.2009644761276208,7.7495379586812305,7.950502434808851,2319.5,2836.0,-2.0,12.0,-0.07550825450867116,7.061681697851447,-0.09650488849215222,7.08080256280611,0.4234612555174105,0.18179541319868459,10.0,1.0,8.0,16.0,-11.5,23.0,2361.0,-680.5,0.0,False,True,-1.9150693206686071,False,3.6630337665522315,amp_mid,peak_late,s10_mid,p09_normal,sat_not_high,-1.0674838121083416,-5.063422308763884,False,-0.9170107420207442,-5.213895378851482,-0.011748383793775491,-6.11915773707845,-1.9053399454754973,-4.225566175396728,0.0,0.0666403608274918
54:245768:5775:245728,54,B6-B8,B6,B8,-0.8688176405195804,0.8688176405195804,0.0,0.0,0.0,0.0,0.0,0.0,-0.14136703668831352,7.809135398120538,7.950502434808851,2462.0,2836.0,-2.0,12.0,-0.46580463095468616,6.8665335096284394,-0.48242624994414385,6.887841882080115,0.44665118552921046,0.20498534321048456,9.0,0.0,8.0,28.0,12.0,48.0,2361.0,-644.0,0.0,False,True,-1.492174882685628,False,3.5544035565876317,amp_mid,peak_late,s10_mid,p09_normal,sat_not_high,-1.327919711936036,0.45910207141645554,False,-0.38819810159002144,-0.480619538929559,0.05559121814625384,-0.9244088586658343,-1.5003752480722012,0.6315576075526208,0.016681931889595568,0.061856196228369895
54:245835:5836:245795,54,B4-B6,B4,B6,-5.345240825809185,5.345240825809185,-73.5,73.5,76.5,79.5,-0.047497302301936696,0.04933892292808771,0.04935780991237326,7.346977483888435,7.396335293800808,1550.5,1629.0,-1.0,12.5,0.5254428906574624,5.804804644296806,0.2744707592493283,5.970192490234146,0.4230575937280129,0.10113145485140962,8.0,0.0,7.0,40.5,-12.5,72.0,1389.5,-27.5,0.0,False,True,-0.8359151978869122,False,3.0626227811840385,amp_low,peak_late,s10_low,p09_normal,sat_not_high,-0.3855184865156458,-4.959722339293539,False,0.20105001438632816,-5.546290840195513,-3.367717153410967,-1.9775236723982181,-0.8271321494943299,-4.5181086763148555,0.023585528806286594,0.33785227310242444
54:245835:5836:245795,54,B4-B8,B4,B8,-1.7707471802608552,1.7707471802608552,3.0,3.0,3.0,3.0,0.001841620626151013,0.001841620626151013,-0.8160974836288979,7.396335293800808,8.212432777429706,1629.0,3685.5,0.0,12.0,-0.880784858685411,6.507918518968243,-0.8433250808941413,6.52909041030588,0.507982980052309,-0.08492538632429614,8.0,0.0,7.0,28.0,14.5,40.0,3328.5,-1966.5,0.0,False,True,2.445089619942763,False,3.8002739401569268,amp_high,peak_late,s10_mid,p09_normal,sat_not_high,0.9147604659215749,-2.68550764618243,False,-0.15800133072969932,-1.612745849531156,0.10132072240672858,-1.8720679026675837,2.5039699795078745,-4.27471715976873,0.005982389502762431,0.07076274747112074
54:245835:5836:245795,54,B6-B8,B6,B8,3.57449364554833,3.57449364554833,76.5,76.5,76.5,76.5,0.04933892292808771,0.04933892292808771,-0.8654552935412712,7.346977483888435,8.212432777429706,1550.5,3685.5,1.0,12.5,-1.4062277493428734,6.2451970736395115,-1.1177958401434696,6.391855030681215,0.507982980052309,-0.18605684117570576,8.0,0.0,7.0,40.5,27.0,72.0,3328.5,-1939.0,0.0,False,True,2.9511364033822822,False,3.802148940156927,amp_high,peak_late,s10_mid,p09_normal,sat_not_high,-0.1920486066274183,3.766542252175748,False,0.39439527425603804,3.1800983712922917,0.09514120246208911,3.4793524430862406,2.945575093342248,0.6289185522060818,0.017318619097285864,0.17494027039254426
54:246372:6338:246332,54,B4-B6,B4,B6,-5.4818895231248455,5.4818895231248455,28.63000000000011,28.63000000000011,28.63000000000011,28.63000000000011,0.00967883705206224,0.00967883705206224,-0.029306126585498582,7.99260665240021,8.021912778985708,2958.0,3046.0,0.0,8.0,0.3082744769517838,8.232272497832424,0.34772456767251825,8.259876729010259,0.30361347949654893,-0.025183207319533663,11.0,0.0,8.0,1190.0,628.0,1263.0,616.0,-33.0,0.0,True,True,-0.9725638952025726,False,3.2233404384896467,amp_mid,peak_nominal,s10_low,p09_normal,sat_not_high,-2.606859918662038,-2.8750296044628074,False,-0.5829638896985444,-4.898925633426301,-0.6195739595611923,-4.862315563563653,-0.9694150245475697,-4.512474498577276,0.1356129143529322,0.057651361879947835
54:246372:6338:246332,54,B4-B8,B4,B8,-7.012672806704892,7.012672806704892,28.63000000000011,28.63000000000011,28.63000000000011,28.63000000000011,0.00967883705206224,0.00967883705206224,-0.07108598186930681,7.99260665240021,8.063692634269517,2958.0,3176.0,-1.0,8.5,-0.7332376188554122,8.753028545736022,-0.6874826496219963,8.777480337657515,0.2900686941213021,-0.011638421944286825,13.0,-2.0,9.0,1190.0,861.0,1263.0,990.0,-407.0,0.0,True,True,-2.796836006501273,False,3.6362060823639064,amp_mid,peak_nominal,s10_mid,p09_normal,sat_not_high,-4.091699196214192,-2.9209736104907,False,-1.2325286058925955,-5.7801442008122965,-0.43064952414373303,-6.582023282561159,-2.7881119179804172,-4.224560888724474,0.1462151267109694,0.08929609407054982
54:246372:6338:246332,54,B6-B8,B6,B8,-1.5307832835800461,1.5307832835800461,0.0,0.0,0.0,0.0,0.0,0.0,-0.04177985528380823,8.021912778985708,8.063692634269517,3046.0,3176.0,-1.0,8.5,-1.041512095807196,8.59889130726013,-1.0352072172945146,8.603618053821258,0.30361347949654893,0.013544785375246837,13.0,-2.0,9.0,562.0,233.0,578.0,990.0,-374.0,0.0,True,True,-2.1541405257460937,False,3.5826404384896464,amp_mid,peak_nominal,s10_mid,p09_normal,sat_not_high,-1.8461633176470045,0.31538003406695836,False,-0.5733649546053439,-0.9574183289747022,0.012889544623583373,-1.5436728282036294,-2.181537234493594,0.6507539509135478,0.11240049867394278,0.10995144936984058
54:247021:6940:246981,54,B4-B6,B4,B6,-4.035976611986364,4.035976611986364,0.0,0.0,0.0,0.0,0.0,0.0,0.25141398525246483,7.422971251049421,7.674385236301886,1673.0,2151.5,-1.0,8.5,0.5756226733485956,7.0977336319522415,0.5757201879893357,7.1067483187406335,0.5298720890034256,0.11060490807775947,10.0,0.0,7.0,12.5,1.5,18.0,912.5,261.5,0.0,False,True,0.4733490159359093,False,3.6196162670102767,amp_low,peak_nominal,s10_mid,p09_normal,sat_not_high,-0.6881217732953009,-3.3478548386910627,False,-0.3379000530867663,-3.698076558899597,0.04520599569407886,-4.081182607680442,0.5032561213194857,-4.539232733305849,0.0,0.022166778275663546
