amp_edges,pileup_edges,pre_q90,late_q90,tail_q90,width_q90,postneg_q10,saturation_q98
"[7.895249735167605, 8.118951928397392]","[3.4192611703733147, 4.122469882552073]",1376.050000000003,3528.000000000001,0.6762723831309182,13.0,-101.5,5710.979999999998
