comparison,n_pairs,effective_high_pairs,effective_low_pairs,matched_strata,high_tail_fraction,low_tail_fraction,tail_odds_ratio,sigma68_delta_high_minus_low_ns,full_rms_delta_high_minus_low_ns,pileup_score_enrichment_high_minus_low,tail_odds_ratio_ci_low,tail_odds_ratio_ci_high,sigma68_delta_high_minus_low_ns_ci_low,sigma68_delta_high_minus_low_ns_ci_high,full_rms_delta_high_minus_low_ns_ci_low,full_rms_delta_high_minus_low_ns_ci_high,pileup_score_enrichment_high_minus_low_ci_low,pileup_score_enrichment_high_minus_low_ci_high
unmatched,750,23.0,727.0,233,0.13043478260869565,0.012379642365887207,12.91270860077022,0.6256731863492173,6.138922406723426,0.011545797926694412,1.1055299539170507,87.71999999999989,-0.38638891294717753,17.65903642909377,-4.843106624896514,15.248548528518096,-0.751821861611702,0.7111044677458517
matched_confound_strata,19,7.0,6.999999999999999,6,0.14285714285714285,0.14285714285714288,0.9999999999999999,-1.3139979853910004,-1.9031776978062294,-0.2179618923408584,0.04361904761904763,10.818181818181818,-5.044298951207893,0.6915601072886244,-4.848536141141305,0.6571322493765048,-1.436714690050254,0.3365722277487254
