window_mask,method,score,full_score,score_delta_vs_full,energy_sigma68_retention,pid_bacc_delta_vs_full,time_sigma68_delta_ns_vs_full
full_18_samples,gradient_boosted_trees,0.2217793397417092,0.2217793397417092,0.0,1.0,0.0,0.0
full_18_samples,ridge,0.24790304830450055,0.24790304830450055,0.0,1.0,0.0,0.0
full_18_samples,compact_sequence_residual,0.2510079819756947,0.2510079819756947,0.0,1.0,0.0,0.0
full_18_samples,traditional_template_likelihood,0.28862497601665826,0.28862497601665826,0.0,1.0,0.0,0.0
full_18_samples,mlp,0.36539744922713024,0.36539744922713024,0.0,1.0,0.0,0.0
full_18_samples,1d_cnn,0.4673975263319204,0.4673975263319204,0.0,1.0,0.0,0.0
full_18_samples,small_transformer,0.4831757701219015,0.4831757701219015,0.0,1.0,0.0,0.0
late_tail_samples_12_17,gradient_boosted_trees,0.30965989765455065,0.2217793397417092,0.08788055791284144,1.1139580327618888,0.010037878787878762,8.887240644310344
late_tail_samples_12_17,compact_sequence_residual,0.322318502348913,0.2510079819756947,0.07131052037321833,0.8809879538606258,0.0035984848484847953,5.511971848627729
late_tail_samples_12_17,ridge,0.3325002746333388,0.24790304830450055,0.08459722632883826,0.9963814642954366,0.007954545454545436,7.984792226009361
late_tail_samples_12_17,mlp,0.42761548634098445,0.36539744922713024,0.06221803711385421,1.0373574345166539,-0.005492424242424132,5.569018913913775
late_tail_samples_12_17,small_transformer,0.5139363218010969,0.4831757701219015,0.030760551679195447,0.736846255871352,0.003977272727272718,-1.6810521483941123
late_tail_samples_12_17,1d_cnn,0.542064557946493,0.4673975263319204,0.07466703161457261,0.6370785291653999,0.0,0.0056560239822474045
late_tail_samples_12_17,traditional_template_likelihood,,0.28862497601665826,,,-0.021780303030302983,
peak_charge_samples_8_11,gradient_boosted_trees,0.24801198914830636,0.2217793397417092,0.02623264940659714,1.1582334580869798,0.027462121212121327,3.2249264766373624
peak_charge_samples_8_11,ridge,0.2948491296444512,0.24790304830450055,0.04694608133995065,0.8767318041240562,0.0035984848484849064,3.012768560537543
peak_charge_samples_8_11,compact_sequence_residual,0.3030279085567021,0.2510079819756947,0.0520199265810074,0.8334839836425199,0.005492424242424243,2.6164721293737276
peak_charge_samples_8_11,mlp,0.37236241270210024,0.36539744922713024,0.0069649634749699985,0.9519130927255491,-0.05018939393939381,-2.720397133297878
peak_charge_samples_8_11,small_transformer,0.4713900460246134,0.4831757701219015,-0.01178572409728812,0.8235869860149168,0.003977272727272718,-4.179070377641489
peak_charge_samples_8_11,1d_cnn,0.48771050307249025,0.4673975263319204,0.020312976740569866,0.8040250464632122,0.0,-1.754926268309351
peak_charge_samples_8_11,traditional_template_likelihood,,0.28862497601665826,,,0.03409090909090906,
pretrigger_pedestal_samples_0_3,traditional_template_likelihood,0.2600502850430234,0.28862497601665826,-0.028574690973634853,19.124396025793207,-0.01344696969696968,3.459307474085918
pretrigger_pedestal_samples_0_3,mlp,0.5272437427933718,0.36539744922713024,0.16184629356624158,1.3510424161598455,-0.04753787878787863,16.613164492376676
pretrigger_pedestal_samples_0_3,gradient_boosted_trees,1.6721960806460052,0.2217793397417092,1.450416740904296,0.050794668160352635,0.023484848484848553,12.595052239371325
pretrigger_pedestal_samples_0_3,compact_sequence_residual,1.760430135578209,0.2510079819756947,1.5094221536025143,0.0591681089758002,-0.005113636363636376,6.7404019272734
pretrigger_pedestal_samples_0_3,small_transformer,1.9477498495260004,0.4831757701219015,1.464574079404099,0.07375992176590092,0.02765151515151515,-2.1441698642542235
pretrigger_pedestal_samples_0_3,ridge,3.1536112816447712,0.24790304830450055,2.905708233340271,0.020798085266062156,-0.004924242424242498,9.032201274438503
pretrigger_pedestal_samples_0_3,1d_cnn,,0.4673975263319204,,,0.0,
rising_edge_samples_4_7,traditional_template_likelihood,0.5518524660742183,0.28862497601665826,0.2632274900575601,0.3903154134073512,-0.02651515151515149,11.88351132264188
rising_edge_samples_4_7,small_transformer,0.7360258673862883,0.4831757701219015,0.2528500972643868,0.3038679640615518,0.003977272727272718,-1.768083589096836
rising_edge_samples_4_7,1d_cnn,0.81940747547265,0.4673975263319204,0.35200994914072964,0.26037697011927646,0.0,2.6357255634573775
rising_edge_samples_4_7,mlp,1.0882560126377554,0.36539744922713024,0.7228585634106252,0.18996458207553593,-0.05530303030303019,17.570821737505874
rising_edge_samples_4_7,compact_sequence_residual,13.619556037768868,0.2510079819756947,13.368548055793173,0.0066724391593915005,-0.0024621212121211933,2.673185342597307
rising_edge_samples_4_7,gradient_boosted_trees,48.225212844657285,0.2217793397417092,48.00343350491558,0.001461869273594285,0.012689393939393945,6.4261883471269545
rising_edge_samples_4_7,ridge,53.23552699449552,0.24790304830450055,52.98762394619102,0.001123711097616272,0.006439393939393967,6.000958570160442
