method,n_positive,theta,failure_rate_full,failure_at_80pct_coverage,failure_ci_low,failure_ci_high,rate_mhz
trad,70100,0.9393008553612047,0.047489300998573465,0.0,0.0,0.0,0.5
ml,70100,0.0540212725563509,0.010613409415121256,0.00010699001426533524,3.566333808844508e-05,0.00019614835948644793,0.5
trad,70174,0.9393008553612047,0.04855074529027845,1.7812611328820805e-05,0.0,6.278945493409293e-05,1.5
ml,70174,0.0540212725563509,0.010516715592669649,0.00023156394727467047,0.00010687566797292483,0.0003918774492340577,1.5
trad,69582,0.9393008553612047,0.04933747233479923,1.796428699744907e-05,0.0,5.3892860992347213e-05,3.0
ml,69582,0.0540212725563509,0.010864878847977925,0.00010778572198469443,3.592857399489814e-05,0.00021557144396938885,3.0
