rate_mhz,method,auc,ap,neg_fpr_at_theta
0.5,trad,0.9805092253537316,0.9929179288147933,0.10257690771074711
0.5,ml,0.9971879816497901,0.9989976950662115,0.10740444799573845
1.5,trad,0.9804414362529265,0.9929186813812179,0.10062389483868815
1.5,ml,0.9973543450484295,0.999064526471421,0.10365996063123478
3.0,trad,0.9802330695922473,0.9927673259703275,0.0994670219853431
3.0,ml,0.9972590061494266,0.9990219388463604,0.10343104596935376
