stave,n_selected,n_aligned,live10_ns,live10_ci_low,live10_ci_high,decay_tau_ns,empirical_mean_live10_ns,fit_ok
B2,76650,6000,141.35152437065,141.3056015078869,141.39566195803215,65.64473644510235,127.73364654732967,True
B4,48392,6000,132.15174019864833,132.11301696072124,132.1909182115342,59.18842746474417,127.7428973409881,True
B6,32273,6000,127.71867990432145,127.67868179621652,127.75720404519289,56.37760410805576,127.36436607503757,True
B8,19876,6000,129.16472865663883,129.12405385354987,129.20844145358794,57.09488370007317,127.63856407943446,True
