method,score_uncalibrated_sigma68_ns,score_nested_calibrated_sigma68_ns,calibrated_ci_low_ns,calibrated_ci_high_ns,median_fold_gain_ns,max_abs_fold_pair_offset_ns
raw_pair_median,1.7785114012708656,1.7883123044585545,1.6278999366976965,2.1261599568823013,-0.003230017702343879,0.06409272103375047
ridge_no_saturation,4.85726022235854,4.749053261795699,4.456614017483723,5.412078079240929,0.0662375933649022,0.9356225993367766
ridge_duplicate_safe,4.601522575181081,4.496110651902248,4.254603716024446,5.057900465525327,0.07659515485980606,0.8861874595752562
gbt_duplicate_safe,3.8844029187793607,2.761305542505882,2.5185918601281365,3.2022517493598905,1.2793881454368878,1.0891511054516585
extra_trees_duplicate_safe,2.9940445098395276,2.7583330654331197,2.5926947830127647,3.237392906886608,0.21341264844119312,1.712356447038954
mlp_duplicate_safe,3.609570164890484,2.354709539181001,2.1646968443031986,2.63163745145228,1.4336273385976357,1.7201669227164593
cnn_waveform_only,4.688149247917693,4.731617394792175,2.0798181875769877,5.247397406259411,1.5862368405133482,2.9662077704268444
hybrid_cnn_tabular_duplicate_safe,4.0844898161208505,3.348812114879225,1.8427473387479247,4.1108819144910065,1.5065230537130678,2.583508078203774
