method,heldout_run,mode,threshold,clean_acceptance,false_positive_rate,injected_rejection,n_clean,n_injected
mlp,58,fixed_clean_efficiency,0.7430167339588338,0.972972972972973,0.02702702702702703,0.5945945945945946,37,37
mlp,58,fixed_false_positive_rate,0.7430167339588338,0.972972972972973,0.02702702702702703,0.5945945945945946,37,37
mlp,59,fixed_clean_efficiency,0.7439576385913964,0.9662650602409638,0.033734939759036145,0.563855421686747,415,415
mlp,59,fixed_false_positive_rate,0.7439576385913964,0.9662650602409638,0.033734939759036145,0.563855421686747,415,415
mlp,60,fixed_clean_efficiency,0.7346109302999337,0.9415887850467289,0.05841121495327103,0.735981308411215,428,428
mlp,60,fixed_false_positive_rate,0.7346109302999337,0.9415887850467289,0.05841121495327103,0.735981308411215,428,428
mlp,61,fixed_clean_efficiency,0.7269354037879808,0.9341021416803954,0.06589785831960461,0.5980230642504119,607,607
mlp,61,fixed_false_positive_rate,0.7269354037879808,0.9341021416803954,0.06589785831960461,0.5980230642504119,607,607
mlp,62,fixed_clean_efficiency,0.7434243274540491,0.9595238095238096,0.04047619047619048,0.7,420,420
mlp,62,fixed_false_positive_rate,0.7434243274540491,0.9595238095238096,0.04047619047619048,0.7,420,420
mlp,63,fixed_clean_efficiency,0.7388682746367874,0.9381443298969072,0.061855670103092786,0.6185567010309279,194,194
mlp,63,fixed_false_positive_rate,0.7388682746367874,0.9381443298969072,0.061855670103092786,0.6185567010309279,194,194
mlp,65,fixed_clean_efficiency,0.7420338603536866,0.9444444444444444,0.05555555555555555,0.5555555555555556,54,54
mlp,65,fixed_false_positive_rate,0.7420338603536866,0.9444444444444444,0.05555555555555555,0.5555555555555556,54,54
cnn_1d,58,fixed_clean_efficiency,0.36883022934198373,0.972972972972973,0.02702702702702703,0.24324324324324326,37,37
cnn_1d,58,fixed_false_positive_rate,0.36883022934198373,0.972972972972973,0.02702702702702703,0.24324324324324326,37,37
cnn_1d,59,fixed_clean_efficiency,0.3734528824687003,0.9566265060240964,0.043373493975903614,0.18313253012048192,415,415
cnn_1d,59,fixed_false_positive_rate,0.3734528824687003,0.9566265060240964,0.043373493975903614,0.18313253012048192,415,415
cnn_1d,60,fixed_clean_efficiency,0.33718644380569446,0.9065420560747663,0.09345794392523364,0.4252336448598131,428,428
cnn_1d,60,fixed_false_positive_rate,0.33718644380569446,0.9065420560747663,0.09345794392523364,0.4252336448598131,428,428
cnn_1d,61,fixed_clean_efficiency,0.41560857146978347,0.9785831960461285,0.0214168039538715,0.16803953871499178,607,607
cnn_1d,61,fixed_false_positive_rate,0.41560857146978347,0.9785831960461285,0.0214168039538715,0.16803953871499178,607,607
cnn_1d,62,fixed_clean_efficiency,0.3668175309896468,0.95,0.05,0.38333333333333336,420,420
cnn_1d,62,fixed_false_positive_rate,0.3668175309896468,0.95,0.05,0.38333333333333336,420,420
cnn_1d,63,fixed_clean_efficiency,0.35637158155441284,0.9226804123711341,0.07731958762886598,0.3402061855670103,194,194
cnn_1d,63,fixed_false_positive_rate,0.35637158155441284,0.9226804123711341,0.07731958762886598,0.3402061855670103,194,194
cnn_1d,65,fixed_clean_efficiency,0.3691488802433014,0.9814814814814815,0.018518518518518517,0.24074074074074073,54,54
cnn_1d,65,fixed_false_positive_rate,0.3691488802433014,0.9814814814814815,0.018518518518518517,0.24074074074074073,54,54
residual_tcn_fusion,58,fixed_clean_efficiency,0.6914527475833888,0.972972972972973,0.02702702702702703,0.4594594594594595,37,37
residual_tcn_fusion,58,fixed_false_positive_rate,0.6914527475833888,0.972972972972973,0.02702702702702703,0.4594594594594595,37,37
residual_tcn_fusion,59,fixed_clean_efficiency,0.6662237495183945,0.9397590361445783,0.060240963855421686,0.4746987951807229,415,415
residual_tcn_fusion,59,fixed_false_positive_rate,0.6662237495183945,0.9397590361445783,0.060240963855421686,0.4746987951807229,415,415
residual_tcn_fusion,60,fixed_clean_efficiency,0.696383804082869,0.955607476635514,0.04439252336448598,0.5280373831775701,428,428
residual_tcn_fusion,60,fixed_false_positive_rate,0.696383804082869,0.955607476635514,0.04439252336448598,0.5280373831775701,428,428
residual_tcn_fusion,61,fixed_clean_efficiency,0.7083214581012706,0.9555189456342669,0.044481054365733116,0.31466227347611203,607,607
residual_tcn_fusion,61,fixed_false_positive_rate,0.7083214581012706,0.9555189456342669,0.044481054365733116,0.31466227347611203,607,607
residual_tcn_fusion,62,fixed_clean_efficiency,0.7414859175682067,0.9738095238095238,0.02619047619047619,0.42142857142857143,420,420
residual_tcn_fusion,62,fixed_false_positive_rate,0.7414859175682067,0.9738095238095238,0.02619047619047619,0.42142857142857143,420,420
residual_tcn_fusion,63,fixed_clean_efficiency,0.6115986108779907,0.865979381443299,0.13402061855670103,0.5360824742268041,194,194
residual_tcn_fusion,63,fixed_false_positive_rate,0.6115986108779907,0.865979381443299,0.13402061855670103,0.5360824742268041,194,194
residual_tcn_fusion,65,fixed_clean_efficiency,0.6795478463172913,0.9444444444444444,0.05555555555555555,0.24074074074074073,54,54
residual_tcn_fusion,65,fixed_false_positive_rate,0.6795478463172913,0.9444444444444444,0.05555555555555555,0.24074074074074073,54,54
