test_run,baseline_mad_high,slope_abs_high,early_fraction_high,cfd_abs_high,width_half_high,peak_sample_late,late_fraction_high,dropout_depth_high,secondary_fraction_high,charge_bias_abs_high,n_train
44,2523.75,7684.5,0.6376822739839554,2.4741018772125245,4.0,6.0,0.1361793465912342,1.1062913239002228,0.08559028431773186,0.5808920860290527,1546
45,2515.2999999999997,7700.5,0.6145664751529694,2.4733841896057127,4.0,6.0,0.14240796118974686,1.0547030568122864,0.09062208607792854,0.5675148963928223,1187
47,2526.7,7718.0,0.6377172470092773,2.474792718887329,4.0,6.0,0.1377556324005127,1.107075572013855,0.08581757545471191,0.5816049575805664,1553
48,2538.8,7719.5,0.6389093399047852,2.474536466598511,4.0,6.0,0.13609669357538223,1.118637204170227,0.08480504155158997,0.5770118236541748,1379
49,2530.05,7633.0,0.6355599164962769,2.473548078536987,4.0,6.0,0.13698628544807434,1.118549883365631,0.0870071891695261,0.5772188901901245,1344
50,2527.3999999999996,7700.5,0.6372261643409729,2.4747934341430664,4.0,6.0,0.13967689126729965,1.0999262928962708,0.08708342537283897,0.5776903629302979,1483
51,2534.3,7718.5,0.6453559994697571,2.475410270690918,4.0,6.0,0.13609669357538223,1.1238210797309875,0.08535180613398552,0.5845074653625488,1507
52,2522.099999999999,7720.0,0.638111799955368,2.474063205718994,4.0,6.0,0.13467567414045334,1.106799840927124,0.08342766016721725,0.5776903629302979,1547
53,2532.8999999999996,7727.0,0.6388217806816101,2.4755961418151857,4.0,6.0,0.13960665464401245,1.1127574443817139,0.08693095296621323,0.5805559158325195,1505
54,2529.35,7719.25,0.6394523978233337,2.4753801822662354,4.0,6.0,0.13955096527934074,1.1077039539813995,0.08609591983258724,0.5812729597091675,1528
55,2527.9999999999995,7718.5,0.637156218290329,2.4753801822662354,4.0,6.0,0.1380738690495491,1.118637204170227,0.08575481548905373,0.5813045501708984,1503
56,2526.65,7732.25,0.6475321650505066,2.475730466842651,4.0,6.0,0.13613099977374077,1.118549883365631,0.0845957063138485,0.5817235708236694,1480
57,2529.5,7668.0,0.6385063529014587,2.4747576236724855,4.0,6.0,0.13498498499393463,1.095582365989685,0.08562707901000977,0.5769047737121582,1401
