method,subtype,prevalence_within_method_current_rows_high_minus_low,timing_tail_gt5_rate_high_minus_low,charge_bias_abs_mean_high_minus_low,charge_bias_abs_res68_high_minus_low,dropout_harm_rate_high_minus_low,secondary_fraction_mean_high_minus_low,downstream_topology_rate_high_minus_low
cnn_1d,early_sample_offset,0.9675675675675677,0.020146520146520148,-0.011627554893493652,-0.05815344810485845,0.0,0.0013175915810279548,0.04212454212454213
cnn_1d,nominal_baseline_excursion,1.0,,,,,,
cnn_1d,peak_phase_late,0.9863945578231292,0.589041095890411,-0.08893018960952759,0.1679783821105957,-0.226027397260274,0.018987736897543073,0.0136986301369863
cnn_1d,pretrigger_slope,0.9590643274853801,-0.12025586353944562,0.058799102902412415,0.06326828002929687,-0.12238805970149258,0.0064767394214868546,0.041791044776119404
cnn_1d,rising_edge_distortion,0.9588688946015425,0.1896325459317585,0.0785571038722992,0.13089723587036134,-0.4071522309711286,0.017038770020008087,0.047244094488188976
cnn_1d,tail_recovery_dropout,0.9615384615384615,-0.009803921568627416,-0.06274586915969849,0.013732852935791032,0.28431372549019607,0.007662385702133179,0.058823529411764705
gradient_boosted_trees,early_sample_offset,0.9656565656565657,0.09769663260987849,0.010331034660339355,0.005540046691894562,-0.13155190133607397,0.0018155649304389954,0.046248715313463515
gradient_boosted_trees,peak_phase_late,1.0,,,,,,
gradient_boosted_trees,pretrigger_slope,0.9646017699115044,-0.18243243243243246,0.07434225082397461,0.07576162338256835,-0.14864864864864868,0.013472462072968483,0.05405405405405406
gradient_boosted_trees,rising_edge_distortion,0.9735973597359735,-0.08361204013377932,0.03748098015785217,0.08356687545776367,-0.059364548494983266,-0.029553622007369995,0.030100334448160536
gradient_boosted_trees,tail_recovery_dropout,0.9130434782608696,-0.06818181818181823,0.10212209820747375,0.12210901260375978,0.18181818181818182,0.008964009582996368,0.06818181818181818
mlp,early_sample_offset,0.9661691542288557,0.09972612526792096,0.00977391004562378,0.005015611648559626,-0.12854251012145745,0.0015606284141540527,0.043522267206477734
mlp,peak_phase_late,1.0,,,,,,
mlp,pretrigger_slope,0.9620853080568721,-0.1751207729468599,0.06494534015655518,0.08033241271972656,-0.1594202898550725,0.01226549781858921,0.06763285024154589
mlp,rising_edge_distortion,0.975609756097561,-0.095679012345679,0.03451630473136902,0.08147726058959961,-0.043209876543209874,-0.034403085708618164,0.037037037037037035
mlp,tail_recovery_dropout,0.8709677419354838,-0.03448275862068961,0.0660754144191742,0.06392385482788093,0.034482758620689655,0.016943618655204773,0.0
ridge,early_sample_offset,0.9626400996264011,-0.04906937394247035,0.03555741906166077,0.10751412391662613,-0.02089678510998305,-0.00923803262412548,0.03553299492385787
ridge,nominal_baseline_excursion,1.0,,,,,,
ridge,peak_phase_late,1.0,,,,,,
ridge,pretrigger_slope,0.9644970414201184,0.02409638554216864,0.021207153797149658,-0.0008577537536621216,-0.15662650602409633,0.014561908785253763,0.04216867469879518
ridge,rising_edge_distortion,0.9706959706959708,0.17936802973977695,0.04612192511558533,0.05626899719238282,-0.33271375464684017,-0.005154550075531006,0.040892193308550186
ridge,tail_recovery_dropout,0.9583333333333333,-0.04255319148936165,0.1151803731918335,0.12060825347900392,0.20212765957446807,0.02490592747926712,0.07446808510638298
temporal_gate_cnn_new,early_sample_offset,0.9627749576988156,0.017241379310344827,0.051460981369018555,-0.048080205917358454,0.0,0.0004218100802972913,0.03103448275862069
temporal_gate_cnn_new,nominal_baseline_excursion,1.0,,,,,,
temporal_gate_cnn_new,peak_phase_late,1.0,,,,,,
temporal_gate_cnn_new,pretrigger_slope,0.9520958083832336,-0.17944785276073616,0.04459267854690552,0.04569198608398438,-0.08588957055214719,0.008219612762331963,0.018404907975460124
temporal_gate_cnn_new,rising_edge_distortion,0.9587020648967552,0.16222030981067126,0.04584804177284241,0.09702724456787108,-0.23709122203098104,-0.005766361951828003,0.045180722891566265
temporal_gate_cnn_new,tail_recovery_dropout,0.96996996996997,-0.03353658536585369,0.05192942917346954,0.09618434906005863,-0.17317073170731706,0.021489571779966354,0.036585365853658534
traditional_train_frozen_cuts,early_sample_offset,0.965725806451613,0.0980392156862745,0.009611934423446655,0.0044190025329590155,-0.13128205128205128,0.0018231458961963654,0.046153846153846156
traditional_train_frozen_cuts,nominal_baseline_excursion,1.0,,,,,,
traditional_train_frozen_cuts,peak_phase_late,1.0,,,,,,
traditional_train_frozen_cuts,pretrigger_slope,0.9642857142857142,-0.18181818181818177,0.07588937878608704,0.07563081741333007,-0.15000000000000002,0.013412296772003174,0.05454545454545454
traditional_train_frozen_cuts,rising_edge_distortion,0.9733333333333334,-0.08108108108108103,0.03897714614868164,0.08494794845581055,-0.0641891891891892,-0.028939783573150635,0.030405405405405407
traditional_train_frozen_cuts,tail_recovery_dropout,0.9111111111111112,-0.046511627906976716,0.1021813154220581,0.11968770980834961,0.16279069767441862,0.014850035309791565,0.046511627906976744
