control,method,matched_stratum,metric,slope_per_charge_quantile,first_bin_value,last_bin_value,n_bins,n_pair_residuals
matched_stratum,ml_charge_ridge,d3_s0_p0_a0_u0_b1,sigma68_ns,-0.053015126800940546,0.9887253930435,0.9263538388134975,5,1785
matched_stratum,ml_charge_ridge,d3_s0_p0_a0_u0_b1,full_rms_ns,0.26158860014018315,1.630644298625138,1.3140255385887962,5,1785
matched_stratum,ml_charge_ridge,d3_s0_p0_a0_u0_b1,tail_frac_abs_gt5ns,0.010776515593291498,0.002347417840375587,0.014814814814814815,5,1785
matched_stratum,ml_charge_ridge,d3_s0_p0_a0_u0_b1,pull_width,0.1620283482661693,2.5537538454985023,2.148682296926307,5,1785
matched_stratum,ml_charge_ridge,d3_s0_p1_a1_u0_b0,sigma68_ns,0.22126333162966885,1.5417553513240443,1.677968962000677,5,1362
matched_stratum,ml_charge_ridge,d3_s0_p1_a1_u0_b0,full_rms_ns,0.2717854466134251,1.4533002840325913,1.6952915057376343,5,1362
matched_stratum,ml_charge_ridge,d3_s0_p1_a1_u0_b0,tail_frac_abs_gt5ns,0.004835394783779623,0.0,0.00411522633744856,5,1362
matched_stratum,ml_charge_ridge,d3_s0_p1_a1_u0_b0,pull_width,0.13889879954372727,1.2302915226670497,1.3219059229415933,5,1362
matched_stratum,ml_charge_ridge,d3_s0_p1_a1_u0_b1,sigma68_ns,-0.20757024230689988,1.3433639072335866,1.2374381777006884,4,1491
matched_stratum,ml_charge_ridge,d3_s0_p1_a1_u0_b1,full_rms_ns,-0.393262648615795,1.8001993579231492,1.512353105327962,4,1491
matched_stratum,ml_charge_ridge,d3_s0_p1_a1_u0_b1,tail_frac_abs_gt5ns,-0.01068425153935201,0.012345679012345678,0.005089058524173028,4,1491
matched_stratum,ml_charge_ridge,d3_s0_p1_a1_u0_b1,pull_width,-0.2813081940823729,1.5679483804552043,1.3579302502888138,4,1491
matched_stratum,ml_charge_ridge,d3_s0_p1_a1_u1_b0,sigma68_ns,0.06577146825499695,2.008419624339869,1.875681765776539,5,1839
matched_stratum,ml_charge_ridge,d3_s0_p1_a1_u1_b0,full_rms_ns,0.42592826811765777,1.9904147152476153,2.5817096669510566,5,1839
matched_stratum,ml_charge_ridge,d3_s0_p1_a1_u1_b0,tail_frac_abs_gt5ns,0.030891355250585385,0.006802721088435374,0.03825136612021858,5,1839
matched_stratum,ml_charge_ridge,d3_s0_p1_a1_u1_b0,pull_width,0.09990088380483074,1.5555704504172656,1.574481562579168,5,1839
matched_stratum,ml_charge_ridge,d3_s0_p1_a1_u1_b1,sigma68_ns,-0.01320076148403612,1.6487612598366077,1.736897912658855,4,576
