rep,method,sigma68_ns,full_rms_ns,tail_frac_abs_gt5ns,pull_width,one_axis_sigma68_slope,matched_sigma68_slope
15,traditional_hierarchical,1.2080386810755068,2.4925797674060557,0.013793567487552146,2.063327777871262,0.5469956507943131,0.28322892970670865
16,ml_charge_ridge,1.2412122422314726,2.283212139569555,0.012445470875032076,1.916264409200775,0.24358394328379357,0.2044033057095581
16,template_phase_base,2.9081913875780927,3.256213671850298,0.07133692584039004,1.119669663337403,0.2282922202416558,0.08733873554092261
16,traditional_hierarchical,1.1658416361984651,2.289719831892318,0.01193225558121632,1.9640058827874383,0.2986919343862139,0.2665710294891416
17,ml_charge_ridge,1.2334915347882554,2.3617127073051454,0.013683010262257697,1.9330479126716853,0.27134205497395186,0.1620148751850003
17,template_phase_base,2.8671793229041995,3.3180942997649643,0.0773850247054352,1.1572677973988832,0.08732968118554064,0.10028384326667361
17,traditional_hierarchical,1.1373218018689197,2.3663906207993795,0.01307487647282402,2.0806693557714055,0.38468776479567657,0.21747031215959767
18,ml_charge_ridge,1.2139663809587773,2.363024288155388,0.015243286896830204,1.840859731063377,0.35330404678983446,0.1418407951005458
18,template_phase_base,2.780153503262145,3.3176014903385043,0.08207147183525136,1.193315939729851,0.08909907047120688,0.16969911027570725
18,traditional_hierarchical,1.092703328000446,2.3661873789687617,0.01372905309913184,2.1654435548381494,0.47383580745282977,0.15327027919085767
19,ml_charge_ridge,1.2870873360223118,2.3806268950698652,0.0108257804632427,2.1329771165195455,0.31757900145551926,0.18431125259650966
19,template_phase_base,2.9011713010933953,3.3081424653238805,0.08987915407854985,1.1402782262726456,0.23130338359179653,-0.01973207673465036
19,traditional_hierarchical,1.1933235594240235,2.3769005284882128,0.011077542799597181,1.9918323992827742,0.4035250282201724,0.20566355612321757
20,ml_charge_ridge,1.2793672914671355,2.4031466224567035,0.011806699615595826,2.1100616436934088,0.2699950653896095,0.17706093846798274
20,template_phase_base,2.9861718468144858,3.3298420737963745,0.06736225517115138,1.1150872235797484,0.28524161730517694,0.05765830603943934
20,traditional_hierarchical,1.1990223043939103,2.4052226716922807,0.011989749222039173,2.0059865966447457,0.31955195201594566,0.19981998462244271
21,ml_charge_ridge,1.2697246439127143,2.4084215879562123,0.01208229770781552,2.0902541659629623,0.28384203029920885,0.1439464139990505
21,template_phase_base,2.9011713010933917,3.3449875520557955,0.07207953603976802,1.1529782990735977,0.1145545268845267,0.07094021136431977
21,traditional_hierarchical,1.1664642261854188,2.4085945947152134,0.011944214305440485,2.064867949351366,0.3879000064229562,0.17646715585755637
22,ml_charge_ridge,1.2192645593550546,2.35988219197853,0.015523166251925584,1.8558031195702447,0.26113737277692595,0.10063604455094584
22,template_phase_base,2.8787166898180274,3.310536639096981,0.0772603389027136,1.150004323386978,0.16771028584313216,0.05963795710344496
22,traditional_hierarchical,1.131819882328588,2.3727294746194207,0.014930678990401706,2.09638433788405,0.3267371492972094,0.1027750885019438
23,ml_charge_ridge,1.260740994182219,2.4106065456845664,0.012751917246299269,2.0372209550330935,0.32872248921451297,0.14196141772780033
23,template_phase_base,2.9011713010933917,3.3367582636340125,0.09283039058319957,1.1501417590807055,0.06644076619208311,0.04879249555756571
23,traditional_hierarchical,1.1347688332266905,2.4037493751043817,0.012127697520955948,2.118272290109848,0.46509269210587834,0.16234327525314268
24,ml_charge_ridge,1.3755119161066187,2.468865799609431,0.016755592998221474,1.98562816292747,0.49979079224781847,0.35536103495148813
24,template_phase_base,2.68944645179862,3.2706442618951024,0.07947205841055884,1.2161031351666418,0.1841851056099131,0.1121904061051087
24,traditional_hierarchical,1.2427569303600523,2.457659499219471,0.014789853037536273,1.977586637563499,0.6503179215348257,0.37674265822697084
25,ml_charge_ridge,1.3390682754502343,2.4686175643652986,0.014882521825745591,2.061187628422054,0.41279591352758965,0.25739329001226174
25,template_phase_base,2.7887890421041632,3.3166552680945296,0.08062342532372414,1.1892815189750197,0.019651767579453954,0.10345891948367805
25,traditional_hierarchical,1.1799157669039104,2.463165928225272,0.013652077107868987,2.0875777723426814,0.5395708138726679,0.2651153392456269
26,ml_charge_ridge,1.2177819406168233,2.3440573854033153,0.014446952595936794,1.8372932199218694,0.32982677193342425,0.17242788984767426
26,template_phase_base,2.780153503262145,3.3065510256165975,0.08261851015801354,1.1893411718945712,0.13387100246674494,0.028157355517180807
26,traditional_hierarchical,1.1011595834773849,2.344432879672256,0.012942061700526713,2.1290582353819247,0.46361480288972634,0.2343365213217742
27,ml_charge_ridge,1.3676423156905535,2.531876349837435,0.01367487158962044,2.2237507953674442,0.4327357306277798,0.2706010424721477
27,template_phase_base,2.8005198225735626,3.341176274500858,0.07417784003735575,1.1930557489967897,0.018190374352753048,0.15009451704609297
27,traditional_hierarchical,1.2214028831219514,2.520488798824523,0.013141218064171836,2.0636014812590413,0.5914837469100596,0.29206841152425117
28,ml_charge_ridge,1.3761501890413532,2.4906950527563994,0.014823529411764706,2.1045781964521724,0.45270660383861455,0.28145930608532693
28,template_phase_base,2.7763112471520053,3.297320130168255,0.07882352941176471,1.1876622743760128,-0.028480440629785348,0.04915726767904861
28,traditional_hierarchical,1.2371033557371354,2.478822886739659,0.01388235294117647,2.0037314386417115,0.5941114004969047,0.2936810859092688
29,ml_charge_ridge,1.2169493875108301,2.3502275574221083,0.013121161362367392,2.267545038041523,0.31978282077671927,0.41499997199585603
29,template_phase_base,2.873326745052509,3.3686961455987388,0.06281407035175879,1.1724027388807037,0.22226939715634417,0.009031602697841288
29,traditional_hierarchical,1.0947047566000698,2.4121284647848307,0.013958682300390842,2.20345115908367,0.38212807420540373,0.9353078011946792
30,ml_charge_ridge,1.5349454507835192,2.5960105509060027,0.019175536408177058,2.1351514389291304,0.6087188147364997,0.36420344571062596
30,template_phase_base,2.7035130270822876,3.2782058428652774,0.06732556175029566,1.2125726083159345,0.11017436598302269,0.13123061827908336
30,traditional_hierarchical,1.360203659321744,2.5911685393559485,0.01799290420679169,1.904985714159905,0.7516226444747728,0.39530231159227713
31,ml_charge_ridge,1.3857997565228033,2.470537063931132,0.018459240290226206,1.9175185958750633,0.5393646018475612,0.32126536612016654
31,template_phase_base,2.6808109129566056,3.2601685058868917,0.08237302603499787,1.2161128150180969,0.18376915072663969,0.16787466400055248
31,traditional_hierarchical,1.2535833193919714,2.46607259096018,0.01643192488262911,1.9672187343369447,0.6990267279366691,0.35489440170138387
32,ml_charge_ridge,1.2813875685585039,2.4049575801531136,0.011380504700643246,2.1568093967416284,0.26476160294246187,0.15794620703334683
32,template_phase_base,2.992319268962799,3.3424413621172917,0.06704601682335477,1.1170069306394075,0.23386559588702505,0.09453311505950937
32,traditional_hierarchical,1.2026321498398147,2.4124959901266445,0.011627906976744186,2.0060132189614075,0.3045285005415015,0.20927098818729725
33,ml_charge_ridge,1.40242547225509,2.552492226041681,0.01636112753794599,2.166667179639091,0.525101866210984,0.30461117671484794
33,template_phase_base,2.7763112471520017,3.324020602312383,0.07086536566134437,1.1972795217835295,0.017386346023435327,0.06373691151840305
33,traditional_hierarchical,1.2897014722648512,2.553227736171866,0.016459688547210725,1.9797044440742786,0.6286283029244637,0.3004341072994231
34,ml_charge_ridge,1.2428892265224383,2.367369575561671,0.013068731848983543,1.9641091437144367,0.30960024278190884,0.16540600327677293
34,template_phase_base,2.8671793229041924,3.319347625148321,0.07752500806711843,1.1577049257547392,0.06245203564464983,0.0070848657190916925
34,traditional_hierarchical,1.1204835874453614,2.3655335469182317,0.01202000645369474,2.111171973800628,0.4546081583660035,0.23030434422031934
35,ml_charge_ridge,1.525582942260414,2.6308284401501596,0.018121911037891267,2.220786271973242,0.6264716400250165,0.38872889784384607
35,template_phase_base,2.6955938739469367,3.3150238454436955,0.07193849533223504,1.2297935076509794,0.015391504421583373,0.08151046849333908
35,traditional_hierarchical,1.335689341822895,2.626363806018296,0.018121911037891267,1.9662983927340025,0.7379615813065195,0.36073137579613257
36,ml_charge_ridge,1.2576383952533732,2.410596964312714,0.013179742631797426,2.0916156094867797,0.2217116047756095,0.1172962156334326
36,template_phase_base,2.9861718468144858,3.3470692984121118,0.06901203819012038,1.1208562233223835,0.22525218465533348,0.06856135373007166
36,traditional_hierarchical,1.1871814107237064,2.425044827712365,0.013387297633872976,2.0426910376183,0.2760102079450774,0.09010306834280893
37,ml_charge_ridge,1.401635044057395,2.5183284147376463,0.015038924274593064,2.167855554986175,0.473949148566795,0.41335886949400047
37,template_phase_base,2.8066672447218757,3.3071572186530864,0.07563694267515923,1.1783218067166372,0.049790200124255724,0.11878316438109988
37,traditional_hierarchical,1.2769336897492296,2.516021598560916,0.015038924274593064,1.9703619841489375,0.6013640404286439,0.4070154803229068
38,ml_charge_ridge,1.3223996488828682,2.4535846093130793,0.016550248568372034,1.9522164621082836,0.4316583363522286,0.2574283172631311
38,template_phase_base,2.741414530085205,3.3037292651283297,0.08608646403624694,1.205118463067914,0.19172200723760943,0.059152758756719596
38,traditional_hierarchical,1.1710107166772956,2.4490410045576843,0.01447360140960292,2.091390770109054,0.5815443482393314,0.29063045895699213
39,ml_charge_ridge,1.2564456651804807,2.3821741646060217,0.012747491185245458,2.002455220600202,0.29650773173306055,0.12096352594439869
39,template_phase_base,2.9011713010933917,3.317316578926567,0.07323026851098453,1.1434404365148445,0.07715099920483057,0.07451153704424125
39,traditional_hierarchical,1.1517065536638307,2.37906844173274,0.012385860229635656,2.065689766342305,0.3994615598186824,0.1795887728270196
40,ml_charge_ridge,1.3352881954007827,2.491238880258648,0.016656468828608335,2.0070522429285447,0.45458157776646657,0.2497298639627613
40,template_phase_base,2.7763112471519946,3.3161539401620255,0.08457407029709701,1.1944460274631723,0.16323962991279103,0.08716978767699983
40,traditional_hierarchical,1.190567199303426,2.482937007459747,0.015024814739275274,2.085507654597286,0.6007341841448731,0.23626750772053517
41,ml_charge_ridge,1.470081378912474,2.579865909243236,0.016590423909728577,2.1582891058744416,0.5663971781384363,0.33143366161030297
41,template_phase_base,2.6894464517986236,3.3098537380606032,0.07160719731625495,1.2306821486804727,0.11721447973010427,0.09705702333935974
41,traditional_hierarchical,1.2942301896248902,2.5637433965541723,0.015858493443122904,1.9809021742084598,0.7059658309272686,0.3500026080882047
42,ml_charge_ridge,1.3832830166286436,2.5499615645172975,0.01924146368590813,2.0234810639720995,0.5701493652181042,0.26256043546583624
42,template_phase_base,2.6808109129566127,3.321852463467321,0.07996885774663552,1.2391222549164114,0.12258328560380147,0.1711284574460129
42,traditional_hierarchical,1.2568409613195888,2.5590594933348596,0.018907796685574463,2.0361044651568636,0.6839900726685655,0.22808272243808922
43,ml_charge_ridge,1.3655058364869355,2.5057502436756214,0.016516881224192374,2.059054907504314,0.4660272162172938,0.28036904602742335
43,template_phase_base,2.776311247151998,3.310995470003636,0.0815318597684398,1.1925879972571984,0.014667553533345604,0.10340059847845622
43,traditional_hierarchical,1.2333308779334438,2.5027348729377783,0.015626265079750627,2.0292485315305933,0.5912639695821079,0.27168310852590655
44,ml_charge_ridge,1.5010247671274861,2.5708660729172075,0.017687661777394306,2.130208342709234,0.5886215785980579,0.3484633712794376
44,template_phase_base,2.6955938739469367,3.2877253131786426,0.07096635030198446,1.2196664137556807,0.0062304378857630975,0.09926359926696313
44,traditional_hierarchical,1.321103257381559,2.5666622579886056,0.017184354328444063,1.9428172958075645,0.6391147168883637,0.39847610634739145
45,ml_charge_ridge,1.3879767484432994,2.5414936705837365,0.017426415896291573,2.1143600148751047,0.5478371720786237,0.40631394858525366
45,template_phase_base,2.68944645179862,3.322227893029061,0.07703750929763044,1.235283153084255,0.15978118610128658,0.08476939268773863
45,traditional_hierarchical,1.2537932253780026,2.5431791916584867,0.016470088194665816,2.0283880469139963,0.6872612178089522,0.3952334109551032
46,ml_charge_ridge,1.3822457300311062,2.5131863387200437,0.017735737511084836,2.041931457939974,0.5193900746467672,0.3337491281585231
46,template_phase_base,2.742319268962806,3.304192234256599,0.0768548625480343,1.2048896974371273,0.012817184662994993,0.09946126881820189
46,traditional_hierarchical,1.26665661981669,2.51760205819178,0.016947482510592176,1.9875963373215753,0.6339291271688634,0.29156583467613595
47,ml_charge_ridge,1.195332147228843,2.4346553815969583,0.018321513002364065,1.9308733115236603,0.29560102122311027,-0.2167105636299003
47,template_phase_base,2.8787166898180274,3.3686844233338316,0.09298660362490149,1.1702035268871063,0.20937304989818434,0.076918278623194
47,traditional_hierarchical,1.097886144270472,2.46882527032978,0.018321513002364065,2.248707922232023,0.2678964437479842,-0.14113581726776914
48,ml_charge_ridge,1.4719574529538086,2.5660729033897276,0.016737957969127765,2.1471179967758056,0.5541087525682299,0.3678910435913277
48,template_phase_base,2.742319268962799,3.3070514348004525,0.07476287892877069,1.2059323187599695,-0.04133434267582649,0.09753695445902556
48,traditional_hierarchical,1.3082934302358875,2.5602398496334913,0.016427995784514288,1.9569309074431993,0.6270064477359154,0.3603424567702764
49,ml_charge_ridge,1.490930641532907,2.5528454059324313,0.018552311435523116,2.070302376447604,0.5842687687011945,0.31666122280640113
49,template_phase_base,2.7035130270822876,3.2681948552643134,0.06987530413625304,1.2088696531236793,0.10874443104777363,0.11373340875287201
49,traditional_hierarchical,1.313462251214819,2.5454503089587415,0.01672749391727494,1.9379699010035947,0.688931612230641,0.39897020485166795
50,ml_charge_ridge,1.446129357540959,2.528003336258767,0.016923698954542828,2.0913549338914983,0.5185147928917172,0.3468896980025515
50,template_phase_base,2.742319268962799,3.2962297924382424,0.07693640616877491,1.2019861544731603,-0.04033346671637502,0.13121349310600988
50,traditional_hierarchical,1.2977529976761166,2.525356805569944,0.01599953791948247,1.9459456538278816,0.6134283350524496,0.3463059128153088
51,ml_charge_ridge,1.3892357931806818,2.500310719010225,0.017476303317535545,2.016067266683639,0.5241419269558666,0.32520655822275024
51,template_phase_base,2.7475619522335215,3.2860795784486405,0.07602685624012638,1.1959983562071648,0.011170241321293399,0.09097847492393232
51,traditional_hierarchical,1.2735167238753615,2.500060098809498,0.016686413902053714,1.9631152476755205,0.6238115606092174,0.29968750951036094
52,ml_charge_ridge,1.4683932408284264,2.5669406113237803,0.018667230205691745,2.0721304509158838,0.5940720615652892,0.30716937274118356
52,template_phase_base,2.689446451798627,3.2884249628481768,0.07135812905043674,1.2227144216420331,0.11520346885558057,0.11724587877783904
52,traditional_hierarchical,1.2873147947123718,2.5568942289704997,0.016976613130459284,1.9862229809467804,0.6933462244659193,0.31582199457198035
53,ml_charge_ridge,1.2555061242706258,2.408294449604117,0.012883895131086143,2.148280262022577,0.29500089117834855,0.08358850977945162
53,template_phase_base,2.9011713010933917,3.3560439688408303,0.09138576779026217,1.1567893173271109,0.1975460318656186,0.025026798079686646
53,traditional_hierarchical,1.1608085199200577,2.428579868142792,0.013333333333333334,2.0921451096086394,0.3624997846525348,0.11686711125155805
54,ml_charge_ridge,1.3734735459125784,2.4846596917605317,0.018737357606728414,1.9470788612610757,0.5396880268134566,0.3829588259964195
54,template_phase_base,2.6808109129566127,3.2799703607669524,0.08282763760246993,1.2234993318307328,0.1847827687980467,0.12341846226778638
54,traditional_hierarchical,1.2448419765077885,2.485392561368188,0.01671457468327478,1.9965526615197955,0.706523754849626,0.3899533154800846
55,ml_charge_ridge,1.263864486812579,2.330188294734877,0.011458333333333333,2.1061193921715464,0.16400704140349326,0.14721422819827681
55,template_phase_base,2.9923192689628024,3.295967421823958,0.06419270833333333,1.1014758538671598,0.23351442620546387,0.09775585212189279
55,traditional_hierarchical,1.218781647022528,2.350580606239617,0.011848958333333333,1.92863144270515,0.12137507907918581,0.16262290109030392
56,ml_charge_ridge,1.5806443953748825,2.6377195934572653,0.019301587301587302,2.207426457360316,0.6101017812055506,0.3273369982336644
56,template_phase_base,2.7035130270822876,3.2815532226173545,0.057206349206349205,1.2138107675992615,0.13423781886589697,0.15612728990907268
56,traditional_hierarchical,1.4310582738365412,2.6252094509179194,0.017841269841269842,1.8344532147387431,0.7524615598962971,0.35977083084057976
57,ml_charge_ridge,1.3553457522452013,2.5102488067796025,0.015493678286925381,2.114281514478506,0.4473647204951024,0.2666125429709916
57,template_phase_base,2.7763112471520017,3.327058027007708,0.07995322663158665,1.1983735722789273,0.011324277502230647,0.08785722966437486
57,traditional_hierarchical,1.211234709455686,2.505646657999387,0.014543594241029014,2.0686714461191373,0.5840031169340686,0.27022545288449057
58,ml_charge_ridge,1.4831341164730587,2.562047943748983,0.016812284882181627,2.1669855990249958,0.5509652855461931,0.3405202477887801
58,template_phase_base,2.742319268962799,3.3030256325189904,0.07406671961874503,1.2044642904647138,-0.016126345004863187,0.14303944381034397
58,traditional_hierarchical,1.3165535472068655,2.561977888514452,0.016547524490336245,1.945973176670115,0.6020748884831634,0.38760737967578857
59,ml_charge_ridge,1.238259740355316,2.3637754815968828,0.013017899611966454,2.0360977271176264,0.2983667250603328,0.16992988341072646
59,template_phase_base,2.8671793229041924,3.3313602325666687,0.07422706221053949,1.1618946209448466,0.09228248205902428,0.039156636085137635
59,traditional_hierarchical,1.1212327630386516,2.3766471341322695,0.012392039053698836,2.119673285046827,0.4317065383207683,0.21512524902433813
60,ml_charge_ridge,1.2743031131016642,2.415841779272484,0.012058098109070978,2.1328911542743527,0.27438223973858916,0.17625701515505943
60,template_phase_base,2.9861718468144858,3.3463071216531546,0.06796382570567279,1.1206009879246719,0.23622837102162572,0.07278611012785495
60,traditional_hierarchical,1.1942787641446984,2.4222251218857234,0.012240796565269024,2.028190732856611,0.3399008633210377,0.17984661115273706
61,ml_charge_ridge,1.5634067643196063,2.6188502094271238,0.01802945657694261,2.218030138043205,0.6405988901821524,0.44624292562376644
61,template_phase_base,2.6955938739469403,3.2812395939321664,0.07000169290672084,1.2172603690954797,0.009873169100597878,0.0798735582855106
61,traditional_hierarchical,1.3756223195914279,2.6068133707112344,0.017436939224648722,1.8950065970763554,0.7371996226809393,0.39623748990818897
62,ml_charge_ridge,1.3865490526476083,2.552452191632167,0.015246558633908346,2.217429970476352,0.4916044417936762,0.3387687355329559
62,template_phase_base,2.7763112471520053,3.3415363444171953,0.07675553232270431,1.2035885197832228,0.01662416388631635,0.0740193190423792
62,traditional_hierarchical,1.2618491346525829,2.550851148710742,0.015159435441714584,2.0215183247029387,0.6079399197467728,0.3298610942562633
63,ml_charge_ridge,1.4629591387896532,2.5510419478220663,0.017495934959349594,2.0974664571888244,0.5497474551841647,0.33319393881614
63,template_phase_base,2.6955938739469367,3.292056143921753,0.07030894308943089,1.221273047004468,0.1037391742578687,0.07349392567421276
63,traditional_hierarchical,1.2897607570504053,2.5422726357515804,0.016065040650406506,1.9711195443452507,0.6593815675344002,0.35361627366553045
64,ml_charge_ridge,1.2320656660859475,2.4087281873387325,0.014883459702330806,1.9682998772871836,0.25020180265196207,0.10565190868815771
64,template_phase_base,2.882122340035661,3.3504004967137893,0.07675746513151736,1.1624768491514952,0.15690685774432314,0.1419881761534025
64,traditional_hierarchical,1.1335746642460105,2.4203113205893563,0.014509033043152672,2.1351141631232644,0.36612908154000734,0.13204137663152882
65,ml_charge_ridge,1.370067660775181,2.5177768270330905,0.01646198066370525,2.1101598622166664,0.47564320915832625,0.3332096730816307
65,template_phase_base,2.741414530085212,3.3242389587180563,0.08204860203814998,1.2125998903984536,-0.023543068599779858,0.09791186339560344
65,traditional_hierarchical,1.2446945517819281,2.5193644493479024,0.015590976395784339,2.0240824913559177,0.6175649604380333,0.30417815071818927
66,ml_charge_ridge,1.5904304522012471,2.68025533062112,0.020028612303290415,2.2872996237298926,0.7024622739127909,0.5111577010043173
66,template_phase_base,2.7035130270822876,3.3052960964059945,0.055793991416309016,1.2225929978126162,0.16274577775443683,0.10832585079087913
66,traditional_hierarchical,1.4339301131026305,2.6759188755953964,0.019211117923564277,1.8661431621694893,0.8103344133941802,0.48355976655854704
67,ml_charge_ridge,1.2264793136680883,2.357178936124334,0.014163283716734325,1.90379509916655,0.3155737872481574,0.18521543049961067
67,template_phase_base,2.783559153479782,3.3170565064408697,0.07956698240866035,1.19166014571458,0.10020745663523609,0.08305006773194594
67,traditional_hierarchical,1.1117718147550333,2.3616974973760243,0.013170951736580965,2.124264589219145,0.4546396101432734,0.21900502724033366
68,ml_charge_ridge,1.2471777789914853,2.39949339693688,0.013467261904761905,1.97416827079875,0.33385087321336937,0.1346065063032448
68,template_phase_base,2.788789042104167,3.3367650666738284,0.07827380952380952,1.1964924618881208,0.041343015522478786,0.012722315035501933
68,traditional_hierarchical,1.114579988482236,2.394013570694722,0.012202380952380952,2.1479064718851957,0.4793492156311592,0.16089188101739849
69,ml_charge_ridge,1.6567827327144364,2.6859951105332565,0.020581890268788993,2.209784934670881,0.7062689368449151,0.35683553644839716
69,template_phase_base,2.7035130270822876,3.261945090796993,0.05836394379336482,1.2065579333706344,0.19959720622929344,0.16721308695220186
69,traditional_hierarchical,1.482398651631911,2.668187445014147,0.01970730569646085,1.7999122179967246,0.8417641347244843,0.3465895709866856
70,ml_charge_ridge,1.5381861665301997,2.646932801440953,0.018518518518518517,2.263364780838896,0.6332741911731924,0.414610938661205
70,template_phase_base,2.689446451798627,3.3138651216569177,0.07123790457123791,1.232173676274795,0.12574748190531831,0.08937558182879542
70,traditional_hierarchical,1.3469112096468066,2.6360454212201474,0.0174341007674341,1.9571040780864715,0.7687346869129852,0.39871782685378154
71,ml_charge_ridge,1.3857997565228033,2.470537063931132,0.018459240290226206,1.9175185958750633,0.5393646018475612,0.32126536612016654
71,template_phase_base,2.6808109129566056,3.2601685058868917,0.08237302603499787,1.2161128150180969,0.18376915072663969,0.16787466400055248
71,traditional_hierarchical,1.2535833193919714,2.46607259096018,0.01643192488262911,1.9672187343369447,0.6990267279366691,0.35489440170138387
