rep,method,sigma68_ns,full_rms_ns,tail_frac_abs_gt5ns,pull_width,one_axis_sigma68_slope,matched_sigma68_slope
0,ml_charge_ridge,1.2162365830908868,2.3332830835782454,0.014114041454956044,1.8512049662720165,0.33643095781045507,0.20212077708938145
0,template_phase_base,2.783559153479775,3.3040200778813253,0.08266795709331398,1.18697677890226,0.0961478716244489,0.03980071181402162
0,traditional_hierarchical,1.0985167555464321,2.334366679854539,0.012420356480361319,2.1250169085435218,0.474991983862429,0.27956563181051614
1,ml_charge_ridge,1.1846504645353741,2.31305498827934,0.0163727959697733,2.1150891578891278,0.35805577174522113,
1,template_phase_base,2.7697672883774267,3.3250610042939863,0.0818639798488665,1.2004838883926092,0.2137426841822601,
1,traditional_hierarchical,1.02131896874967,2.37944594467243,0.0163727959697733,2.3297774911450246,0.433636530063228,
2,ml_charge_ridge,1.64551675722986,2.6829516714684165,0.019309624990680684,2.2974131117815033,0.6771918649670661,0.35444108327459123
2,template_phase_base,2.7035130270822876,3.2851142207465944,0.05494669350629986,1.215127941991827,0.1480922002406602,0.12679280411007862
2,traditional_hierarchical,1.488165030329823,2.6780763591772696,0.019384179527324238,1.7995829122417462,0.8067043881474152,0.420813021832624
3,ml_charge_ridge,1.687922500537649,2.6904409048450804,0.02009514435695538,2.2492436410996444,0.7582528786522781,0.39410862784614303
3,template_phase_base,2.7035130270822876,3.2484074276080857,0.055446194225721786,1.2015504993197184,0.18162322577317888,0.1129122258980737
3,traditional_hierarchical,1.5004877229345335,2.677303705740806,0.020259186351706038,1.7842889780562485,0.857488615771059,0.38377376777644656
4,ml_charge_ridge,1.2058545057135834,2.335828598598971,0.015062388591800356,1.7883318589739527,0.3714553625964764,0.19063750964410622
4,template_phase_base,2.711303500181728,3.3028434430707287,0.08520499108734403,1.2181754801147684,0.2376696968500984,0.15030560647372754
4,traditional_hierarchical,1.0778139206407527,2.3353551024523713,0.013101604278074866,2.166751660679999,0.5039051616369643,0.2442443404414657
5,ml_charge_ridge,1.5964890844009787,2.624397860514336,0.019042123485285632,2.1870979504093793,0.607516665058163,0.3105682774474205
5,template_phase_base,2.7035130270822876,3.2684578987429194,0.05667756619862794,1.2089669500392004,0.11208036923909616,0.10470472183449896
5,traditional_hierarchical,1.450243117082709,2.614048246106549,0.01801628518304802,1.8024896759137432,0.7425043183296283,0.34996845648834507
6,ml_charge_ridge,1.2008857228398049,2.3056659419567267,0.015089906930514142,1.7448335511879687,0.3417377606013766,0.14955195490305978
6,template_phase_base,2.7113035001817245,3.283293251131456,0.08475648323845668,1.210964855432597,0.1316236663956652,0.13329225512086712
6,traditional_hierarchical,1.0926080742243744,2.309104959840147,0.013282732447817837,2.113388152910498,0.46794660080625894,0.25673638465246434
7,ml_charge_ridge,1.2242898859390832,2.3867819394710788,0.01505276225946617,1.8907470802342405,0.29801545379585154,0.12523707250418134
7,template_phase_base,2.878716689818031,3.3343834040017786,0.08038485412787089,1.1582881413080461,0.07799685758944223,0.13303388808273667
7,traditional_hierarchical,1.1208575592378338,2.3930738016131485,0.014276846679081317,2.1350382855430823,0.40990851632058356,0.1326524115121992
8,ml_charge_ridge,1.3335669767342313,2.481679772596894,0.01673869794882349,1.998761121621505,0.44203970265659137,0.2747910164094831
8,template_phase_base,2.7711277135606665,3.3143711177091864,0.08424229951293133,1.1960369424657435,0.0788769807751823,0.09100412218242904
8,traditional_hierarchical,1.1904972308912922,2.4793001613684,0.015229471084585305,2.082575328219971,0.5760069188102721,0.2706309265482258
9,ml_charge_ridge,1.2475057391461597,2.4135375460143247,0.013673503418375855,2.021886851532022,0.2774031834161915,0.12159666810780552
9,template_phase_base,2.901171301093388,3.349159748758005,0.07495414373853593,1.1544164067443312,0.07697245500902247,0.08763392438824509
9,traditional_hierarchical,1.1428087540109035,2.4179935706101965,0.013340003335000834,2.1158339592025266,0.3907190633673607,0.1493957221441173
10,ml_charge_ridge,1.3979769479323945,2.514463594600414,0.017498379779650033,2.0763867601519244,0.5209226892558105,0.36699858219444953
10,template_phase_base,2.736502410114516,3.3001200609070076,0.076150356448477,1.2059627825319204,0.0014688179197168282,0.10145161548563836
10,traditional_hierarchical,1.2696548298603136,2.520254147430589,0.016850291639662993,1.9849915805131584,0.6631281879602727,0.36923846715463043
11,ml_charge_ridge,1.6975492400281729,2.7100049108145514,0.021381227282446014,2.2406085652045493,0.7219069761175835,0.27440951372345074
11,template_phase_base,2.7035130270822876,3.2441089807505215,0.055644644002565746,1.1999605506808528,0.1764997240312313,0.21146276093753613
11,traditional_hierarchical,1.4957351019393825,2.6929156677926893,0.02041907205473594,1.800396115796863,0.8472665208451758,0.31725809443214736
12,ml_charge_ridge,1.5465930663854728,2.6368536688903643,0.01830032589621459,2.244063376048819,0.6513991746909447,0.41839550644516593
12,template_phase_base,2.689446451798627,3.298582217862381,0.07077797275841899,1.2264911300451367,0.12493460428642032,0.08919588504336888
12,traditional_hierarchical,1.3537058662294859,2.6220000403181394,0.01721400518091418,1.9369052803333624,0.770739805069272,0.3833636649990472
13,ml_charge_ridge,1.2407905991645443,2.386310445389974,0.013675984370303576,1.964244328274286,0.3064665905820482,0.13899585467180187
13,template_phase_base,2.867179322904196,3.3343909743249065,0.07829876765855125,1.1629516674065112,0.060553158864959024,0.04357848204417674
13,traditional_hierarchical,1.1219612093642446,2.38764049614372,0.012699128343853321,2.128095406700084,0.4504328364205077,0.21136911688220192
14,ml_charge_ridge,1.487739251321105,2.561345630890039,0.01655824955647546,2.1568202228645528,0.5542286235525734,0.3565723792847687
14,template_phase_base,2.6955938739469403,3.2925634080291615,0.06997831657796176,1.2214612296948602,-0.0019752171710142007,0.09823564467643173
14,traditional_hierarchical,1.3129527441056794,2.5525530677528163,0.016032590840396873,1.9441317132030471,0.6556375834393732,0.3737619933403671
15,ml_charge_ridge,1.3584036908459574,2.4958241098931806,0.014668281523348136,2.1358448133863166,0.41129145698564223,0.2849862241692186
15,template_phase_base,2.7845502493677508,3.3262983119648126,0.07825326335621047,1.1945549600766117,0.026146178051233673,0.11709389958885304
