control,method,depth_idx,metric,slope_per_charge_quantile,first_bin_value,last_bin_value,n_bins,n_pair_residuals
depth_x_charge,ml_charge_ridge,3,sigma68_ns,0.4728594443389086,1.079173818420483,1.581157364848868,5,11460
depth_x_charge,ml_charge_ridge,3,full_rms_ns,1.5208964701857763,1.9357649157384833,3.549705071148279,5,11460
depth_x_charge,ml_charge_ridge,3,tail_frac_abs_gt5ns,0.03734729493891797,0.005671902268760907,0.04842931937172775,5,11460
depth_x_charge,ml_charge_ridge,3,pull_width,0.42590767030476856,2.2022944667737017,2.541202920897893,5,11460
depth_x_charge,template_phase_base,3,sigma68_ns,-0.030704163516951093,2.68944645179862,2.7035130270822947,5,11460
depth_x_charge,template_phase_base,3,full_rms_ns,1.1117076521151767,2.953992707460087,4.119022837048847,5,11460
depth_x_charge,template_phase_base,3,tail_frac_abs_gt5ns,0.06701570680628267,0.03926701570680628,0.11082024432809773,5,11460
depth_x_charge,template_phase_base,3,pull_width,0.4201341914628921,1.098364574421828,1.5235816494267866,5,11460
depth_x_charge,traditional_hierarchical,3,sigma68_ns,0.6117469120983349,0.8596933718132269,1.5212574838865993,5,11460
depth_x_charge,traditional_hierarchical,3,full_rms_ns,1.5641237727947914,1.9246505174091801,3.5726558347664246,5,11460
depth_x_charge,traditional_hierarchical,3,tail_frac_abs_gt5ns,0.034904013961605564,0.005671902268760907,0.04537521815008726,5,11460
depth_x_charge,traditional_hierarchical,3,pull_width,0.16516030539652282,2.238763936669412,2.348488584351145,5,11460
