comparison,sigma68_ns_ci95,full_rms_ns_ci95,tail_frac_abs_gt5ns_ci95,pull_width_ci95,one_axis_sigma68_slope_ci95,matched_sigma68_slope_ci95
ml_charge_ridge_minus_traditional_hierarchical,"[0.07187274629117701, 0.19755603309595693]","[-0.023457349606485565, 0.018326014599757513]","[-0.0004911976688047455, 0.002327987584066219]","[-0.33776247909708945, 0.44151757273463277]","[-0.16695486383739938, -0.030974893378478967]","[-0.09139038130356063, 0.050701074393246934]"
