rep,comparison,sigma68_ns,full_rms_ns,tail_frac_abs_gt5ns,pull_width,one_axis_sigma68_slope,matched_sigma68_slope
0,ml_charge_ridge_minus_traditional_hierarchical,0.11771982754445465,-0.001083596276293619,0.0016936849745947252,-0.2738119422715053,-0.13856102605197396,-0.07744485472113469
1,ml_charge_ridge_minus_traditional_hierarchical,0.16333149578570416,-0.06639095639309023,0.0,-0.21468833325589687,-0.07558075831800687,
2,ml_charge_ridge_minus_traditional_hierarchical,0.15735172690003685,0.004875312291146905,-7.455453664355349e-05,0.49783019953975716,-0.12951252318034912,-0.06637193855803275
3,ml_charge_ridge_minus_traditional_hierarchical,0.18743477760311555,0.013137199104274355,-0.00016404199475065703,0.46495466304339583,-0.09923573711878086,0.010334860069696472
4,ml_charge_ridge_minus_traditional_hierarchical,0.12804058507283078,0.00047349614659975003,0.00196078431372549,-0.37841980170604606,-0.13244979904048793,-0.05360683079735948
5,ml_charge_ridge_minus_traditional_hierarchical,0.14624596731826967,0.010349614407787033,0.001025838302237611,0.38460827449563606,-0.13498765327146522,-0.03940017904092458
6,ml_charge_ridge_minus_traditional_hierarchical,0.10827764861543043,-0.00343901788342027,0.0018071744826963047,-0.3685546017225294,-0.12620884020488232,-0.10718442974940456
7,ml_charge_ridge_minus_traditional_hierarchical,0.10343232670124936,-0.006291862142069782,0.0007759155803848533,-0.24429120530884174,-0.11189306252473202,-0.007415339008017857
8,ml_charge_ridge_minus_traditional_hierarchical,0.14306974584293908,0.0023796112284943938,0.0015092268642381834,-0.08381420659846595,-0.13396721615368073,0.004160089861257321
9,ml_charge_ridge_minus_traditional_hierarchical,0.10469698513525616,-0.004456024595871799,0.0003335000833750209,-0.09394710767050451,-0.11331587995116915,-0.02779905403631179
10,ml_charge_ridge_minus_traditional_hierarchical,0.12832211807208083,-0.005790552830175155,0.0006480881399870408,0.09139517963876598,-0.1422054987044622,-0.0022398849601809045
11,ml_charge_ridge_minus_traditional_hierarchical,0.20181413808879034,0.0170892430218621,0.0009621552277100723,0.4402124494076862,-0.12535954472759236,-0.042848580708696626
12,ml_charge_ridge_minus_traditional_hierarchical,0.19288720015598693,0.014853628572224942,0.001086320715300411,0.3071580957154565,-0.11934063037832732,0.035031841446118706
13,ml_charge_ridge_minus_traditional_hierarchical,0.11882938980029967,-0.001330050753745926,0.000976856026450255,-0.16385107842579782,-0.14396624583845946,-0.07237326221040005
14,ml_charge_ridge_minus_traditional_hierarchical,0.17478650721542555,0.008792563137222764,0.0005256587160785871,0.21268850966150565,-0.10140895988679977,-0.01718961405559838
15,ml_charge_ridge_minus_traditional_hierarchical,0.15036500977045053,0.003244342487124907,0.0008747140357959898,0.0725170355150544,-0.13570419380867088,0.0017572944625099396
16,ml_charge_ridge_minus_traditional_hierarchical,0.07537060603300749,-0.006507692322763159,0.0005132152938157556,-0.04774147358666325,-0.05510799110242032,-0.06216772377958349
17,ml_charge_ridge_minus_traditional_hierarchical,0.09616973291933562,-0.004677913494234076,0.0006081337894336767,-0.14762144309972025,-0.1133457098217247,-0.05545543697459737
18,ml_charge_ridge_minus_traditional_hierarchical,0.1212630529583314,-0.003163090813373959,0.0015142337976983642,-0.32458382377477246,-0.12053176066299531,-0.011429484090311859
19,ml_charge_ridge_minus_traditional_hierarchical,0.09376377659828838,0.003726366581652485,-0.0002517623363544816,0.14114471723677124,-0.08594602676465313,-0.021352303526707916
20,ml_charge_ridge_minus_traditional_hierarchical,0.08034498707322513,-0.0020760492355771376,-0.0001830496064433463,0.1040750470486631,-0.04955688662633617,-0.022759046154459978
21,ml_charge_ridge_minus_traditional_hierarchical,0.10326041772729555,-0.00017300675900111528,0.00013808340237503498,0.025386216611596346,-0.10405797612374734,-0.03252074185850587
22,ml_charge_ridge_minus_traditional_hierarchical,0.08744467702646652,-0.012847282640890523,0.0005924872615238781,-0.2405812183138054,-0.06559977652028343,-0.002139043950997968
23,ml_charge_ridge_minus_traditional_hierarchical,0.12597216095552843,0.006857170580184757,0.0006242197253433206,-0.08105133507675433,-0.13637020289136537,-0.020381857525342356
24,ml_charge_ridge_minus_traditional_hierarchical,0.1327549857465664,0.011206300389960067,0.001965739960685201,0.008041525363970958,-0.15052712928700723,-0.02138162327548271
25,ml_charge_ridge_minus_traditional_hierarchical,0.1591525085463239,0.00545163614002675,0.0012304447178766043,-0.02639014392062755,-0.12677490034507827,-0.007722049233365169
26,ml_charge_ridge_minus_traditional_hierarchical,0.11662235713943847,-0.0003754942689409013,0.0015048908954100812,-0.2917650154600553,-0.1337880309563021,-0.061908631474099945
27,ml_charge_ridge_minus_traditional_hierarchical,0.14623943256860206,0.011387551012912223,0.0005336535254486033,0.16014931410840294,-0.15874801628227975,-0.021467369052103447
28,ml_charge_ridge_minus_traditional_hierarchical,0.13904683330421785,0.011872166016740238,0.0009411764705882352,0.10084675781046082,-0.14140479665829014,-0.012221779823941847
29,ml_charge_ridge_minus_traditional_hierarchical,0.12224463091076032,-0.06190090736272236,-0.0008375209380234502,0.0640938789578529,-0.062345253428684466,-0.5203078291988231
30,ml_charge_ridge_minus_traditional_hierarchical,0.17474179146177526,0.004842011550054259,0.0011826322013853696,0.23016572476922548,-0.1429038297382731,-0.031098865881651172
31,ml_charge_ridge_minus_traditional_hierarchical,0.13221643713083187,0.004464472970952205,0.0020273154075970967,-0.04970013846188137,-0.1596621260891079,-0.033629035581217326
32,ml_charge_ridge_minus_traditional_hierarchical,0.07875541871868919,-0.007538409973530946,-0.0002474022761009397,0.15079617778022092,-0.03976689759903962,-0.05132478115395042
33,ml_charge_ridge_minus_traditional_hierarchical,0.11272399999023874,-0.0007355101301849132,-9.85610092647353e-05,0.18696273556481247,-0.10352643671347972,0.004177069415424839
34,ml_charge_ridge_minus_traditional_hierarchical,0.12240563907707691,0.0018360286434391249,0.0010487253952888038,-0.14706283008619114,-0.14500791558409465,-0.0648983409435464
35,ml_charge_ridge_minus_traditional_hierarchical,0.1898936004375189,0.0044646341318634875,0.0,0.25448787923923955,-0.11148994128150291,0.027997522047713497
36,ml_charge_ridge_minus_traditional_hierarchical,0.07045698452966676,-0.014447863399650984,-0.0002075550020755497,0.04892457186847965,-0.05429860316946791,0.027193147290623665
37,ml_charge_ridge_minus_traditional_hierarchical,0.12470135430816542,0.002306816176730564,0.0,0.19749357083723762,-0.1274148918618489,0.006343389171093672
38,ml_charge_ridge_minus_traditional_hierarchical,0.1513889322055726,0.004543604755395059,0.0020766471587691133,-0.13917430800077035,-0.14988601188710282,-0.03320214169386104
39,ml_charge_ridge_minus_traditional_hierarchical,0.10473911151665005,0.003105722873281813,0.0003616309556098013,-0.06323454574210308,-0.10295382808562187,-0.05862524688262091
40,ml_charge_ridge_minus_traditional_hierarchical,0.14472099609735678,0.0083018727989006,0.0016316540893330615,-0.07845541166874126,-0.14615260637840655,0.013462356242226137
41,ml_charge_ridge_minus_traditional_hierarchical,0.1758511892875838,0.01612251268906384,0.0007319304666056729,0.17738693166598174,-0.13956865278883235,-0.01856894647790175
42,ml_charge_ridge_minus_traditional_hierarchical,0.12644205530905483,-0.009097928817562106,0.0003336670003336664,-0.012623401184764127,-0.11384070745046126,0.03447771302774702
43,ml_charge_ridge_minus_traditional_hierarchical,0.1321749585534917,0.0030153707378430816,0.0008906161444417471,0.029806375973720822,-0.1252367533648141,0.008685937501516805
44,ml_charge_ridge_minus_traditional_hierarchical,0.17992150974592702,0.00420381492860189,0.000503307448950243,0.18739104690166952,-0.05049313829030588,-0.05001273506795384
45,ml_charge_ridge_minus_traditional_hierarchical,0.1341835230652968,-0.0016855210747501737,0.0009563277016257574,0.0859719679611084,-0.13942404573032852,0.011080537630150433
46,ml_charge_ridge_minus_traditional_hierarchical,0.1155891102144162,-0.004415719471736246,0.0007882550004926596,0.054335120618398625,-0.11453905252209617,0.04218329348238714
47,ml_charge_ridge_minus_traditional_hierarchical,0.09744600295837103,-0.034169888732821896,0.0,-0.31783461070836294,0.027704577475126058,-0.07557474636213116
48,ml_charge_ridge_minus_traditional_hierarchical,0.16366402271792113,0.005833053756236328,0.0003099621846134777,0.1901870893326063,-0.07289769516768552,0.007548586821051306
49,ml_charge_ridge_minus_traditional_hierarchical,0.17746839031808803,0.007395096973689785,0.0018248175182481764,0.1323324754440094,-0.10466284352944655,-0.08230898204526682
50,ml_charge_ridge_minus_traditional_hierarchical,0.14837635986484243,0.0026465306888230344,0.0009241610350603571,0.14540928006361664,-0.09491354216073244,0.0005837851872426691
51,ml_charge_ridge_minus_traditional_hierarchical,0.11571906930532028,0.0002506202007270808,0.0007898894154818314,0.0529520190081183,-0.0996696336533508,0.025519048712389303
52,ml_charge_ridge_minus_traditional_hierarchical,0.18107844611605461,0.010046382353280592,0.001690617075232461,0.08590746996910337,-0.09927416290063007,-0.008652621830796792
53,ml_charge_ridge_minus_traditional_hierarchical,0.09469760435056807,-0.020285418538674715,-0.00044943820224719114,0.05613515241393774,-0.06749889347418625,-0.03327860147210643
54,ml_charge_ridge_minus_traditional_hierarchical,0.12863156940478992,-0.0007328696076562835,0.0020227829234536338,-0.049473800258719836,-0.16683572803616942,-0.006994489483665101
55,ml_charge_ridge_minus_traditional_hierarchical,0.04508283979005112,-0.02039231150473997,-0.00039062500000000035,0.17748794946639634,0.04263196232430745,-0.015408672892027103
56,ml_charge_ridge_minus_traditional_hierarchical,0.1495861215383414,0.012510142539345903,0.0014603174603174604,0.37297324262157305,-0.14235977869074656,-0.03243383260691535
57,ml_charge_ridge_minus_traditional_hierarchical,0.14411104278951536,0.004602148780215476,0.0009500840458963669,0.04561006835936876,-0.1366383964389662,-0.003612909913498996
58,ml_charge_ridge_minus_traditional_hierarchical,0.16658056926619325,7.005523453118556e-05,0.00026476039184538183,0.22101242235488083,-0.05110960293697031,-0.04708713188700847
