control,method,matched_stratum,charge_bin,n_pair_residuals,median_ns,sigma68_ns,full_rms_ns,tail_frac_abs_gt5ns,pull_width,charge_quantile_mid_mean
matched_stratum,ml_charge_ridge,d3_s0_p1_a1_u1_b0,4,366,1.091905503693706,1.875681765776539,2.5817096669510566,0.03825136612021858,1.574481562579168,1.0
matched_stratum,ml_charge_ridge,d3_s0_p1_a1_u1_b1,1,138,0.8745902116588091,1.6487612598366077,1.7899150011282998,0.0,1.354535764309009,0.25
matched_stratum,ml_charge_ridge,d3_s0_p1_a1_u1_b1,2,150,0.7677219169002072,2.0072417860213827,1.874471079062917,0.006666666666666667,1.3641544165483575,0.5
matched_stratum,ml_charge_ridge,d3_s0_p1_a1_u1_b1,3,141,0.876732039466404,1.7386433121064901,2.1701986237747124,0.014184397163120567,1.4031640625641004,0.75
matched_stratum,ml_charge_ridge,d3_s0_p1_a1_u1_b1,4,147,1.4053546158875037,1.736897912658855,2.262659903972218,0.061224489795918366,1.5027128039854885,1.0
matched_stratum,ml_charge_ridge,d3_s0_p2_a1_u1_b0,0,573,1.2457217120081836,1.0396861670998911,1.3751387970308158,0.0034904013961605585,1.2143731481322606,0.0
matched_stratum,ml_charge_ridge,d3_s0_p2_a1_u1_b0,1,468,1.3251259658517363,1.621005860867847,1.7423573453661532,0.002136752136752137,1.368616890846354,0.25
matched_stratum,ml_charge_ridge,d3_s0_p2_a1_u1_b0,2,450,1.1812383253930427,1.7135577465235654,1.756805344861566,0.006666666666666667,1.3422821443530548,0.5
matched_stratum,ml_charge_ridge,d3_s0_p2_a1_u1_b0,3,426,1.4087223121250396,1.8955399919624263,2.1153280937899215,0.01643192488262911,1.4691938969128946,0.75
matched_stratum,ml_charge_ridge,d3_s0_p2_a1_u1_b0,4,384,1.5020317082631536,2.034869143677418,3.4975754758313826,0.0859375,2.123217125571683,1.0
matched_stratum,ml_charge_ridge,d3_s0_p2_a1_u1_b1,0,237,1.2613348244548632,1.0389488851388418,2.9476914780229495,0.012658227848101266,2.3840158597377648,0.0
matched_stratum,ml_charge_ridge,d3_s0_p2_a1_u1_b1,1,156,1.0137917532389018,1.5952167974152414,1.8412857250134347,0.01282051282051282,1.4348102597417818,0.25
matched_stratum,ml_charge_ridge,d3_s0_p2_a1_u1_b1,2,165,0.950183122490678,1.714658025079316,3.5851682453859333,0.012121212121212121,2.9804404654648637,0.5
matched_stratum,ml_charge_ridge,d3_s0_p2_a1_u1_b1,3,141,1.5360249437675861,1.9472863978752468,4.33471228914116,0.03546099290780142,2.977701880513605,0.75
matched_stratum,ml_charge_ridge,d3_s0_p2_a1_u1_b1,4,144,1.4116742681242904,2.5671267672006337,7.875159354728998,0.1597222222222222,6.106336608044674,1.0
matched_stratum,template_phase_base,d3_s0_p0_a0_u0_b1,0,852,-3.8029023864212164,2.651171301093388,2.7110158533983335,0.002347417840375587,1.0225728727073442,0.0
matched_stratum,template_phase_base,d3_s0_p0_a0_u0_b1,1,363,-3.792535319238553,2.637352228660042,3.2806997781015035,0.005509641873278237,1.2439369085593572,0.25
matched_stratum,template_phase_base,d3_s0_p0_a0_u0_b1,2,255,-3.792535319238553,2.641197303655545,2.3559135635012973,0.0,0.891986963730653,0.5
matched_stratum,template_phase_base,d3_s0_p0_a0_u0_b1,3,180,-3.7331089522876297,2.6171793229041924,3.798022057239603,0.011111111111111112,1.4511890813141037,0.75
matched_stratum,template_phase_base,d3_s0_p0_a0_u0_b1,4,135,-3.7331089522876297,2.614878171909463,2.7035978442590274,0.014814814814814815,1.03392879764061,1.0
matched_stratum,template_phase_base,d3_s0_p1_a0_u0_b1,0,153,-3.8029023864212164,2.651171301093388,3.6912918002499095,0.013071895424836602,1.3923248938035644,0.0
matched_stratum,template_phase_base,d3_s0_p1_a0_u0_b1,2,120,-3.7331089522876297,2.6171793229041924,4.214933283662589,0.016666666666666666,1.610487002849092,0.5
matched_stratum,template_phase_base,d3_s0_p1_a1_u0_b0,0,186,-4.091770309345616,3.4765444396849428,3.089711221031218,0.12365591397849462,0.8887305410976478,0.0
matched_stratum,template_phase_base,d3_s0_p1_a1_u0_b0,1,285,-3.8029023864212164,3.050990608205029,2.869887730338238,0.11228070175438597,0.9406412863481943,0.25
matched_stratum,template_phase_base,d3_s0_p1_a1_u0_b0,2,330,-3.827857976325536,3.1976320551623276,2.9308310827024435,0.10909090909090909,0.9165629541306497,0.5
matched_stratum,template_phase_base,d3_s0_p1_a1_u0_b0,3,318,-3.056905666820036,3.0498465125511616,2.9663513581824668,0.10377358490566038,0.9726231618459867,0.75
matched_stratum,template_phase_base,d3_s0_p1_a1_u0_b0,4,243,-2.62917279571446,3.4118883432908604,3.2795166227879364,0.12757201646090535,0.9612027982207507,1.0
matched_stratum,template_phase_base,d3_s0_p1_a1_u0_b1,1,324,-3.7977188528298846,3.151171301093393,2.798385336826047,0.09259259259259259,0.888046084912954,0.25
matched_stratum,template_phase_base,d3_s0_p1_a1_u0_b1,2,318,-3.7278662690169106,3.0176757083099846,2.7597178309022454,0.059748427672955975,0.914517694297839,0.5
matched_stratum,template_phase_base,d3_s0_p1_a1_u0_b1,3,456,-3.7226235857461916,2.9014188039437103,2.8282873733605807,0.1074561403508772,0.9747945968766292,0.75
matched_stratum,template_phase_base,d3_s0_p1_a1_u0_b1,4,393,-3.7226235857461916,2.7035130270822885,2.7664507380077286,0.09669211195928754,1.02327997324036,1.0
matched_stratum,template_phase_base,d3_s0_p1_a1_u1_b0,0,147,-3.1291727957144744,3.1904292072942995,2.93122499687928,0.07482993197278912,0.918755692863393,0.0
matched_stratum,template_phase_base,d3_s0_p1_a1_u1_b0,1,426,-3.5526224943040035,3.027275135708983,3.03436822532785,0.06103286384976526,1.0023430607727717,0.25
matched_stratum,template_phase_base,d3_s0_p1_a1_u1_b0,2,480,-3.2331089522876297,2.9347196011390557,2.620936838781609,0.04375,0.8930791336127452,0.5
matched_stratum,template_phase_base,d3_s0_p1_a1_u1_b0,3,420,-2.80290238642122,3.005271398038054,2.9332876912941397,0.10476190476190476,0.9760475187728775,0.75
matched_stratum,template_phase_base,d3_s0_p1_a1_u1_b0,4,366,-2.851319537264338,3.111960909876191,3.66188718046605,0.11475409836065574,1.176713746257095,1.0
matched_stratum,template_phase_base,d3_s0_p1_a1_u1_b1,1,138,-3.6758981907303188,2.9436762771717584,2.6724698061168164,0.07246376811594203,0.90786810589257,0.25
matched_stratum,template_phase_base,d3_s0_p1_a1_u1_b1,2,150,-3.518630516114797,2.7431580982861146,2.564220054315065,0.06666666666666667,0.9347693287955778,0.5
matched_stratum,template_phase_base,d3_s0_p1_a1_u1_b1,3,141,-3.129172795714453,2.915761474978892,3.246371020528271,0.09929078014184398,1.1133870340171679,0.75
matched_stratum,template_phase_base,d3_s0_p1_a1_u1_b1,4,147,-2.8278579763255394,3.2075644628232256,3.18446709359844,0.1360544217687075,0.992799094299587,1.0
matched_stratum,template_phase_base,d3_s0_p2_a1_u1_b0,0,573,-3.733108952287637,2.645941412469007,2.384626990168887,0.019197207678883072,0.9012395281812835,0.0
matched_stratum,template_phase_base,d3_s0_p2_a1_u1_b0,1,468,-2.9449447569438476,2.651415647107582,2.3869543680422227,0.03632478632478633,0.900256574500547,0.25
matched_stratum,template_phase_base,d3_s0_p2_a1_u1_b0,2,450,-2.727866269016907,2.703513027082285,2.57811240008821,0.051111111111111114,0.9536156749614737,0.5
matched_stratum,template_phase_base,d3_s0_p2_a1_u1_b0,3,426,-2.351319537264338,2.6312458981878635,2.6469606365991694,0.051643192488262914,1.0059723564498964,0.75
matched_stratum,template_phase_base,d3_s0_p2_a1_u1_b0,4,384,-2.129172795714453,3.4047187186442347,4.023742509262238,0.11197916666666667,1.1818134893870176,1.0
matched_stratum,template_phase_base,d3_s0_p2_a1_u1_b1,0,237,-3.7925353192385387,2.6842165631742354,3.8125752581196872,0.046413502109704644,1.4203679801495246,0.0
matched_stratum,template_phase_base,d3_s0_p2_a1_u1_b1,1,156,-3.3219274282514455,2.770171267300418,2.5214736426715785,0.038461538461538464,0.9102230148855742,0.25
matched_stratum,template_phase_base,d3_s0_p2_a1_u1_b1,2,165,-2.851319537264345,2.782458669300315,4.221521218809385,0.04242424242424243,1.5171909884544452,0.5
matched_stratum,template_phase_base,d3_s0_p2_a1_u1_b1,3,141,-2.2331089522876226,2.663982552954286,4.193569429374598,0.06382978723404255,1.5741730082744125,0.75
matched_stratum,template_phase_base,d3_s0_p2_a1_u1_b1,4,144,-1.351319537264338,3.0718693633231,7.585792536478306,0.1527777777777778,2.469438520742339,1.0
matched_stratum,traditional_hierarchical,d3_s0_p0_a0_u0_b1,0,852,1.2475472120888789,0.731969815362223,1.5842574925625883,0.002347417840375587,2.1643754418733807,0.0
matched_stratum,traditional_hierarchical,d3_s0_p0_a0_u0_b1,1,363,1.1443466745753526,0.6326165416542582,2.271074047872228,0.005509641873278237,3.589969433827152,0.25
matched_stratum,traditional_hierarchical,d3_s0_p0_a0_u0_b1,2,255,1.093614754961635,0.6593130846256403,0.6894266841014751,0.0,1.04567420270892,0.5
matched_stratum,traditional_hierarchical,d3_s0_p0_a0_u0_b1,3,180,1.01953407771731,0.6765809131297982,3.187903710999207,0.011111111111111112,4.711784871749147,0.75
matched_stratum,traditional_hierarchical,d3_s0_p0_a0_u0_b1,4,135,0.9147262011026029,0.7197715168643372,1.3057692331596433,0.014814814814814815,1.8141440756758305,1.0
matched_stratum,traditional_hierarchical,d3_s0_p1_a0_u0_b1,0,153,1.199484902538991,0.6610952395763304,2.696639189687806,0.013071895424836602,4.079047962009187,0.0
matched_stratum,traditional_hierarchical,d3_s0_p1_a0_u0_b1,2,120,1.0969386850578111,0.6553537908108471,3.3600204686665407,0.025,5.127032933630095,0.5
matched_stratum,traditional_hierarchical,d3_s0_p1_a1_u0_b0,0,186,0.11853674380707346,1.5810626498010936,1.5344586201195578,0.0,0.9705236034211555,0.0
matched_stratum,traditional_hierarchical,d3_s0_p1_a1_u0_b0,1,285,0.26571808420123944,1.315334874853972,1.4956531987221118,0.0,1.1370892898191867,0.25
matched_stratum,traditional_hierarchical,d3_s0_p1_a1_u0_b0,2,330,0.2574686746938468,1.353235216676889,1.476886684070885,0.0030303030303030303,1.0913747040205206,0.5
matched_stratum,traditional_hierarchical,d3_s0_p1_a1_u0_b0,3,318,0.7355473510627846,1.6535578547811844,1.635003142743034,0.0031446540880503146,0.9887789157273812,0.75
matched_stratum,traditional_hierarchical,d3_s0_p1_a1_u0_b0,4,243,1.1658818517147438,1.6031565012265774,1.6511167131116764,0.00411522633744856,1.029916113522544,1.0
matched_stratum,traditional_hierarchical,d3_s0_p1_a1_u0_b1,1,324,0.40554303312559625,1.3997281489628661,1.7649859516340705,0.012345679012345678,1.26094910139647,0.25
matched_stratum,traditional_hierarchical,d3_s0_p1_a1_u0_b1,2,318,0.6829170124439408,1.255739874869869,1.528039245751146,0.006289308176100629,1.2168437718118135,0.5
matched_stratum,traditional_hierarchical,d3_s0_p1_a1_u0_b1,3,456,0.7616677635195721,1.2090883188474315,1.3706820193393672,0.0021929824561403508,1.133649211536487,0.75
matched_stratum,traditional_hierarchical,d3_s0_p1_a1_u0_b1,4,393,0.7794701659518282,1.1265096119760811,1.4578483586137412,0.005089058524173028,1.2941286457879733,1.0
matched_stratum,traditional_hierarchical,d3_s0_p1_a1_u1_b0,0,147,0.24058477875532702,2.059767729435112,1.9645986454625024,0.0,0.9537962059446821,0.0
matched_stratum,traditional_hierarchical,d3_s0_p1_a1_u1_b0,1,426,0.3058392981905733,1.6775767406497444,2.0173061620797705,0.004694835680751174,1.2025120003144805,0.25
matched_stratum,traditional_hierarchical,d3_s0_p1_a1_u1_b0,2,480,0.5420208576183612,1.7178536210323605,1.7143017645355452,0.008333333333333333,0.9979323869895965,0.5
matched_stratum,traditional_hierarchical,d3_s0_p1_a1_u1_b0,3,420,0.7888724403076672,1.744113401043216,1.756494629269724,0.004761904761904762,1.0070988665181417,0.75
matched_stratum,traditional_hierarchical,d3_s0_p1_a1_u1_b0,4,366,0.9982631543359588,1.6894611645632809,2.6184198752429744,0.03825136612021858,1.549855024882934,1.0
matched_stratum,traditional_hierarchical,d3_s0_p1_a1_u1_b1,1,138,0.22257025893508597,1.5418844889376302,1.6573346644558447,0.0,1.0748760210940058,0.25
matched_stratum,traditional_hierarchical,d3_s0_p1_a1_u1_b1,2,150,0.3297736892755161,1.68188061657819,1.6918081009151378,0.0,1.0059026093999142,0.5
matched_stratum,traditional_hierarchical,d3_s0_p1_a1_u1_b1,3,141,0.7166588476139708,1.5210471091701687,2.1914039914624666,0.014184397163120567,1.4407206576645886,0.75
matched_stratum,traditional_hierarchical,d3_s0_p1_a1_u1_b1,4,147,0.9874657664316047,1.6952700285601172,2.2540654867656706,0.061224489795918366,1.329620325252944,1.0
matched_stratum,traditional_hierarchical,d3_s0_p2_a1_u1_b0,0,573,1.0254443841010357,0.7792857542988539,1.2444821365017118,0.0,1.59695224715279,0.0
matched_stratum,traditional_hierarchical,d3_s0_p2_a1_u1_b0,1,468,1.1101784379754847,1.496207410653066,1.5966762257909026,0.002136752136752137,1.0671489891190846,0.25
matched_stratum,traditional_hierarchical,d3_s0_p2_a1_u1_b0,2,450,1.1066774986910275,1.5297545977071985,1.6518613994954372,0.006666666666666667,1.0798211699910907,0.5
matched_stratum,traditional_hierarchical,d3_s0_p2_a1_u1_b0,3,426,1.1992039562392662,1.69830173372263,2.0223011992196027,0.01643192488262911,1.1907785048224468,0.75
matched_stratum,traditional_hierarchical,d3_s0_p2_a1_u1_b0,4,384,1.2951992982819824,1.9509928274580903,3.71496779047829,0.08854166666666667,1.904142208107678,1.0
matched_stratum,traditional_hierarchical,d3_s0_p2_a1_u1_b1,0,237,0.9659350913529607,0.8660431624948534,2.935702817261928,0.008438818565400843,3.3897881126442977,0.0
matched_stratum,traditional_hierarchical,d3_s0_p2_a1_u1_b1,1,156,0.7794403148877578,1.3611863559776864,1.729976194269528,0.01282051282051282,1.2709326586123135,0.25
matched_stratum,traditional_hierarchical,d3_s0_p2_a1_u1_b1,2,165,0.7304590532900193,1.5476096976874443,3.605473140053036,0.012121212121212121,2.3297044115455,0.5
matched_stratum,traditional_hierarchical,d3_s0_p2_a1_u1_b1,3,141,1.2309683886876215,1.813646789699505,4.3491538240994965,0.03546099290780142,2.398015891958813,0.75
matched_stratum,traditional_hierarchical,d3_s0_p2_a1_u1_b1,4,144,1.1960651702086444,2.3388825027929094,8.078036151477017,0.1597222222222222,3.4538016090294668,1.0
