eval_set,method,heldout_run,n,coverage,mean_alpha,mean_amplitude_lift_fraction,mean_charge_lift_fraction,mean_q_template_shift_fraction,mean_abs_q_template_shift_fraction,mean_cfd20_shift_ns,median_abs_cfd20_shift_ns,timing_tail_fraction,timing_tail_delta,alpha_observed_amp_r2,alpha_event_hash_r2
application_ge7000,isotonic_boundary_calibration,58,1607,0.9377722464219042,0.28170804816311795,0.02141027202382386,0.0010805266137929378,-0.01987339642000785,0.01987339642000785,0.09719560510287331,0.07619378157576406,0.0672059738643435,-0.004355942750466704,0.008059972671770334,0.000679927921099913
application_ge7000,isotonic_boundary_calibration,59,788,0.7969543147208121,0.23151610811457413,0.01807061106162789,0.0015021468470180807,-0.016199291768429606,0.01620230217362623,0.09454456165496951,0.08576961373589986,0.02030456852791878,0.0,0.06540568208612921,0.00021948559353684202
application_ge7000,isotonic_boundary_calibration,60,332,0.9518072289156626,0.2882670200878778,0.021590831798769177,0.0009655453625779295,-0.020164882891242644,0.020164882891242644,0.0980936936650206,0.07961339683838942,0.04216867469879518,0.0,0.021043844695940995,0.0025161913242806332
application_ge7000,isotonic_boundary_calibration,61,401,0.9576059850374065,0.2734154995198461,0.021963270187771534,0.0015474002479640304,-0.019953774601646043,0.020014178792016543,0.1044978616928666,0.0819911297709286,0.034912718204488775,0.0,0.0023774110205107397,0.007274517692101135
application_ge7000,isotonic_boundary_calibration,62,491,0.8370672097759674,0.25416884662262995,0.01894559019402683,0.0017065899477126105,-0.016854908236626515,0.01685847348431633,0.09610243123303504,0.08039310424963197,0.032586558044806514,0.0,0.013584742236873079,5.0514497839738195e-05
application_ge7000,isotonic_boundary_calibration,63,1208,0.9776490066225165,0.2655385448932095,0.022216109012639654,0.0016895680602105915,-0.020068368565271905,0.020068368565271905,0.10841781825153674,0.08468930244264872,0.009105960264900662,0.0,0.030991367580374695,0.0014392524401773226
application_ge7000,isotonic_boundary_calibration,65,439,0.908883826879271,0.26271999260280954,0.020347160600437432,0.001244694506197889,-0.01868165662404897,0.01868165662404897,0.09477398822666086,0.07931454704732666,0.03644646924829157,0.0,0.07301550772523327,0.0014028775432601583
application_ge7000,leak_observed_amp_only_control,58,1607,1.0,0.2816237792849318,0.025441269207835123,0.0011196009475380546,-0.023524478217446396,0.023524478217446396,0.11543133466409937,0.07376049384962613,0.06658369632856254,-0.00497822028624767,0.23451715495956207,0.00023658746395519234
application_ge7000,leak_observed_amp_only_control,59,788,1.0,0.2909754934851415,0.04035583543454381,0.0024831923963844196,-0.03546904888442803,0.035473263230448145,0.1996833455938675,0.12299194973402594,0.02030456852791878,0.0,0.4723110283796974,0.0019156165170922574
application_ge7000,leak_observed_amp_only_control,60,332,1.0,0.3108853062385816,0.028797454829928494,0.001627607973250315,-0.026174966218377872,0.026174966218377872,0.1215047847004604,0.08679602169994638,0.04216867469879518,0.0,0.4105258189970959,0.028394855114521056
application_ge7000,leak_observed_amp_only_control,61,401,1.0,0.2450453892360103,0.025431669047865223,0.001999266278014051,-0.02267181841207016,0.02278445921053825,0.11221134314673892,0.08000147340090802,0.034912718204488775,0.0,0.32905097993126425,0.0003763168676191516
application_ge7000,leak_observed_amp_only_control,62,491,1.0,0.2830427548394555,0.033605648679532356,0.002041954521593279,-0.029954427791921482,0.029973423336847525,0.15885443275946132,0.09518289380022082,0.032586558044806514,0.0,0.10077001034072228,0.00486987260839121
application_ge7000,leak_observed_amp_only_control,63,1208,1.0,0.2994878619797233,0.03029188910533866,0.0018885272206852373,-0.027302295169379567,0.027311657710147333,0.14663886794044592,0.09218304478302741,0.009105960264900662,0.0,0.30668319747073297,0.0005516039092847281
application_ge7000,leak_observed_amp_only_control,65,439,1.0,0.29426689796054406,0.02986000890691864,0.0014584374825145072,-0.027187444673281116,0.027187444673281116,0.1463287817228567,0.08773938839882867,0.03644646924829157,0.0,0.4632144684745057,0.00044611719269017154
application_ge7000,leak_run_event_amp_control,58,1607,1.0,0.25196189292104826,0.022683212490350758,0.0010305835445252817,-0.02102390893987831,0.02102390893987831,0.10301836040876569,0.06979979006222159,0.0672059738643435,-0.004355942750466704,0.27255734644177193,0.1750729632980519
application_ge7000,leak_run_event_amp_control,59,788,1.0,0.2837197537821444,0.03922279439856274,0.0023935008738938577,-0.03456374197398256,0.03456899811454596,0.1940747321740275,0.11854739110750412,0.02030456852791878,0.0,0.31226703119839516,0.21677041548355291
application_ge7000,leak_run_event_amp_control,60,332,1.0,0.2874935677077711,0.026475100814135143,0.0015307435281496436,-0.024120200399218746,0.024120200399218746,0.11218475096562741,0.08067682696879075,0.04216867469879518,0.0,0.09436292398240964,0.006825459355562645
application_ge7000,leak_run_event_amp_control,61,401,1.0,0.245831277087866,0.025508794711262738,0.0019838828099827065,-0.02275863918014616,0.022889339958633778,0.11258132906075158,0.08056108599881817,0.034912718204488775,0.0,0.26073162831763774,0.10151887965423106
application_ge7000,leak_run_event_amp_control,62,491,1.0,0.2773695865729696,0.032908754638176684,0.0020012820116977713,-0.02936264780159434,0.029387624344890746,0.15547300903387365,0.09407929959025729,0.032586558044806514,0.0,0.11467389105170862,0.07575104143572589
application_ge7000,leak_run_event_amp_control,63,1208,1.0,0.29061233982293444,0.029379730138311376,0.001848121130419373,-0.026496779066211965,0.02650843201360403,0.14257141607803162,0.08955849519655334,0.009105960264900662,0.0,0.08342341132707916,0.10105343682984445
application_ge7000,leak_run_event_amp_control,65,439,1.0,0.2745638741562898,0.027724171923628728,0.001366577735980296,-0.02532248267514099,0.025323862957240106,0.13639594710464004,0.08216975982570318,0.03644646924829157,0.0,0.14832199004546137,0.017906312084550024
application_ge7000,linear_boundary_shrink,58,1607,1.0,0.25,0.02256406707704993,0.0010499749825685647,-0.020888124654569865,0.020888124654569865,0.10242278578487791,0.06564093399343385,0.06658369632856254,-0.00497822028624767,,
application_ge7000,linear_boundary_shrink,59,788,1.0,0.25,0.03443326725408848,0.002080597528099647,-0.03059376026426212,0.030614344429782482,0.1705501180898191,0.10401362724738572,0.02030456852791878,0.0,,
application_ge7000,linear_boundary_shrink,60,332,1.0,0.2999999999999982,0.02764517902560134,0.0015548796224553628,-0.025189899572385314,0.025189899572385314,0.11696945852480789,0.08299985883416294,0.04216867469879518,0.0,,
application_ge7000,linear_boundary_shrink,61,401,1.0,0.25,0.026043436934497045,0.0020345768334067084,-0.023202175746596904,0.023292324841471396,0.11488070462167899,0.08038270604451725,0.034912718204488775,0.0,,
application_ge7000,linear_boundary_shrink,62,491,1.0,0.25,0.029703545582810395,0.0019160832890614172,-0.02651918025779224,0.026571791405296766,0.14075023922514088,0.08453431261404631,0.032586558044806514,0.0,,
application_ge7000,linear_boundary_shrink,63,1208,1.0,0.25,0.02523406294036326,0.0017168097644106868,-0.02275547757746221,0.022782995001757102,0.12250833153410277,0.07667465407432239,0.009105960264900662,0.0,,
application_ge7000,linear_boundary_shrink,65,439,1.0,0.25,0.02519935912601438,0.0012863856436031737,-0.02305886259637814,0.02307093329263255,0.124414674082222,0.07533752076839484,0.03644646924829157,0.0,,
application_ge7000,ml_boundary_calibration,58,1607,0.9993777224642191,0.2816224355663204,0.02146561068079949,0.001092313384200686,-0.019917633525997642,0.019944091970111603,0.09746660822621317,0.07614534249001714,0.0672059738643435,-0.004355942750466704,0.009182411148441904,0.0007036351552972661
application_ge7000,ml_boundary_calibration,59,788,1.0,0.23169394035711757,0.01829765048436015,0.0016189135031975728,-0.01631021590423274,0.01652453127254784,0.095633280294041,0.08563676304996548,0.02030456852791878,0.0,0.06745948571780237,0.00026342150739166694
application_ge7000,ml_boundary_calibration,60,332,1.0,0.28852808192691315,0.021679201595884948,0.0012261076435496237,-0.019992448613478257,0.02048656124506795,0.09837578136608083,0.07968795296627196,0.04216867469879518,0.0,0.01927601116114864,0.0023095706350651436
application_ge7000,ml_boundary_calibration,61,401,0.9975062344139651,0.273836547815487,0.02203996195279415,0.0018007876829559905,-0.019776385532285813,0.020309777640588705,0.10459255161940635,0.08207768760963852,0.034912718204488775,0.0,0.0020366368398618746,0.007106647619403899
application_ge7000,ml_boundary_calibration,62,491,0.9979633401221996,0.2545737066019089,0.01912228642772665,0.001784431798643083,-0.016953853333591232,0.017094006942145665,0.09689315440986149,0.08036159909785567,0.032586558044806514,0.0,0.01381546173764392,3.967912498555494e-05
application_ge7000,ml_boundary_calibration,63,1208,1.0,0.26573331078925755,0.022287477877681504,0.0017128102660737398,-0.020114910815823592,0.020152644272662345,0.1087624081267049,0.08467735558646439,0.009105960264900662,0.0,0.031169513990661053,0.0013892143537430628
application_ge7000,ml_boundary_calibration,65,439,1.0,0.2627610514644618,0.020439855992656034,0.0012720569696346316,-0.018747557123119457,0.018793055049510555,0.09547266322510152,0.07878273098478772,0.03644646924829157,0.0,0.07306513013262773,0.0014376185882608605
application_ge7000,observed,58,1607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0715619166148102,0.0,,
application_ge7000,observed,59,788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02030456852791878,0.0,,
application_ge7000,observed,60,332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04216867469879518,0.0,,
application_ge7000,observed,61,401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034912718204488775,0.0,,
application_ge7000,observed,62,491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032586558044806514,0.0,,
application_ge7000,observed,63,1208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009105960264900662,0.0,,
application_ge7000,observed,65,439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03644646924829157,0.0,,
application_ge7000,p07c_full_shape_transfer,58,1607,1.0,1.0,0.09025626830819995,0.004335717580101737,-0.07720093683970826,0.07720093683970826,0.3987516938375132,0.2625637359737354,0.05538270068450529,-0.016179215930304913,,
application_ge7000,p07c_full_shape_transfer,59,788,1.0,1.0,0.13773306901635388,0.011746378827944498,-0.10411224729911807,0.10411224729911807,0.6551771808628645,0.4138664045097129,0.02030456852791878,0.0,,
application_ge7000,p07c_full_shape_transfer,60,332,1.0,1.0,0.09215059675200443,0.004660291826690769,-0.07843720236145431,0.07843720236145431,0.381047837787946,0.2766661961138883,0.04216867469879518,0.0,,
application_ge7000,p07c_full_shape_transfer,61,401,1.0,1.0,0.10417374773798815,0.006357136117936469,-0.08628492876710567,0.08628492876710567,0.45036559836475837,0.321530824178069,0.034912718204488775,0.0,,
application_ge7000,p07c_full_shape_transfer,62,491,1.0,1.0,0.11881418233124161,0.00753817212988226,-0.09459420469892353,0.09459420469892353,0.5447630959939204,0.33813725045618526,0.034623217922606926,0.002036659877800412,,
application_ge7000,p07c_full_shape_transfer,63,1208,1.0,1.0,0.10093625176145297,0.006597266418518755,-0.08374318970555768,0.08374318970555768,0.481845833796809,0.30625561369732823,0.009105960264900662,0.0,,
application_ge7000,p07c_full_shape_transfer,65,439,1.0,1.0,0.10079743650405752,0.005882695853499723,-0.08354107013151962,0.08354107013151962,0.4734625599154539,0.30135008307358824,0.03644646924829157,0.0,,
application_ge7000,shuffled_target_ml_control,58,1607,1.0,0.2789629082976601,0.02523385670693793,0.0011051297183536225,-0.02334148772183141,0.02334148772183141,0.11451805767330323,0.0732647503561612,0.06658369632856254,-0.00497822028624767,0.11273106020289508,0.001206487597843018
application_ge7000,shuffled_target_ml_control,59,788,1.0,0.2686277433365428,0.037106348445209526,0.002265745090946078,-0.03278545175656476,0.0328011325754879,0.1835730756229154,0.10972577661820138,0.02030456852791878,0.0,0.009238192076136851,0.0037682666647272187
application_ge7000,shuffled_target_ml_control,60,332,1.0,0.287157430479116,0.026509684884453495,0.0015458066745938082,-0.024131940641105683,0.024131940641105683,0.11188802777827248,0.07922959315344702,0.04216867469879518,0.0,0.05799576114967829,0.00018377649852302247
application_ge7000,shuffled_target_ml_control,61,401,1.0,0.27382641611954933,0.028543106131440097,0.0020953298151812592,-0.025477598280712214,0.02553007725478854,0.1260587003467052,0.08767974620953467,0.034912718204488775,0.0,0.038058332176971084,0.009396348640655628
application_ge7000,shuffled_target_ml_control,62,491,1.0,0.28652957704070164,0.033988928067189124,0.002069518028366932,-0.030278162434776306,0.03029233592179038,0.16054762745828802,0.09386542856597568,0.032586558044806514,0.0,0.0126172837631495,0.0002806208417774185
application_ge7000,shuffled_target_ml_control,63,1208,1.0,0.2739878220870043,0.027606367053587405,0.001785001085148819,-0.0249146607821486,0.024929037179863903,0.13392379295013315,0.08414141322530044,0.009105960264900662,0.0,0.016174800634982636,4.1704482033207884e-05
