n_events,pid_auc,pid_balanced_accuracy,energy_bias_frac,energy_sigma68_frac,saturated_energy_bias_frac,saturated_energy_sigma68_frac,saturation_recovery_error,pileup_miss_rate,false_split_rate,pid_boundary_drift,pedestal_calibration_transfer,method,heldout_run
132.0,0.8562901744719926,0.7727272727272727,-0.08120750057081427,0.17162913337549557,-0.010947441799249273,0.12996764592992655,0.12996764592992655,0.21212121212121213,0.36363636363636365,0.2603883688867085,0.07447546205813482,1d_cnn,58
132.0,0.8951612903225806,0.8460829493087557,-0.061962356157927764,0.1673474890656167,-0.016572065758762564,0.11099848322491636,0.11099848322491636,0.30303030303030304,0.3333333333333333,0.10740913438198224,0.08963912384316457,1d_cnn,60
132.0,0.8541474654377881,0.7933179723502304,-0.09727275354448686,0.20310361361722945,-0.03263336181640625,0.10251903486354913,0.10251903486354913,0.3181818181818182,0.21212121212121213,0.13833673863219725,0.007787978864784301,1d_cnn,62
132.0,0.7657407407407406,0.7180555555555556,-0.11304002411445535,0.19238032341501368,0.020361145019531374,0.1412467777901666,0.1412467777901666,0.3181818181818182,0.12121212121212122,0.12387922606039592,0.21515629083492416,1d_cnn,64
132.0,0.7954545454545454,0.75,-0.12338121939518451,0.21560210662841806,-0.04330601501464843,0.08157827672783464,0.08157827672783464,0.2878787878787879,0.22727272727272727,0.09689069972031533,0.11574895540790024,1d_cnn,65
132.0,0.832415059687787,0.7651515151515151,-1.0,0.4923208127877457,-1.0,0.4906779252520713,0.4906779252520713,0.5909090909090909,0.09090909090909091,0.05148256032851273,0.0,deltaE_over_E_likelihood_template,58
132.0,0.8218894009216591,0.821889400921659,-1.0,0.4887838064001744,-1.0,0.5045713008109622,0.5045713008109622,0.6818181818181818,0.16666666666666666,0.04951874083104407,0.0,deltaE_over_E_likelihood_template,60
132.0,0.83963133640553,0.7861751152073733,-1.0,0.4727516193166597,-1.0,0.5221447947428847,0.5221447947428847,0.7424242424242424,0.07575757575757576,0.05256145604147283,0.0,deltaE_over_E_likelihood_template,62
132.0,0.7034722222222222,0.7194444444444444,-1.0,0.5065833790055687,-1.0,0.5227939935662491,0.5227939935662491,0.7272727272727273,0.07575757575757576,0.15168095973875056,0.0,deltaE_over_E_likelihood_template,64
132.0,0.7426538108356291,0.7424242424242424,-1.0,0.48066861630336044,-1.0,0.49149868725900253,0.49149868725900253,0.696969696969697,0.06060606060606061,0.03288214109681781,0.0,deltaE_over_E_likelihood_template,65
132.0,0.9251606978879706,0.8863636363636364,-0.05436741331334505,0.15709500034463353,-0.03348339067640871,0.09725571048821746,0.09725571048821746,0.19696969696969696,0.3333333333333333,0.3791246381822325,0.03484197384050229,gradient_boosted_trees,58
132.0,0.9516129032258065,0.8873271889400922,-0.03867185096847592,0.1643343767045967,-0.017772164588051236,0.07605457248616802,0.07605457248616802,0.3181818181818182,0.3181818181818182,0.19195349896562702,0.026386542645189085,gradient_boosted_trees,60
132.0,0.8737327188940092,0.8373271889400922,-0.08785802602948745,0.1745598287546027,-0.045299730850887246,0.10740030057263669,0.10740030057263669,0.3787878787878788,0.21212121212121213,0.2572123131309396,0.09544053792003632,gradient_boosted_trees,62
132.0,0.8592592592592592,0.7569444444444444,-0.05025492412076706,0.19499275056751192,-0.005408112008819894,0.09867223883276872,0.09867223883276872,0.3333333333333333,0.16666666666666666,0.6829625865728891,0.11817105062329328,gradient_boosted_trees,64
132.0,0.9315886134067952,0.8484848484848485,-0.07352510323919195,0.2079956023124363,-0.04379674029307551,0.07802988362712655,0.07802988362712655,0.30303030303030304,0.19696969696969696,0.161614535521875,0.06118348753343889,gradient_boosted_trees,65
132.0,0.4731404958677686,0.4772727272727273,0.022665197479358128,0.2281942157204915,0.11285665888547977,0.13713075152336218,0.13713075152336218,0.25757575757575757,0.30303030303030304,0.10793969422578809,0.09295060773507469,joint_sequence_transformer,58
