n_events,pid_auc,pid_balanced_accuracy,energy_bias_frac,energy_sigma68_frac,saturated_energy_bias_frac,saturated_energy_sigma68_frac,saturation_recovery_error,pileup_miss_rate,false_split_rate,pid_boundary_drift,pedestal_calibration_transfer,method,heldout_run
132.0,0.5046082949308756,0.48294930875576036,0.025475487712047752,0.20930107666919262,0.09277754448426509,0.09442522405691064,0.09442522405691064,0.3939393939393939,0.2727272727272727,0.0572619783878327,0.1673225675672896,joint_sequence_transformer,60
132.0,0.5527649769585254,0.511520737327189,-0.022712129498289983,0.2346402821656143,0.08417702686843936,0.1306178942784932,0.1306178942784932,0.3787878787878788,0.21212121212121213,0.05120556324720388,0.045732703381740764,joint_sequence_transformer,62
132.0,0.5113425925925927,0.5152777777777777,-0.026662582322273067,0.23644412817649563,0.14763992104777532,0.1427091694287056,0.1427091694287056,0.3181818181818182,0.16666666666666666,0.07694665461778644,0.321368546765314,joint_sequence_transformer,64
132.0,0.5656565656565656,0.5909090909090908,-0.033667226648403686,0.23954454998069472,0.07367402500664706,0.11497084743358321,0.11497084743358321,0.3181818181818182,0.15151515151515152,0.027073089182376886,0.2456672781127796,joint_sequence_transformer,65
132.0,0.7956841138659321,0.7045454545454546,-0.07377655919573027,0.2318027956165371,-0.062332492436323106,0.20332403314879793,0.20332403314879793,0.2727272727272727,0.36363636363636365,0.041473768702925795,0.067461178847847,mlp,58
132.0,0.7997695852534562,0.7064516129032259,-0.0063117942459967515,0.29155588751439315,0.04787663064884131,0.26387449468140606,0.26387449468140606,0.3181818181818182,0.36363636363636365,0.0490422496766269,0.11199826689735083,mlp,60
132.0,0.8209677419354838,0.7387096774193549,-0.09052453264157431,0.27035888905478644,0.013333141630619598,0.17023130301932904,0.17023130301932904,0.36363636363636365,0.3181818181818182,0.039239356591901364,0.07374410729045408,mlp,62
132.0,0.7201388888888889,0.7055555555555555,-0.07874913053211927,0.2626860765289767,-0.0023754358269395463,0.17129956968764093,0.17129956968764093,0.30303030303030304,0.21212121212121213,0.02399837804449051,0.05113723061915691,mlp,64
132.0,0.7047750229568411,0.6515151515151516,-0.07490485205865831,0.2289448325702592,-0.05555870028107787,0.12829392905173143,0.12829392905173143,0.22727272727272727,0.19696969696969696,0.013290447399816108,0.04851135278293935,mlp,65
132.0,0.8627180899908173,0.7575757575757576,-0.05627291681794838,0.1901243931829762,-0.01178154330773958,0.13193759111965497,0.13193759111965497,0.21212121212121213,0.3181818181818182,0.030926955344537987,0.0581260222806699,ridge,58
132.0,0.9140552995391705,0.8066820276497696,-0.04755804541968385,0.18713937425073687,0.003596900423311257,0.10893542687551269,0.10893542687551269,0.3333333333333333,0.36363636363636365,0.023425291185802444,0.07250877037965693,ridge,60
132.0,0.8642857142857143,0.7601382488479262,-0.07134521406658922,0.20073973581816526,-0.0162517392910713,0.09126264652663797,0.09126264652663797,0.3787878787878788,0.2727272727272727,0.05089480487206216,0.07408460579863058,ridge,62
132.0,0.7416666666666667,0.7097222222222223,-0.04866619963469371,0.20934410354080368,0.014468556170310122,0.11905547261460579,0.11905547261460579,0.25757575757575757,0.25757575757575757,0.023686655690095537,0.1537252666747412,ridge,64
132.0,0.7890266299357208,0.7196969696969697,-0.07005081748277667,0.2002584966360404,-0.022981219208979806,0.07926405936900463,0.07926405936900463,0.24242424242424243,0.19696969696969696,0.05197087920185234,0.08878919295556302,ridge,65
132.0,0.9226354453627181,0.8863636363636364,-0.04550751261422538,0.1459854173539375,-0.020958849561433616,0.08080124331061389,0.08080124331061389,0.24242424242424243,0.3333333333333333,0.4331251380764308,0.04306499646437629,template_residual_boosted_stack_new,58
132.0,0.9370967741935483,0.8711981566820277,-0.03071654387188172,0.1772065292018864,-0.028318062909115024,0.08011477327411586,0.08011477327411586,0.36363636363636365,0.3333333333333333,0.18014390978584122,0.018115612179406118,template_residual_boosted_stack_new,60
132.0,0.8838709677419355,0.8444700460829493,-0.06713799183904197,0.1707450668068404,-0.029820804403196618,0.0963013510962612,0.0963013510962612,0.3787878787878788,0.22727272727272727,0.3354018805616039,0.08069684290179466,template_residual_boosted_stack_new,62
132.0,0.8365740740740741,0.7777777777777777,-0.048639333770029575,0.1964929084405732,0.013616490439232572,0.08763286650861873,0.08763286650861873,0.3939393939393939,0.16666666666666666,0.3111405851513182,0.1552617237844279,template_residual_boosted_stack_new,64
132.0,0.9292929292929293,0.8560606060606061,-0.05798908671274816,0.20253258235650504,-0.014808637167403934,0.08319697580707647,0.08319697580707647,0.3181818181818182,0.18181818181818182,0.5058572333115132,0.1018988897794161,template_residual_boosted_stack_new,65
