method,n_events,pid_auc,pid_balanced_accuracy,energy_bias_frac,energy_sigma68_frac,saturated_energy_bias_frac,saturated_energy_sigma68_frac,saturation_recovery_error,pileup_miss_rate,false_split_rate,pid_boundary_drift,pedestal_calibration_transfer,pid_auc_ci_low,pid_auc_ci_high,pid_balanced_accuracy_ci_low,pid_balanced_accuracy_ci_high,energy_bias_frac_ci_low,energy_bias_frac_ci_high,energy_sigma68_frac_ci_low,energy_sigma68_frac_ci_high,saturated_energy_bias_frac_ci_low,saturated_energy_bias_frac_ci_high,saturated_energy_sigma68_frac_ci_low,saturated_energy_sigma68_frac_ci_high,saturation_recovery_error_ci_low,saturation_recovery_error_ci_high,pileup_miss_rate_ci_low,pileup_miss_rate_ci_high,false_split_rate_ci_low,false_split_rate_ci_high,pid_boundary_drift_ci_low,pid_boundary_drift_ci_high,pedestal_calibration_transfer_ci_low,pedestal_calibration_transfer_ci_high,winner_score,family
gradient_boosted_trees,660.0,0.9105568615927123,0.8442734352042316,-0.056976050322987776,0.18022649497804566,-0.026446879452467018,0.09262675997114728,0.09262675997114728,0.30606060606060603,0.24545454545454545,0.1924090773684396,0.013592867723701212,0.8780723340447454,0.9373920393987284,0.8002281424786577,0.8793409870500656,-0.07481621217125686,-0.04164063406268941,0.16449320246615334,0.2012403768919843,-0.0399773533546559,-0.010457548121242624,0.07804699715999458,0.10418627016137699,0.07804699715999458,0.10418627016137699,0.25757575757575757,0.3500757575757575,0.18931818181818183,0.301590909090909,0.1371472723409034,0.5859980927551962,0.0026688894436989186,0.09385969213254683,0.2981587197793549,gradient_boosted_trees
template_residual_boosted_stack_new,660.0,0.9043582868057596,0.8488282397884219,-0.04876028038477051,0.17731972692193762,-0.017043107207244085,0.08807505569299356,0.08807505569299356,0.3393939393939394,0.24848484848484848,0.21111110530408767,0.027846444865969475,0.8688272476850248,0.9287184387518836,0.8094606542882405,0.8748667720239627,-0.06073521858105739,-0.04017108963158473,0.16206448557496594,0.19897385785622415,-0.027335654180426307,0.007193211218337058,0.0800198234424519,0.09574229859007324,0.0800198234424519,0.09574229859007324,0.29234848484848486,0.3803787878787878,0.18325757575757576,0.31212121212121213,0.08030690491955683,0.5323787340842953,0.006842926765484675,0.12393695009904547,0.3001384804936631,new_architecture
ridge,660.0,0.8377993682045254,0.752681457537467,-0.05880575087381948,0.20625039972120937,-0.008256627884831665,0.10615882478414673,0.10615882478414673,0.28484848484848485,0.2818181818181818,0.009771823578334615,0.049136028126770856,0.7808274544385655,0.8823734793634459,0.7247755372387401,0.7800983027134494,-0.06801347055882509,-0.05045275713611482,0.19124509097977913,0.21181806240192189,-0.02166807304618144,0.010958423698566198,0.08768160973143391,0.11954925737355147,0.08768160973143391,0.11954925737355147,0.23333333333333334,0.3424242424242424,0.23333333333333334,0.3333333333333333,0.009771823578334615,0.04964112237510286,0.013074936896014522,0.10155516444490008,0.3393284855830702,ridge
1d_cnn,660.0,0.8360454011166618,0.7771451660299735,-0.09661671716753364,0.19562244534430467,-0.017988181316881267,0.11473366289088116,0.11473366289088116,0.2878787878787879,0.2515151515151515,0.11254371878563929,0.07726229196790763,0.7971718916534969,0.8704576414712271,0.74219353414984,0.8161756592739711,-0.11654105677597404,-0.07888279881983226,0.1827372702967493,0.21084342209469972,-0.03626801188088622,-0.007547912597656371,0.09074286433261307,0.1300427991285895,0.09074286433261307,0.1300427991285895,0.24848484848484848,0.3151515151515151,0.1787878787878788,0.32727272727272727,0.03614742634255663,0.19470954069756508,0.04037828458177847,0.13418275172265412,0.3475936972513647,1d_cnn
mlp,660.0,0.7687518366147518,0.7025969732588893,-0.0674690369227336,0.26089181319974253,-0.005842598126330884,0.1969440755700962,0.1969440755700962,0.296969696969697,0.2909090909090909,0.021139736741121073,0.031011484380090278,0.7274449225789842,0.8063767902507272,0.6739969135802468,0.7261353615520282,-0.08599824630062383,-0.0340807749005905,0.24008308743667908,0.27410454955065583,-0.05331642940761209,0.02570177305212643,0.14669700776567735,0.2488035155944333,0.14669700776567735,0.2488035155944333,0.2606060606060606,0.3333333333333333,0.22871212121212123,0.35454545454545455,0.006772025814491711,0.051259381762618156,0.016395805198297836,0.07453624097363377,0.45155543840545126,mlp
joint_sequence_transformer,660.0,0.5212679988245665,0.5147112841610344,-0.006627829181948907,0.23787376782454747,0.1017781380995043,0.12678907895971245,0.12678907895971245,0.3333333333333333,0.22121212121212122,0.034810477793216776,0.16219501007954132,0.49242396414928,0.5517466206288569,0.48583970026447254,0.553474953140505,-0.027376814688759406,0.01588958112270311,0.22320310848521807,0.2449932621589272,0.07993905652428021,0.1343009194595335,0.10775773969498645,0.14757430413473774,0.10775773969498645,0.14757430413473774,0.29393939393939394,0.37575757575757573,0.16666666666666666,0.26666666666666666,0.017385479971766427,0.08466598391532904,0.0998325110446206,0.27033579900392485,0.4957740622242132,transformer_sequence_model
deltaE_over_E_likelihood_template,660.0,0.7880179253599765,0.7678886276814576,-1.0,0.48805829362110725,-1.0,0.51251088190812,0.51251088190812,0.6878787878787879,0.09393939393939393,0.039746687593441354,0.0,0.7399809016246983,0.8297530228968356,0.7408087473566478,0.8004608294930875,-1.0,-1.0,0.47988844848125756,0.4990163646589846,-1.0,-1.0,0.49512740522734894,0.521718107340361,0.49512740522734894,0.521718107340361,0.6393939393939394,0.7272727272727273,0.0696969696969697,0.1303030303030303,0.02634526106467483,0.07826448801144804,0.0,0.0,0.8906358002026047,traditional
