method,feature_group,pedestal_rmse_adc,pedestal_width68_adc,timing_tail_gt5_fraction
ridge,full_target_excluded,463.09722318606464,85.91316128157123,0.004855715871254162
gradient_boosted_trees,full_target_excluded,229.32146753689756,21.944881544056297,0.02109063536758761
mlp,full_target_excluded,323.1197482535214,37.508109638970126,0.02937848371820125
one_dimensional_cnn,full_target_excluded,338.41271724489917,30.915986791622437,0.018026711418781902
target_masked_residual_cnn,full_target_excluded,244.3379952914751,37.47112005006033,0.013211311226126867
