method,n,mean_bias_adc,mean_bias_ci_low_adc,mean_bias_ci_high_adc,mae_adc,mae_ci_low_adc,mae_ci_high_adc,rmse_adc,width68_adc,width68_ci_low_adc,width68_ci_high_adc
ml_hist_gradient_boosting,5000,3.9666156560319292,-0.2087503639287981,8.063930716694433,32.143065784108025,24.26226286817656,40.771582978565625,161.65391139326456,13.262164723133429,12.953712856917685,13.786368827485703
traditional_mean3,5000,0.38840000000000036,-6.695234999999976,7.511900000000017,35.89119999999999,22.834373333333293,48.20591666666681,219.14095240785602,10.33333333333303,9.991666666666674,11.0
traditional_stave_sample_offset_median3,5000,-1.7828,-10.06326,6.230004999999997,37.374,27.611765000000002,50.360265,247.1035944700117,11.0,10.0,11.0
traditional_median3,5000,-1.9086,-9.28772,5.380289999999991,37.385,25.699025000000002,48.963454999999996,247.1506831874029,11.0,10.0,11.0
