stratum,method,n,bias,res68,mae,res68_ci95,bias_ci95,mae_ci95
all_heldout,mlp,167683,0.00039228856563566783,0.014764632463455211,0.051025872791289915,"[0.011339423072934209, 0.019939244936704636]","[-0.0005504665523767604, 0.0015524894297122822]","[0.03934820857740816, 0.06325940734600236]"
all_heldout,traditional_clipped_template,167683,0.0007629552563180875,0.02869313668007433,0.14168626178262286,"[0.026171103741122602, 0.031241319826611262]","[-0.0004593167656901248, 0.002056032181206539]","[0.10978271206836289, 0.17408817277810876]"
all_heldout,gradient_boosted_trees,167683,-0.012312542613999056,0.03243900732053569,0.07715276951252414,"[0.0297805489846014, 0.035563884600328104]","[-0.013963726316050695, -0.010926886098314407]","[0.05986231556444943, 0.09296736268332395]"
all_heldout,1d_cnn,167683,-0.0032300943136215343,0.036791129708290085,0.08704581852686794,"[0.03233902256190776, 0.042748887354433544]","[-0.008947556242346777, 0.0024554087221622307]","[0.07038832949988665, 0.10212236094600212]"
all_heldout,waveform_transformer,167683,-0.020317732095718383,0.050060551178455384,0.09235674360238115,"[0.04351444371968508, 0.05711113867849109]","[-0.02370420412719251, -0.017057068400084974]","[0.07766803404930978, 0.10867819171917284]"
all_heldout,gated_residual_cnn,167683,0.011386588811874376,0.06378184584379198,0.11552059571626996,"[0.05570894293308261, 0.07276122855335473]","[0.007864915337413536, 0.014374698176980005]","[0.09337697516052891, 0.13563619771377908]"
near_knee,mlp,58021,-0.0021624559164047374,0.00929690492153168,0.01662176532621706,"[0.008611605041325103, 0.010532372002601636]","[-0.0025910826027393473, -0.0013536837436258931]","[0.013099947309598781, 0.02235341428659386]"
near_knee,traditional_clipped_template,58021,0.0010475268950440458,0.031232513219182956,0.05578790775399583,"[0.02941938883482682, 0.03388789538179266]","[-0.001350965609749684, 0.003099829569593298]","[0.04663404996651658, 0.07181407507052122]"
near_knee,gradient_boosted_trees,58021,-0.01717295270261368,0.02981507834497125,0.03677110768432762,"[0.027515529383792633, 0.03405536223627365]","[-0.0195306716956047, -0.016229393256085935]","[0.03155014294760258, 0.045955337148150734]"
near_knee,1d_cnn,58021,0.009195588529109955,0.02974268555641173,0.03668173396309334,"[0.027337215622365466, 0.0345862216532231]","[0.0061413892805576254, 0.010818603850901113]","[0.03145232228819378, 0.0481256487011753]"
near_knee,waveform_transformer,58021,-0.014406337738037123,0.035650699615478565,0.04621459118768794,"[0.032440959617495546, 0.041878017318844794]","[-0.017818025842309012, -0.012613380089402213]","[0.03860617325495962, 0.05931232886838147]"
near_knee,gated_residual_cnn,58021,0.0204442000389099,0.047829172849655134,0.052318083266582924,"[0.044866673069596304, 0.052849202985167515]","[0.018410729274153697, 0.021753980420529843]","[0.04674192141107906, 0.06453949464910216]"
hard_saturated,mlp,42254,-0.0024121546745300426,0.010166402411460865,0.016492081279116784,"[0.009365005857944498, 0.01175634565949441]","[-0.002945689298212528, -0.0014247368015348916]","[0.013139341846904833, 0.02247390061375761]"
