stratum,method,n,bias,res68,mae,res68_ci95,bias_ci95,mae_ci95
hard_saturated,traditional_clipped_template,42254,0.000833718905473721,0.03349418682609634,0.054183189937462684,"[0.031186438890974864, 0.036104897432716686]","[-0.001962521366559309, 0.003847972297383312]","[0.04511157504504193, 0.06730425588104155]"
hard_saturated,gradient_boosted_trees,42254,-0.021126312238353304,0.030965811066262724,0.0377975851967568,"[0.02929312404136863, 0.034088393920343844]","[-0.022996279626152742, -0.020198332441228452]","[0.0329375886406572, 0.04743339083215148]"
hard_saturated,1d_cnn,42254,0.013794683814048747,0.033621695041656484,0.03786747069879234,"[0.03147448605000973, 0.037987795557677735]","[0.010415646076202392, 0.015748594164848313]","[0.03295352370489428, 0.04869585887635401]"
hard_saturated,waveform_transformer,42254,-0.014794170558452613,0.03691997617483139,0.04437169040815781,"[0.03367853545099497, 0.04207541454583407]","[-0.01685743644833566, -0.013061090707778944]","[0.03734816071259314, 0.05458159002155004]"
hard_saturated,gated_residual_cnn,42254,0.023873254954814904,0.05012925083637237,0.050609820960852626,"[0.047138850384354586, 0.05418319102585314]","[0.02160139794275164, 0.025589019283652294]","[0.04465451703043002, 0.060472541602237674]"
pileup_multiplicity_ge2,mlp,18979,-0.03141129612922669,0.07333924655914306,0.10688528867210059,"[0.07110036817193031, 0.07814801420986656]","[-0.03497378839552402, -0.03012897665798665]","[0.10167222405575385, 0.11239435537827495]"
pileup_multiplicity_ge2,traditional_clipped_template,18979,-0.014252655485711752,0.1864530314532596,0.27533773710832515,"[0.1520291156381197, 0.22355388382769537]","[-0.035374065862478696, -0.009855282408772651]","[0.25885118487938424, 0.29726963126089345]"
pileup_multiplicity_ge2,gradient_boosted_trees,18979,-0.02678887200023336,0.08281305996357931,0.16136477373870223,"[0.06826701802428664, 0.10987490987867093]","[-0.03126745010742644, -0.02517610647942228]","[0.15672694180627086, 0.1690416175188438]"
pileup_multiplicity_ge2,1d_cnn,18979,-0.03307483732700345,0.10900502951145175,0.13397019762281823,"[0.10519855465412141, 0.11136959366917612]","[-0.03915249900519848, -0.018497100710868825]","[0.12999705583208332, 0.13710697414824366]"
pileup_multiplicity_ge2,waveform_transformer,18979,0.018210688233375544,0.08093983383178713,0.1329797957735553,"[0.07534320272833107, 0.09186356270819902]","[0.013024000998586409, 0.020441196680068965]","[0.12934119583054737, 0.1370815770162404]"
pileup_multiplicity_ge2,gated_residual_cnn,18979,0.023537771105766297,0.1274405648469925,0.18354698425930552,"[0.12316399855196476, 0.1386252115768194]","[0.01380831386893986, 0.026868316948413837]","[0.17647157684700035, 0.18664011046015339]"
high_recovery_tail,mlp,52336,0.0010906314849853382,0.01661866438388825,0.020564560901985208,"[0.012708224236965182, 0.02089081048667434]","[-0.00016798620298504703, 0.0021454241871833807]","[0.017699946928980862, 0.023266951792948683]"
high_recovery_tail,traditional_clipped_template,52336,0.007272239888901549,0.02014180477591356,0.03722759549875674,"[0.019580190172260238, 0.020813965972170632]","[0.006472440465047032, 0.008116875683880719]","[0.03251613664599357, 0.04221855839144243]"
high_recovery_tail,gradient_boosted_trees,52336,-0.026230381938420824,0.03422630783172818,0.04163238059153758,"[0.03322513318408271, 0.035261343616995025]","[-0.026930665400282564, -0.02520863141532343]","[0.03858299942771357, 0.04393452277581391]"
high_recovery_tail,1d_cnn,52336,-0.017961404025554656,0.03676784002780914,0.04256338362778059,"[0.03210104429304602, 0.0418113472938538]","[-0.02076274912804365, -0.01493822535127402]","[0.03698999520315546, 0.04759238520813654]"
high_recovery_tail,waveform_transformer,52336,-0.026222738176584243,0.047810111165046694,0.04881559862598073,"[0.04506474640220405, 0.05025083489239216]","[-0.02805235881358385, -0.024118812397122377]","[0.045336029562870375, 0.051853017408218585]"
high_recovery_tail,gated_residual_cnn,52336,0.014556043744087213,0.06394247645139695,0.061798501079217305,"[0.05669474691689016, 0.0702660866832733]","[0.012005945019423977, 0.017276990845799443]","[0.05496086352641575, 0.0677175678038688]"
high_pedestal_drift,mlp,41524,-0.0008861376345157684,0.06942760752439502,0.15865601476845378,"[0.032372742350697724, 0.11365560697019075]","[-0.0015828365087509288, 4.776665568350179e-05]","[0.1226146525695516, 0.19596389075288861]"
high_pedestal_drift,traditional_clipped_template,41524,0.004783874421159066,0.2610804369241203,0.4590796283909811,"[0.08916740804519468, 0.4897375148415274]","[0.0030755736557836868, 0.0061701850410674115]","[0.3505552183756162, 0.549421821692311]"
high_pedestal_drift,gradient_boosted_trees,41524,-0.012587754851567379,0.1264063103001619,0.21265992812357837,"[0.05355356992689399, 0.23915458218583038]","[-0.013765988642724568, -0.01138338962219209]","[0.16712326687306475, 0.26443241258352157]"
high_pedestal_drift,1d_cnn,41524,0.0035208360850811082,0.13309295959472667,0.24789915393579431,"[0.06400195780992507, 0.21520022320181154]","[-0.0011608184427022786, 0.006815132945775982]","[0.19721821026763167, 0.29391895073800206]"
high_pedestal_drift,waveform_transformer,41524,-0.012957475483417524,0.1500353187561036,0.23375326180340308,"[0.07992648559212685, 0.22211681580543527]","[-0.015292795717716218, -0.010443923834711313]","[0.1895559324265372, 0.2749494219364661]"
high_pedestal_drift,gated_residual_cnn,41524,0.00574196964502334,0.20475513381958008,0.2942889721030334,"[0.10358160032004118, 0.3054853008508685]","[0.0035516525581479087, 0.0077157574146985855]","[0.23832797216122892, 0.34938502335454935]"
large_timing_bias_proxy,mlp,74184,0.003186711668968209,0.022791211462021017,0.0689575102925703,"[0.01908257116377355, 0.02708732923686506]","[0.002073739729821683, 0.004299480751156821]","[0.0566139694763605, 0.08290826216283163]"
large_timing_bias_proxy,traditional_clipped_template,74184,-0.00018792834253995166,0.02414398341895564,0.1723103711831038,"[0.02255665467334506, 0.02626562219923031]","[-0.0017933101919256895, 0.0008991513380079229]","[0.13965054068079594, 0.2063955809438168]"
large_timing_bias_proxy,gradient_boosted_trees,74184,-0.02053738382126491,0.03630235569144888,0.08806673635253714,"[0.034490513079823114, 0.03881476628448172]","[-0.021929274116615365, -0.01924517132754724]","[0.07490102564773435, 0.10040267939720027]"
large_timing_bias_proxy,1d_cnn,74184,-0.016926130950450896,0.04514889838695526,0.11244771578413458,"[0.03942362110972405, 0.05105697439312935]","[-0.019375101193785653, -0.01402097374200821]","[0.09256479239510106, 0.1317528110009499]"
large_timing_bias_proxy,waveform_transformer,74184,-0.023512973189353942,0.0540248818397522,0.10258153798157461,"[0.0495849086290598, 0.05830114995419978]","[-0.024950402133166776, -0.021999670006334765]","[0.08893451828876071, 0.11713092735952259]"
large_timing_bias_proxy,gated_residual_cnn,74184,0.009684634655714036,0.07116455869674684,0.13870247030515215,"[0.0638329294383526, 0.0778411546690762]","[0.006315650887787357, 0.01268263914063597]","[0.11740805542190157, 0.15989098975355512]"
