method,taxon,n_target,n_matched_normal,n_veto_positive,timing_tail_enrichment,charge_bias_delta,baseline_excursion_rate,pileup_score_delta,target_stratum_ap,recover_veto_ap,recover_fraction,veto_fraction
traditional_p09a_frozen_template,novel_delayed_peak,1581,6972,365,0.0,-4.819252967834473,0.0,14.656165965352722,0.43338042951105227,0.1422341198647524,0.7691334598355472,0.23086654016445288
traditional_p09a_frozen_template,novel_broad_template_mismatch,162,6972,1,0.0,2.1761391162872314,0.0,0.2168396774915149,0.052776429008459164,0.01694915254237288,0.9938271604938271,0.006172839506172839
traditional_p09a_frozen_template,combined_target_taxa,1743,6972,366,0.0,-4.514383316040039,0.0,14.57914321212365,0.4407745849036931,0.13451056780821802,0.7900172117039587,0.2099827882960413
ml_pca_ae_latent_isolation,novel_delayed_peak,1581,6972,365,0.0,-4.819252967834473,0.0,14.656165965352722,0.7885397176342424,0.19528205660932318,0.7691334598355472,0.23086654016445288
ml_pca_ae_latent_isolation,novel_broad_template_mismatch,162,6972,1,0.0,2.1761391162872314,0.0,0.2168396774915149,0.06428240551995312,1.0,0.9938271604938271,0.006172839506172839
ml_pca_ae_latent_isolation,combined_target_taxa,1743,6972,366,0.0,-4.514383316040039,0.0,14.57914321212365,0.7723471292431235,0.19767327672957175,0.7900172117039587,0.2099827882960413
