run,window,method,n_events,timing_tail_frac_abs_gt5ns,timing_resid_mad_ns,q_template_median,q_template_p95,amp_ratio_median,observed_timing_tail_frac_abs_gt5ns,observed_q_template_median,timing_tail_delta_vs_observed,q_template_shift_vs_observed
58,observed,observed_saturated,16,0.6875,10.541076447961046,0.19857932785404564,0.4820678587328418,1.0,0.6875,0.19857932785404564,0.0,0.0
58,s3,traditional_template,11,0.6363636363636364,6.586532536933831,0.2019827980387819,0.5489520287137939,1.0,0.6875,0.19857932785404564,-0.051136363636363646,0.0034034701847362736
58,s3,gbr_masked,16,0.6875,11.024482661622386,0.2181534497191914,0.45069449839442643,1.2897031823217586,0.6875,0.19857932785404564,0.0,0.01957412186514576
58,s3,mlp_masked,16,0.6875,11.058321779969475,0.21158763644408798,0.4531810594717267,1.2430542474196193,0.6875,0.19857932785404564,0.0,0.013008308590042345
58,s4,traditional_template,11,0.6363636363636364,8.514082679276541,0.41637377192951974,0.47964814568652275,1.14359121181828,0.6875,0.19857932785404564,-0.051136363636363646,0.2177944440754741
58,s4,gbr_masked,16,0.6875,11.033842089348529,0.22070447080840774,0.4498916592288192,1.280193120907417,0.6875,0.19857932785404564,0.0,0.022125142954362104
58,s4,mlp_masked,16,0.6875,10.982005666470474,0.211218567746291,0.4552996834107803,1.2139354438135759,0.6875,0.19857932785404564,0.0,0.012639239892245357
58,s5,traditional_template,16,0.625,9.29218394506367,0.3309298085554963,0.4377933576402569,1.7362753596018643,0.6875,0.19857932785404564,-0.0625,0.13235048070145067
58,s5,gbr_masked,16,0.6875,11.027868405177617,0.21706601680453952,0.4510914990914874,1.276474968142973,0.6875,0.19857932785404564,0.0,0.01848668895049388
58,s5,mlp_masked,16,0.6875,10.276629302083947,0.20751046166627551,0.45714669649592377,1.159009885646502,0.6875,0.19857932785404564,0.0,0.008931133812229874
58,s6,traditional_template,16,0.6875,10.663576436098928,0.19864006130850304,0.4820678587328418,1.0,0.6875,0.19857932785404564,0.0,6.073345445739564e-05
58,s6,gbr_masked,16,0.6875,10.851656166752992,0.22232926581686646,0.44958356708951275,1.3174574306782485,0.6875,0.19857932785404564,0.0,0.023749937962820822
58,s6,mlp_masked,16,0.6875,11.498471538071247,0.19927586395289168,0.4572537611769723,1.0871670276924017,0.6875,0.19857932785404564,0.0,0.0006965360988460401
58,s7,traditional_template,16,0.6875,10.569001681281215,0.19857932785404564,0.4820678587328418,1.0,0.6875,0.19857932785404564,0.0,0.0
58,s7,gbr_masked,16,0.6875,10.972871990228047,0.21415206572289244,0.45140820958972105,1.1729623630253283,0.6875,0.19857932785404564,0.0,0.015572737868846803
58,s7,mlp_masked,16,0.75,9.48359112765143,0.1997204884382841,0.44744583899291385,1.1336054502347874,0.6875,0.19857932785404564,0.0625,0.0011411605842384653
58,w2_4,traditional_template,11,0.6363636363636364,8.520211121198528,0.41630141766224865,0.4796440144088373,1.1429647046045368,0.6875,0.19857932785404564,-0.051136363636363646,0.217722089808203
58,w2_4,gbr_masked,16,0.6875,11.022792878684893,0.21918042888062877,0.4505853110069404,1.2911120063601769,0.6875,0.19857932785404564,0.0,0.020601101026583135
58,w2_4,mlp_masked,16,0.6875,11.00608667156046,0.21987719746129247,0.452017876708819,1.2684241359862836,0.6875,0.19857932785404564,0.0,0.021297869607246833
58,w3_5,traditional_template,15,0.6,8.259413815707227,0.3308626080263194,0.4427264440671101,1.862941002227798,0.6875,0.19857932785404564,-0.08750000000000002,0.13228328017227375
58,w3_5,gbr_masked,16,0.6875,10.68374797779068,0.21740351513094192,0.4457743035179431,1.2236836180758006,0.6875,0.19857932785404564,0.0,0.018824187276896276
58,w3_5,mlp_masked,16,0.6875,10.579189110977431,0.20156641702594935,0.456727201055134,1.1484545755718265,0.6875,0.19857932785404564,0.0,0.002987089171903712
58,w4_6,traditional_template,16,0.6875,9.290835991897268,0.3255963045305311,0.47097733896052746,1.4582928094048517,0.6875,0.19857932785404564,0.0,0.12701697667648548
58,w4_6,gbr_masked,16,0.75,10.583790113793441,0.2098976011365392,0.44674097558283243,1.1832452524663104,0.6875,0.19857932785404564,0.0625,0.011318273282493574
58,w4_6,mlp_masked,16,0.75,11.018274483743298,0.21344619781937124,0.45094483281413944,1.260812958771583,0.6875,0.19857932785404564,0.0625,0.014866869965325602
58,w5_7,traditional_template,16,0.6875,10.530352808962448,0.1988173016056154,0.4820678587328418,1.0468715023421789,0.6875,0.19857932785404564,0.0,0.0002379737515697533
58,w5_7,gbr_masked,16,0.75,9.670246105409117,0.2031408905816457,0.45044280369150336,1.169660188817133,0.6875,0.19857932785404564,0.0625,0.004561562727600055
58,w5_7,mlp_masked,16,0.75,9.831451829862988,0.20082251499331827,0.4678318809738816,1.0273394226809083,0.6875,0.19857932785404564,0.0625,0.002243187139272629
58,w3_7,traditional_template,16,0.6875,10.527746388471002,0.1989253920681581,0.4820678587328418,1.046668729799439,0.6875,0.19857932785404564,0.0,0.000346064214112457
58,w3_7,gbr_masked,16,0.75,9.704628788644214,0.20101387866813047,0.45008475825817873,1.1317807315272967,0.6875,0.19857932785404564,0.0625,0.002434550814084835
58,w3_7,mlp_masked,16,0.6875,9.72153769561459,0.19857932785404564,0.46960441302558037,1.0,0.6875,0.19857932785404564,0.0,0.0
58,w2_8,traditional_template,16,0.6875,10.541076447961046,0.19864006130850304,0.4820678587328418,1.0,0.6875,0.19857932785404564,0.0,6.073345445739564e-05
58,w2_8,gbr_masked,16,0.75,10.42340312860263,0.1978061772759005,0.44637685812054456,1.1261011636444584,0.6875,0.19857932785404564,0.0625,-0.0007731505781451431
58,w2_8,mlp_masked,16,0.75,8.438321710407262,0.20295768159432617,0.4545408751675093,1.1759406243108632,0.6875,0.19857932785404564,0.0625,0.004378353740280533
59,observed,observed_saturated,90,0.6111111111111112,6.153411695703877,0.21727642664917546,0.6126737867037126,1.0,0.6111111111111112,0.21727642664917546,0.0,0.0
59,s3,traditional_template,29,0.2413793103448276,3.0865278539874126,0.16881630565352387,0.5547804644024693,1.0,0.6111111111111112,0.21727642664917546,-0.36973180076628354,-0.048460120995651584
59,s3,gbr_masked,90,0.6,6.476653750317386,0.2433933813537938,0.5549685827334525,1.27675229608445,0.6111111111111112,0.21727642664917546,-0.011111111111111183,0.026116954704618334
59,s3,mlp_masked,90,0.5888888888888889,6.362615354851961,0.23877638232146292,0.5592110255061016,1.2571476769069583,0.6111111111111112,0.21727642664917546,-0.022222222222222254,0.021499955672287463
59,s4,traditional_template,33,0.5454545454545454,5.907460922066875,0.3501150936727062,0.47836960820611607,1.550494386119626,0.6111111111111112,0.21727642664917546,-0.06565656565656575,0.13283866702353075
59,s4,gbr_masked,90,0.5777777777777777,6.448695964273185,0.24941703437627033,0.5505104763008398,1.2897217087784125,0.6111111111111112,0.21727642664917546,-0.03333333333333344,0.03214060772709487
59,s4,mlp_masked,90,0.6,6.955446145320458,0.25628962260183896,0.5440007861610149,1.2853052824751916,0.6111111111111112,0.21727642664917546,-0.011111111111111183,0.039013195952663504
59,s5,traditional_template,90,0.6666666666666666,8.192907696469334,0.37930997290713453,0.5123585470910572,2.228150367964582,0.6111111111111112,0.21727642664917546,0.05555555555555547,0.16203354625795907
59,s5,gbr_masked,90,0.5888888888888889,6.732033755415973,0.24516737743950323,0.5480181146682485,1.2943099844936699,0.6111111111111112,0.21727642664917546,-0.022222222222222254,0.027890950790327773
59,s5,mlp_masked,90,0.6111111111111112,6.5019102522690915,0.2258988570111159,0.5615709308238914,1.1472046912053622,0.6111111111111112,0.21727642664917546,0.0,0.008622430361940436
59,s6,traditional_template,90,0.5666666666666667,6.145443462935397,0.21727642664917546,0.6126737867037126,1.0,0.6111111111111112,0.21727642664917546,-0.04444444444444451,0.0
59,s6,gbr_masked,90,0.5888888888888889,6.456112856532954,0.24696660643221136,0.569434239244838,1.3127175086530878,0.6111111111111112,0.21727642664917546,-0.022222222222222254,0.029690179783035897
59,s6,mlp_masked,90,0.6222222222222222,6.799697072580042,0.22848866166869897,0.5459097919358429,1.1794428313434848,0.6111111111111112,0.21727642664917546,0.011111111111111072,0.011212235019523509
59,s7,traditional_template,90,0.6111111111111112,6.153411695703877,0.21727642664917546,0.6126737867037126,1.0,0.6111111111111112,0.21727642664917546,0.0,0.0
59,s7,gbr_masked,90,0.5555555555555556,6.387969354252373,0.22660195314897458,0.5513623062365047,1.1691750477598553,0.6111111111111112,0.21727642664917546,-0.05555555555555558,0.00932552649979912
59,s7,mlp_masked,90,0.5777777777777777,6.3650448679026965,0.2265839414438769,0.5220313181969031,1.1886843576263213,0.6111111111111112,0.21727642664917546,-0.03333333333333344,0.009307514794701433
59,w2_4,traditional_template,31,0.5483870967741935,5.596084041866128,0.31915025113194667,0.485838412792008,1.8277523717948991,0.6111111111111112,0.21727642664917546,-0.06272401433691766,0.10187382448277121
59,w2_4,gbr_masked,90,0.5888888888888889,6.040090732173059,0.2418369971776281,0.5600039301835169,1.280533091601201,0.6111111111111112,0.21727642664917546,-0.022222222222222254,0.024560570528452647
59,w2_4,mlp_masked,90,0.6111111111111112,6.153411695703877,0.21727642664917546,0.6126737867037126,1.0,0.6111111111111112,0.21727642664917546,0.0,0.0
59,w3_5,traditional_template,82,0.6585365853658537,8.274924249548196,0.3779269413827998,0.47169006179220485,2.311557599979782,0.6111111111111112,0.21727642664917546,0.04742547425474253,0.16065051473362435
59,w3_5,gbr_masked,90,0.5333333333333333,5.892467975545571,0.23021063258325647,0.5480093363157875,1.1754660848127554,0.6111111111111112,0.21727642664917546,-0.07777777777777783,0.012934205934081011
59,w3_5,mlp_masked,90,0.6111111111111112,6.153411695703877,0.21727642664917546,0.6126737867037126,1.0,0.6111111111111112,0.21727642664917546,0.0,0.0
59,w4_6,traditional_template,90,0.6,7.78944432054498,0.37779486350141167,0.6126737867037126,1.568479965033336,0.6111111111111112,0.21727642664917546,-0.011111111111111183,0.1605184368522362
59,w4_6,gbr_masked,90,0.5666666666666667,6.455243820277822,0.22921787332001084,0.5408060137572209,1.167601042450912,0.6111111111111112,0.21727642664917546,-0.04444444444444451,0.011941446670835382
59,w4_6,mlp_masked,89,0.5842696629213483,6.115860727971651,0.21718211688093653,0.6128521787012431,1.0,0.6111111111111112,0.21727642664917546,-0.026841448189762862,-9.430976823893156e-05
59,w5_7,traditional_template,90,0.5888888888888889,6.094012782353854,0.2188111009293116,0.6126737867037126,1.0299122866442814,0.6111111111111112,0.21727642664917546,-0.022222222222222254,0.0015346742801361501
59,w5_7,gbr_masked,90,0.6111111111111112,6.731953392429762,0.22876811880586118,0.5314075882495716,1.1783068982908989,0.6111111111111112,0.21727642664917546,0.0,0.011491692156685718
59,w5_7,mlp_masked,90,0.6111111111111112,6.124524605924478,0.21727642664917546,0.5964418013524596,1.0,0.6111111111111112,0.21727642664917546,0.0,0.0
59,w3_7,traditional_template,90,0.5888888888888889,6.09705537338257,0.21903218989847778,0.6126737867037126,1.030725122978565,0.6111111111111112,0.21727642664917546,-0.022222222222222254,0.0017557632493023223
