method,estimator,n_shared_cells,n_b2_covariances,n_downstream_covariances,b2_signed_cov_ns2,downstream_signed_cov_ns2,b2_minus_downstream_cov_ns2,inferred_correlated_fraction,delta_ci_low_ns2,delta_ci_high_ns2,fraction_ci_low,fraction_ci_high,bootstrap_shared_cells_median,bootstrap_resamples_used
downstream_only_control,winsor_mad,56,168,168,43.33377051316872,0.5323698099790729,42.80140070318965,0.9877146667904818,18.56064762877282,107.11399720544604,0.972179047621942,0.9947671010034823,35.0,500
ml_no_b2_local,winsor_mad,56,168,168,9.45025672580888,0.5534346103573143,8.896822115451565,0.9414370819317669,6.804227486811792,12.88359427943808,0.9049216111726959,0.9610207887385208,35.0,500
ml_shuffled_run_control,winsor_mad,56,168,168,133.01075435535404,2.037808599241996,130.97294575611204,0.9846793696560975,57.05407165971481,430.9960529177024,0.9654243598698575,0.9951188390791991,35.0,500
ml_with_b2_local,winsor_mad,56,168,168,3.9360526508046325,0.38391067373508847,3.552141977069544,0.9024630237970503,1.8645900425190027,6.349188163854574,0.812134502529748,0.9423325851055936,37.0,500
raw_pair_median,median_centered,56,168,168,186.65604130701382,11.404263912866488,175.25177739414733,0.9389022512584597,80.04901068117053,518.3697415705883,0.8592196446980337,0.984038476030302,36.0,500
raw_pair_median,pearson,56,168,168,170.6525867614487,10.896634935933433,159.75595182551527,0.9361472618568297,79.44572799400902,448.7246243987255,0.8715827014846599,0.9822977817017337,35.0,500
raw_pair_median,winsor_mad,56,168,168,12.801259641626377,0.9839435526952586,11.817316088931118,0.9231369739977987,5.557214552762352,27.61613967084345,0.8527218236865297,0.9642219688854348,36.0,500
traditional_saturation_ridge,winsor_mad,56,168,168,30.23469698003232,11.78788986061402,18.446807119418303,0.6101204563618081,10.497351092381846,36.327649398918446,0.45393073985438565,0.7360165772742909,36.0,500
