method,subset,n_covariances,n_runs,mean_abs_cov_ns2,mean_abs_cov_ci_low_ns2,mean_abs_cov_ci_high_ns2,median_abs_cov_ns2,signed_mean_cov_ns2
ml_extra_trees_saturation,all_pair_covariances,300,20,13.575199214140806,8.038366247540475,22.845301839382344,2.52550964888452,7.209915186756339
ml_extra_trees_saturation,both_B2_containing,60,20,26.184864157160668,18.98549619441714,34.059694558547314,21.600486556931415,25.63420378421225
ml_extra_trees_saturation,both_downstream_only,60,20,11.15466838303203,2.167057617723228,27.256495029294552,0.982728673096291,10.384422928823183
ml_extra_trees_saturation,mixed_B2_downstream,180,20,10.178821176837111,4.16559632067378,18.62512412191019,2.0642743155783982,0.010316406915419268
raw_pair_median,all_pair_covariances,300,20,228.5346093364996,167.35735279643026,290.491985899754,15.068802573845682,223.08852655337424
raw_pair_median,both_B2_containing,60,20,1041.840074907271,749.0181431969527,1298.4996498213773,1189.0007715282618,1041.840074907271
raw_pair_median,both_downstream_only,60,20,15.988215009997242,5.787317599956188,37.38139666342183,1.636856312721993,15.41098393711453
raw_pair_median,mixed_B2_downstream,180,20,28.281585588409982,16.314511208662502,45.19628595416012,10.427458676276462,19.39719130749526
traditional_saturation_ridge,all_pair_covariances,300,20,72.1416029705557,57.78475085563221,88.58232051581614,32.56670232008196,37.33860340577444
traditional_saturation_ridge,both_B2_containing,60,20,212.7829941058244,165.88740405189938,276.67714675441204,191.96095082473875,212.7829941058244
traditional_saturation_ridge,both_downstream_only,60,20,35.77234761760481,25.71629324395422,52.89573412191738,24.645288782105865,34.06572909773132
traditional_saturation_ridge,mixed_B2_downstream,180,20,37.38422437644976,26.793770546816354,49.93385352530244,25.341339027897163,-20.051902058227846
