quantity,report_value,reproduced,delta,tolerance,pass
S05c_raw_b2_containing_mean_abs_cov_ns2,1041.84,1041.840074907271,7.490727102776873e-05,0.05,True
S05c_raw_downstream_mean_abs_cov_ns2,15.99,15.988215009997242,-0.0017849900027577803,0.05,True
