method,estimator,delta_ci_low_ns2,delta_ci_high_ns2,fraction_ci_low,fraction_ci_high,bootstrap_shared_cells_median,bootstrap_resamples_used
downstream_only_control,winsor_mad,18.56064762877282,107.11399720544604,0.972179047621942,0.9947671010034823,35.0,500
ml_no_b2_local,winsor_mad,6.804227486811792,12.88359427943808,0.9049216111726959,0.9610207887385208,35.0,500
ml_shuffled_run_control,winsor_mad,57.05407165971481,430.9960529177024,0.9654243598698575,0.9951188390791991,35.0,500
ml_with_b2_local,winsor_mad,1.8645900425190027,6.349188163854574,0.812134502529748,0.9423325851055936,37.0,500
raw_pair_median,median_centered,80.04901068117053,518.3697415705883,0.8592196446980337,0.984038476030302,36.0,500
raw_pair_median,pearson,79.44572799400902,448.7246243987255,0.8715827014846599,0.9822977817017337,35.0,500
raw_pair_median,winsor_mad,5.557214552762352,27.61613967084345,0.8527218236865297,0.9642219688854348,36.0,500
traditional_saturation_ridge,winsor_mad,10.497351092381846,36.327649398918446,0.45393073985438565,0.7360165772742909,36.0,500
