heldout_run,method,stave,n_pulses,monotonicity_violation_fraction,low_amp_pred_median_ns,high_amp_pred_median_ns
58,shuffled_residual_hgb_control,B6,73,0.5416666666666666,0.012344518094837184,-0.009527319172724215
58,shuffled_residual_hgb_control,B8,73,0.4861111111111111,0.04952092137199496,0.0840636537215512
59,analytic_amp_ridge,B4,763,0.36876640419947504,-4.01995738939199,-4.039562237915437
59,analytic_amp_ridge,B6,763,0.3425196850393701,2.548875606771812,2.5071115121559515
59,analytic_amp_ridge,B8,763,0.09317585301837271,1.7979946929564257,1.2491654558004868
59,monotone_binned,B4,763,0.045931758530183726,-4.103631061835898,-4.103631061835898
59,monotone_binned,B6,763,0.0,2.623326745052509,2.623326745052509
59,monotone_binned,B8,763,0.0,1.4803043167833891,1.2995862362913613
59,hierarchical_shared_bins,B4,763,0.0,-3.3833505563304684,-3.3851718987680215
59,hierarchical_shared_bins,B6,763,0.0,2.4475735792061846,2.430506370515502
59,hierarchical_shared_bins,B8,763,0.0,1.4225356230069308,1.3788776906430527
59,ridge,B4,763,0.5131233595800525,-4.231971263885498,-3.9702935218811035
59,ridge,B6,763,0.48031496062992124,2.5138802528381348,2.514737129211426
59,ridge,B8,763,0.4921259842519685,1.8800177574157715,0.8564777374267578
59,gradient_boosted_trees,B4,763,0.4868766404199475,-4.145448095609893,-4.222278809083332
59,gradient_boosted_trees,B6,763,0.4868766404199475,2.3706361991802796,2.3503156335732083
59,gradient_boosted_trees,B8,763,0.49868766404199477,1.9311688241522957,1.1315709581470013
59,mlp,B4,763,0.5091863517060368,-4.063614845275879,-4.198829174041748
59,mlp,B6,763,0.5026246719160105,2.5859389305114746,2.503483295440674
59,mlp,B8,763,0.4921259842519685,1.8581337928771973,0.941119909286499
59,cnn,B4,763,0.49606299212598426,-1.061865210533142,-0.34660233557224274
59,cnn,B6,763,0.5091863517060368,-0.3386164456605911,0.39370471239089966
59,cnn,B8,763,0.5039370078740157,-0.007696465123444796,0.9177029728889465
59,tcn_new_architecture,B4,763,0.5065616797900262,-1.04204523563385,-0.3494861572980881
59,tcn_new_architecture,B6,763,0.5026246719160105,-0.34398093819618225,0.388769268989563
59,tcn_new_architecture,B8,763,0.5,0.013492364203557372,0.9123884439468384
59,amplitude_only_control,B4,763,0.1889763779527559,-4.052379131317139,-4.005031585693359
59,amplitude_only_control,B6,763,0.17454068241469817,2.5383694171905518,2.6011128425598145
59,amplitude_only_control,B8,763,0.049868766404199474,1.7811864614486694,1.119396448135376
59,topology_only_control,B4,763,0.24803149606299213,-4.055145740509033,-4.056302547454834
59,topology_only_control,B6,763,0.24540682414698162,2.542004108428955,2.5408473014831543
59,topology_only_control,B8,763,0.09055118110236221,1.5154550075531006,1.5142982006072998
59,shuffled_residual_hgb_control,B4,763,0.4881889763779528,-0.027635232495795466,0.007225183193368166
59,shuffled_residual_hgb_control,B6,763,0.4881889763779528,-0.014128980556710405,-0.0033491964251129124
59,shuffled_residual_hgb_control,B8,763,0.463254593175853,-0.020670766707915775,-0.02363984559298056
60,analytic_amp_ridge,B4,808,0.15861214374225527,-3.8205820149701317,-4.011374741019019
60,analytic_amp_ridge,B6,808,0.12019826517967781,2.499355469030238,2.2676944849328358
60,analytic_amp_ridge,B8,808,0.07806691449814127,1.7504440298498807,1.045915466269708
60,monotone_binned,B4,808,0.0024783147459727386,-4.0304834643065846,-4.0304834643065846
60,monotone_binned,B6,808,0.0,2.461303500181728,2.461303500181728
60,monotone_binned,B8,808,0.0012391573729863693,1.5691799641248565,0.26734271781924335
60,hierarchical_shared_bins,B4,808,0.0,-3.3056705675158584,-3.3056705675158584
60,hierarchical_shared_bins,B6,808,0.0,2.297301833342858,2.16326660653056
60,hierarchical_shared_bins,B8,808,0.0,1.4899711390209736,1.4309649701692808
60,ridge,B4,808,0.5204460966542751,-4.302421569824219,-4.097917556762695
60,ridge,B6,808,0.4919454770755886,2.2704591751098633,2.19950008392334
60,ridge,B8,808,0.48698884758364314,1.813039779663086,0.4967350959777832
60,gradient_boosted_trees,B4,808,0.4745972738537794,-4.023585432283723,-3.7541982948569625
60,gradient_boosted_trees,B6,808,0.4745972738537794,2.2719194918914907,2.1213550741670844
60,gradient_boosted_trees,B8,808,0.47335811648079307,1.68510397984662,0.488144695854699
60,mlp,B4,808,0.5117719950433705,-3.9739599227905273,-4.067440032958984
60,mlp,B6,808,0.47335811648079307,2.535895347595215,2.028952121734619
60,mlp,B8,808,0.5006195786864932,1.8068675994873047,0.26032641530036926
60,cnn,B4,808,0.5006195786864932,-0.1676725670695305,-0.011074092239141464
60,cnn,B6,808,0.516728624535316,-0.06639163196086884,0.18702580034732819
60,cnn,B8,808,0.4919454770755886,0.13697630167007446,0.4761905074119568
60,tcn_new_architecture,B4,808,0.49566294919454773,-0.16735000163316727,-0.011127304285764694
60,tcn_new_architecture,B6,808,0.5154894671623296,-0.06558000296354294,0.18676212430000305
60,tcn_new_architecture,B8,808,0.49070631970260226,0.13714644312858582,0.47465719282627106
60,amplitude_only_control,B4,808,0.09417596034696406,-3.93911075592041,-3.9686007499694824
60,amplitude_only_control,B6,808,0.04956629491945477,2.4253203868865967,2.3528778553009033
60,amplitude_only_control,B8,808,0.05204460966542751,1.7900115251541138,0.7509962916374207
60,topology_only_control,B4,808,0.23915737298636927,-3.92250657081604,-3.940079927444458
60,topology_only_control,B6,808,0.24907063197026022,2.442148447036743,2.424574851989746
60,topology_only_control,B8,808,0.10161090458488228,1.5155051946640015,1.497931718826294
60,shuffled_residual_hgb_control,B4,808,0.48203221809169766,0.008061765038410166,-0.029687212641283458
60,shuffled_residual_hgb_control,B6,808,0.5018587360594795,-0.01838112000090509,-0.012436604196841873
60,shuffled_residual_hgb_control,B8,808,0.4944237918215613,-0.024102424149066992,0.09620755531901892
61,analytic_amp_ridge,B4,933,0.25858369098712447,-4.198442245126344,-4.285304231157667
61,analytic_amp_ridge,B6,933,0.15987124463519314,2.670524527020433,2.4728814732930786
61,analytic_amp_ridge,B8,933,0.05686695278969957,1.9169770515699298,1.2993305235133974
61,monotone_binned,B4,933,0.003218884120171674,-4.240246166489399,-4.240246166489399
61,monotone_binned,B6,933,0.07188841201716738,2.7035130270822876,2.7035130270822876
61,monotone_binned,B8,933,0.002145922746781116,1.5367331394071186,0.8542529304765978
61,hierarchical_shared_bins,B4,933,0.0,-3.4284491771145893,-3.4360789848739977
61,hierarchical_shared_bins,B6,933,0.0,2.5429137230688332,2.4467807980689873
61,hierarchical_shared_bins,B8,933,0.0,1.5102587370555065,1.500821405560971
61,ridge,B4,933,0.5246781115879828,-4.524224281311035,-4.073884010314941
61,ridge,B6,933,0.48819742489270385,2.4828922748565674,2.3813796043395996
61,ridge,B8,933,0.5085836909871244,2.0144500732421875,0.7420380115509033
61,gradient_boosted_trees,B4,933,0.5064377682403434,-4.213645870347452,-4.053399804639478
61,gradient_boosted_trees,B6,933,0.49141630901287553,2.434238469048011,2.483826696672347
61,gradient_boosted_trees,B8,933,0.4871244635193133,1.7691344795087902,1.0132043377821143
61,mlp,B4,933,0.5075107296137339,-4.287283420562744,-3.82915997505188
61,mlp,B6,933,0.5064377682403434,2.57541561126709,2.3433868885040283
61,mlp,B8,933,0.49356223175965663,1.861858606338501,0.5882000923156738
61,cnn,B4,933,0.5075107296137339,-0.6677036285400391,-0.1843569576740265
61,cnn,B6,933,0.5064377682403434,-0.2530468702316284,0.3740348517894745
61,cnn,B8,933,0.4989270386266094,0.12574900686740875,0.6207116842269897
61,tcn_new_architecture,B4,933,0.4989270386266094,-0.6622422337532043,-0.18033716082572937
61,tcn_new_architecture,B6,933,0.5053648068669528,-0.2372305989265442,0.37744957208633423
61,tcn_new_architecture,B8,933,0.49356223175965663,0.1364196538925171,0.6232113242149353
61,amplitude_only_control,B4,933,0.148068669527897,-4.281093597412109,-4.221709251403809
61,amplitude_only_control,B6,933,0.07510729613733906,2.5886662006378174,2.544891595840454
61,amplitude_only_control,B8,933,0.03540772532188841,1.9604167938232422,1.072887659072876
61,topology_only_control,B4,933,0.21888412017167383,-4.2660698890686035,-4.278295993804932
61,topology_only_control,B6,933,0.2542918454935622,2.5982210636138916,2.5982210636138916
61,topology_only_control,B8,933,0.10515021459227468,1.667848825454712,1.667848825454712
61,shuffled_residual_hgb_control,B4,933,0.4688841201716738,-0.0480671539877001,-0.04591668717624275
61,shuffled_residual_hgb_control,B6,933,0.4796137339055794,-0.0480671539877001,-0.051213038239344325
61,shuffled_residual_hgb_control,B8,933,0.48819742489270385,-0.0480671539877001,-0.051213038239344325
62,analytic_amp_ridge,B4,807,0.22704714640198512,-3.985223323974928,-4.141520773210914
62,analytic_amp_ridge,B6,807,0.18114143920595532,2.635639638678782,2.4231707081031715
62,analytic_amp_ridge,B8,807,0.05955334987593052,1.8947402620780522,1.2039608531852224
62,monotone_binned,B4,807,0.00620347394540943,-4.177762440362606,-4.177762440362606
62,monotone_binned,B6,807,0.0,2.6511713010933846,2.6511713010933846
62,monotone_binned,B8,807,0.0,1.5265911392692146,1.1161867480423595
62,hierarchical_shared_bins,B4,807,0.0,-3.4114881828475037,-3.416510458882596
62,hierarchical_shared_bins,B6,807,0.0,2.480254655075521,2.4366538093367986
62,hierarchical_shared_bins,B8,807,0.0,1.474537372799295,1.430273602844579
62,ridge,B4,807,0.511166253101737,-4.379011154174805,-4.050256252288818
62,ridge,B6,807,0.4826302729528536,2.3874199390411377,2.376535415649414
62,ridge,B8,807,0.5024813895781638,1.960463047027588,0.7607154250144958
62,gradient_boosted_trees,B4,807,0.4838709677419355,-4.1641188154912285,-4.212377321396467
62,gradient_boosted_trees,B6,807,0.47890818858560796,2.3693399946740827,2.349904032202091
62,gradient_boosted_trees,B8,807,0.49503722084367247,1.8704670992839902,1.0104801384817643
62,mlp,B4,807,0.5161290322580645,-4.185980796813965,-4.442059516906738
62,mlp,B6,807,0.49627791563275436,2.5797159671783447,2.4089105129241943
62,mlp,B8,807,0.5099255583126551,1.8838354349136353,0.7033177614212036
62,cnn,B4,807,0.49379652605459057,-1.2468700408935547,-0.3379949927330017
62,cnn,B6,807,0.5347394540942928,-0.33092597126960754,0.46926164627075195
62,cnn,B8,807,0.5124069478908189,0.0425032377243042,1.1038670539855957
62,tcn_new_architecture,B4,807,0.49503722084367247,-1.2531057596206665,-0.3499438464641571
62,tcn_new_architecture,B6,807,0.533498759305211,-0.3446550965309143,0.46004578471183777
62,tcn_new_architecture,B8,807,0.5086848635235732,0.028586775064468384,1.0940327644348145
62,amplitude_only_control,B4,807,0.1141439205955335,-4.08375358581543,-4.043183326721191
62,amplitude_only_control,B6,807,0.07196029776674938,2.524196147918701,2.5322213172912598
62,amplitude_only_control,B8,807,0.033498759305210915,1.9361659288406372,1.0062788724899292
62,topology_only_control,B4,807,0.24069478908188585,-4.048011779785156,-4.151175498962402
62,topology_only_control,B6,807,0.2679900744416873,2.608288049697876,2.505124092102051
62,topology_only_control,B8,807,0.10049627791563276,1.6460514068603516,1.5428874492645264
62,shuffled_residual_hgb_control,B4,807,0.5062034739454094,0.02005515668429456,0.03992735189468534
62,shuffled_residual_hgb_control,B6,807,0.49503722084367247,0.0190795803827642,0.04771500281948227
62,shuffled_residual_hgb_control,B8,807,0.4987593052109181,0.016607240300756762,-0.031018832455714296
63,analytic_amp_ridge,B4,370,0.39295392953929537,-4.063375224867549,-4.04106750119351
63,analytic_amp_ridge,B6,370,0.3252032520325203,2.5003875410262104,2.454710499097775
63,analytic_amp_ridge,B8,370,0.07588075880758807,1.8865981163988295,1.2533842284162588
63,monotone_binned,B4,370,0.0921409214092141,-4.158759834337928,-4.158759834337928
63,monotone_binned,B6,370,0.08672086720867209,2.6287166898180274,2.6287166898180274
63,monotone_binned,B8,370,0.08130081300813008,1.530043144519901,1.397978360424144
63,hierarchical_shared_bins,B4,370,0.0,-3.5076754555750163,-3.5110087034906408
63,hierarchical_shared_bins,B6,370,0.0,2.475824134247386,2.456814626065403
63,hierarchical_shared_bins,B8,370,0.0,1.4763424087261776,1.4131388231017845
63,ridge,B4,370,0.5040650406504065,-4.284015655517578,-4.089337348937988
63,ridge,B6,370,0.5230352303523035,2.3930022716522217,2.496196746826172
63,ridge,B8,370,0.5121951219512195,1.966310977935791,0.8581433296203613
63,gradient_boosted_trees,B4,370,0.4959349593495935,-4.145126690229849,-4.130950572512013
63,gradient_boosted_trees,B6,370,0.4932249322493225,2.324379658568866,2.3288483389213326
63,gradient_boosted_trees,B8,370,0.4823848238482385,1.92903303124558,1.1898857877345332
63,mlp,B4,370,0.48509485094850946,-4.092268943786621,-4.411130905151367
63,mlp,B6,370,0.5176151761517616,2.478019952774048,2.4845941066741943
63,mlp,B8,370,0.4905149051490515,1.9833869934082031,1.0111422538757324
63,cnn,B4,370,0.5121951219512195,-0.6685919761657715,-0.1660671830177307
63,cnn,B6,370,0.5067750677506775,-0.3841280937194824,0.24617290496826172
63,cnn,B8,370,0.5067750677506775,0.06461036205291748,0.7551683187484741
63,tcn_new_architecture,B4,370,0.5040650406504065,-0.6667733192443848,-0.16657549142837524
63,tcn_new_architecture,B6,370,0.5013550135501355,-0.3877045810222626,0.24192729592323303
63,tcn_new_architecture,B8,370,0.4959349593495935,0.06318435072898865,0.7545666098594666
63,amplitude_only_control,B4,370,0.22764227642276422,-4.084233283996582,-4.045117378234863
63,amplitude_only_control,B6,370,0.20596205962059622,2.4904613494873047,2.535266637802124
63,amplitude_only_control,B8,370,0.05962059620596206,1.86679208278656,1.1267224550247192
63,topology_only_control,B4,370,0.25745257452574527,-4.032947540283203,-4.072650909423828
63,topology_only_control,B6,370,0.25474254742547425,2.5230276584625244,2.4833242893218994
63,topology_only_control,B8,370,0.0921409214092141,1.5694752931594849,1.5496236085891724
63,shuffled_residual_hgb_control,B4,370,0.37669376693766937,-0.027286014080885507,-0.03398971332273708
63,shuffled_residual_hgb_control,B6,370,0.41192411924119243,-0.03516087820328533,-0.027286014080885507
63,shuffled_residual_hgb_control,B8,370,0.42005420054200543,-0.03398971332273708,0.12188392312537596
65,analytic_amp_ridge,B4,66,0.5076923076923077,-4.156528873699241,-4.178840365553988
65,analytic_amp_ridge,B6,66,0.3230769230769231,2.5401486473929857,2.4218906005676644
65,analytic_amp_ridge,B8,66,0.12307692307692308,1.9622308838969857,1.3587024065774358
65,monotone_binned,B4,66,0.13846153846153847,-4.1923989693845485,-4.192398969384556
65,monotone_binned,B6,66,0.15384615384615385,2.639152765080617,2.6391527650806097
65,monotone_binned,B8,66,0.0,1.5532462043039317,1.403890881346154
65,hierarchical_shared_bins,B4,66,0.0,-3.582807392361519,-3.5873397278541277
65,hierarchical_shared_bins,B6,66,0.0,2.5093033804321188,2.4488721219418794
65,hierarchical_shared_bins,B8,66,0.0,1.52067124339217,1.4696626602133818
65,ridge,B4,66,0.5230769230769231,-4.139651298522949,-3.8786604404449463
65,ridge,B6,66,0.47692307692307695,2.4926769733428955,2.5801923274993896
65,ridge,B8,66,0.5076923076923077,2.0794105529785156,1.1759791374206543
65,gradient_boosted_trees,B4,66,0.4461538461538462,-4.061578707184542,-4.205882432974786
65,gradient_boosted_trees,B6,66,0.47692307692307695,2.383071435016255,2.346642615114793
65,gradient_boosted_trees,B8,66,0.46153846153846156,2.050834844384614,1.3526077871202382
65,mlp,B4,66,0.46153846153846156,-4.149862289428711,-4.19154691696167
65,mlp,B6,66,0.47692307692307695,2.4894092082977295,2.4334659576416016
65,mlp,B8,66,0.4307692307692308,1.869469165802002,1.239567756652832
65,cnn,B4,66,0.6307692307692307,-1.0174688696861267,-0.2663644030690193
65,cnn,B6,66,0.5230769230769231,-0.2956848740577698,0.558931440114975
65,cnn,B8,66,0.6,-0.12146691977977753,0.9905074238777161
65,tcn_new_architecture,B4,66,0.6,-1.02333003282547,-0.2653248980641365
65,tcn_new_architecture,B6,66,0.5230769230769231,-0.2985685467720032,0.5615117847919464
65,tcn_new_architecture,B8,66,0.5846153846153846,-0.1087951809167862,0.9986579418182373
65,amplitude_only_control,B4,66,0.26153846153846155,-4.165428638458252,-4.155008316040039
65,amplitude_only_control,B6,66,0.23076923076923078,2.526336908340454,2.492486000061035
65,amplitude_only_control,B8,66,0.12307692307692308,1.8754640817642212,1.2560529708862305
65,topology_only_control,B4,66,0.18461538461538463,-4.135388374328613,-4.174520492553711
65,topology_only_control,B6,66,0.26153846153846155,2.5627028942108154,2.5235702991485596
65,topology_only_control,B8,66,0.1076923076923077,1.6509501934051514,1.6118175983428955
65,shuffled_residual_hgb_control,B4,66,0.5076923076923077,0.010734000195942766,0.06511036756109699
65,shuffled_residual_hgb_control,B6,66,0.4461538461538462,0.02955183574911549,0.06874715494294507
65,shuffled_residual_hgb_control,B8,66,0.49230769230769234,0.07575546731104627,0.05703861073620642
