stave,amp_atom,shape_atom,topology_atom,atom_id,n_pulses,n_events,median_log_amp,median_rise_ns,heldout_run
B6,2,1,mid_amp_stave,B6_A2_S1_mid_amp_stave,25,25,7.943427767876373,11.06693924026338,63
B6,2,2,high_amp_stave,B6_A2_S2_high_amp_stave,5,5,7.913521017283895,12.727996403395949,63
B6,2,2,low_amp_stave,B6_A2_S2_low_amp_stave,3,3,7.893945138235959,11.58191716504897,63
B6,2,2,mid_amp_stave,B6_A2_S2_mid_amp_stave,14,14,7.9231657730449925,11.89722307082761,63
B6,3,0,high_amp_stave,B6_A3_S0_high_amp_stave,3,3,8.103191752285786,9.839400546122157,63
B6,3,0,mid_amp_stave,B6_A3_S0_mid_amp_stave,3,3,8.059118133035776,9.781785465995995,63
B6,3,1,high_amp_stave,B6_A3_S1_high_amp_stave,5,5,8.116267763350105,10.616055598278272,63
B6,3,1,mid_amp_stave,B6_A3_S1_mid_amp_stave,1,1,8.108623268354595,10.425536094046727,63
B8,0,0,high_amp_stave,B8_A0_S0_high_amp_stave,5,5,7.602401335665818,4.0824553916189075,63
B8,0,0,low_amp_stave,B8_A0_S0_low_amp_stave,6,6,7.303334293210568,9.615078307310618,63
B8,0,0,mid_amp_stave,B8_A0_S0_mid_amp_stave,1,1,7.62608275807238,7.555577414912452,63
B8,0,1,high_amp_stave,B8_A0_S1_high_amp_stave,3,3,7.65491704784832,11.032679738562095,63
B8,0,1,low_amp_stave,B8_A0_S1_low_amp_stave,5,5,7.491924296972337,10.885917176813159,63
B8,0,1,mid_amp_stave,B8_A0_S1_mid_amp_stave,1,1,7.344719054149673,10.555743243243235,63
B8,0,2,high_amp_stave,B8_A0_S2_high_amp_stave,2,2,7.5353894783375575,12.593948724404918,63
B8,0,2,low_amp_stave,B8_A0_S2_low_amp_stave,15,15,7.381190513529568,11.961961294049686,63
B8,0,2,mid_amp_stave,B8_A0_S2_mid_amp_stave,2,2,7.396778095148145,12.789231605392402,63
B8,1,0,high_amp_stave,B8_A1_S0_high_amp_stave,11,11,7.793999089503996,6.667181773958163,63
B8,1,1,high_amp_stave,B8_A1_S1_high_amp_stave,11,11,7.818027938530729,10.875785952818717,63
B8,1,1,mid_amp_stave,B8_A1_S1_mid_amp_stave,4,4,7.836178476308138,11.170366398260018,63
B8,1,2,high_amp_stave,B8_A1_S2_high_amp_stave,11,11,7.840116191033786,12.072273013871389,63
B8,1,2,low_amp_stave,B8_A1_S2_low_amp_stave,4,4,7.7217004609557165,11.940715535580114,63
B8,1,2,mid_amp_stave,B8_A1_S2_mid_amp_stave,6,6,7.7734434745592615,12.508243269231805,63
B8,2,0,high_amp_stave,B8_A2_S0_high_amp_stave,19,19,7.998839301229455,9.407698350353499,63
B8,2,0,mid_amp_stave,B8_A2_S0_mid_amp_stave,3,3,7.903965634032166,9.674250124132328,63
B8,2,1,high_amp_stave,B8_A2_S1_high_amp_stave,37,37,7.992099595852542,10.971234551488521,63
B8,2,1,low_amp_stave,B8_A2_S1_low_amp_stave,1,1,7.902117546276448,11.363822096495355,63
B8,2,1,mid_amp_stave,B8_A2_S1_mid_amp_stave,5,5,8.016317898503415,10.894894643120168,63
B8,2,2,high_amp_stave,B8_A2_S2_high_amp_stave,11,11,7.945023937409195,11.693656713963392,63
B8,2,2,mid_amp_stave,B8_A2_S2_mid_amp_stave,3,3,7.888334500738654,12.265557322805591,63
B8,3,0,high_amp_stave,B8_A3_S0_high_amp_stave,154,154,8.305545711712654,9.016356799314845,63
B8,3,0,mid_amp_stave,B8_A3_S0_mid_amp_stave,4,4,8.245564700993485,10.076957176092545,63
B8,3,1,high_amp_stave,B8_A3_S1_high_amp_stave,44,44,8.163210953167846,10.447257572336149,63
B8,3,1,mid_amp_stave,B8_A3_S1_mid_amp_stave,1,1,8.06322037924303,10.543223998438236,63
B8,3,2,high_amp_stave,B8_A3_S2_high_amp_stave,1,1,8.192432110723036,33.837391488737836,63
B4,0,0,low_amp_stave,B4_A0_S0_low_amp_stave,4,4,7.24363207190514,9.168839821826769,65
B4,0,1,low_amp_stave,B4_A0_S1_low_amp_stave,6,6,7.381609279118091,10.965140364635502,65
B4,0,1,mid_amp_stave,B4_A0_S1_mid_amp_stave,4,4,7.458631455732289,10.856679416437164,65
B4,0,2,low_amp_stave,B4_A0_S2_low_amp_stave,17,17,7.43867760444725,12.409090909090907,65
B4,0,2,mid_amp_stave,B4_A0_S2_mid_amp_stave,7,7,7.562421472723801,12.166889209486982,65
B4,1,0,mid_amp_stave,B4_A1_S0_mid_amp_stave,1,1,7.75512456538987,9.604320693025272,65
B4,1,1,low_amp_stave,B4_A1_S1_low_amp_stave,1,1,7.775695749915245,11.047848015694186,65
B4,1,1,mid_amp_stave,B4_A1_S1_mid_amp_stave,3,3,7.749106924191798,11.059210789210795,65
B4,1,2,high_amp_stave,B4_A1_S2_high_amp_stave,1,1,7.827041519836091,11.491713145568838,65
B4,1,2,low_amp_stave,B4_A1_S2_low_amp_stave,2,2,7.795920428686895,12.9785803948911,65
B4,1,2,mid_amp_stave,B4_A1_S2_mid_amp_stave,7,7,7.720683497861139,12.445257211039134,65
B4,2,0,high_amp_stave,B4_A2_S0_high_amp_stave,1,1,7.889459149404524,10.00860687516154,65
B4,2,0,mid_amp_stave,B4_A2_S0_mid_amp_stave,2,2,8.033868144370686,9.727106546251214,65
B4,2,1,low_amp_stave,B4_A2_S1_low_amp_stave,3,3,7.969703583278656,10.732764702109918,65
B4,2,1,mid_amp_stave,B4_A2_S1_mid_amp_stave,4,4,7.975335959219174,10.718179583392448,65
B4,2,2,mid_amp_stave,B4_A2_S2_mid_amp_stave,2,2,7.912163714373195,11.708438371433296,65
B4,3,1,high_amp_stave,B4_A3_S1_high_amp_stave,1,1,8.159374736775426,10.881032428291775,65
B6,0,0,high_amp_stave,B6_A0_S0_high_amp_stave,1,1,7.357237272507076,6.681231445988427,65
B6,0,0,low_amp_stave,B6_A0_S0_low_amp_stave,5,5,7.346332738540504,9.99061901309998,65
B6,0,0,mid_amp_stave,B6_A0_S0_mid_amp_stave,1,1,7.576097340623111,10.09091623379458,65
B6,0,1,high_amp_stave,B6_A0_S1_high_amp_stave,1,1,7.370230641807081,11.18786921562193,65
B6,0,1,low_amp_stave,B6_A0_S1_low_amp_stave,3,3,7.460202577438947,11.129571394124504,65
B6,0,1,mid_amp_stave,B6_A0_S1_mid_amp_stave,6,6,7.608661814295797,10.663725056977736,65
B6,0,2,low_amp_stave,B6_A0_S2_low_amp_stave,8,8,7.517208252906072,12.092171829393259,65
B6,0,2,mid_amp_stave,B6_A0_S2_mid_amp_stave,5,5,7.60887062919126,11.900167785234899,65
B6,1,0,low_amp_stave,B6_A1_S0_low_amp_stave,2,2,7.716816004555039,9.756022529359974,65
B6,1,1,high_amp_stave,B6_A1_S1_high_amp_stave,1,1,7.835381520520038,10.360123213301101,65
B6,1,1,low_amp_stave,B6_A1_S1_low_amp_stave,2,2,7.776340522414202,11.144936778399575,65
B6,1,1,mid_amp_stave,B6_A1_S1_mid_amp_stave,6,6,7.787330350289459,11.135931521304709,65
B6,1,2,high_amp_stave,B6_A1_S2_high_amp_stave,4,4,7.834586386518309,12.28043331553734,65
B6,1,2,low_amp_stave,B6_A1_S2_low_amp_stave,1,1,7.865955413933502,11.671105168085973,65
B6,1,2,mid_amp_stave,B6_A1_S2_mid_amp_stave,4,4,7.737130201592395,12.07814702238348,65
B6,2,0,high_amp_stave,B6_A2_S0_high_amp_stave,1,1,8.002526868264308,9.567654123298638,65
B6,2,1,high_amp_stave,B6_A2_S1_high_amp_stave,2,2,8.028453835242596,10.687714789516747,65
B6,2,1,low_amp_stave,B6_A2_S1_low_amp_stave,2,2,7.957922791972631,10.993044443451573,65
B6,2,1,mid_amp_stave,B6_A2_S1_mid_amp_stave,3,3,7.904703913873747,10.740118847404414,65
B6,2,2,low_amp_stave,B6_A2_S2_low_amp_stave,1,1,7.9206281087025365,11.740117770522389,65
B6,2,2,mid_amp_stave,B6_A2_S2_mid_amp_stave,1,1,7.998839301229455,11.680643207751643,65
B6,3,0,high_amp_stave,B6_A3_S0_high_amp_stave,2,2,8.194685260439726,8.862292838583436,65
B6,3,0,mid_amp_stave,B6_A3_S0_mid_amp_stave,1,1,8.130353547431238,8.86356212274329,65
B6,3,1,high_amp_stave,B6_A3_S1_high_amp_stave,2,2,8.098890066469115,10.294242177429496,65
B6,3,1,mid_amp_stave,B6_A3_S1_mid_amp_stave,1,1,8.203577736937952,10.456644040514945,65
B8,0,0,low_amp_stave,B8_A0_S0_low_amp_stave,1,1,7.503013958722957,8.852258852258842,65
B8,0,0,mid_amp_stave,B8_A0_S0_mid_amp_stave,1,1,7.167809184316444,7.741191913888159,65
B8,0,1,high_amp_stave,B8_A0_S1_high_amp_stave,1,1,7.622908539804697,10.94273993339388,65
B8,0,1,low_amp_stave,B8_A0_S1_low_amp_stave,2,2,7.351789634353375,10.95127248353133,65
B8,0,1,mid_amp_stave,B8_A0_S1_mid_amp_stave,1,1,7.251699530442051,10.686405646239372,65
B8,0,2,low_amp_stave,B8_A0_S2_low_amp_stave,4,4,7.2845745875006465,11.919046527920855,65
B8,0,2,mid_amp_stave,B8_A0_S2_mid_amp_stave,1,1,7.588829878307813,12.10182984450617,65
B8,1,1,high_amp_stave,B8_A1_S1_high_amp_stave,1,1,7.876258882303226,11.045576146699744,65
B8,1,1,mid_amp_stave,B8_A1_S1_mid_amp_stave,2,2,7.744250002312285,10.637427141409553,65
B8,1,2,high_amp_stave,B8_A1_S2_high_amp_stave,4,4,7.7789452134197585,12.448611982176251,65
B8,1,2,mid_amp_stave,B8_A1_S2_mid_amp_stave,2,2,7.787898903391621,12.487102279590655,65
B8,2,0,high_amp_stave,B8_A2_S0_high_amp_stave,2,2,7.987836106221181,9.596409104988801,65
B8,2,0,mid_amp_stave,B8_A2_S0_mid_amp_stave,1,1,8.01911925157541,9.183673469387756,65
B8,2,1,high_amp_stave,B8_A2_S1_high_amp_stave,7,7,7.955951081736231,10.696328713834184,65
B8,2,1,low_amp_stave,B8_A2_S1_low_amp_stave,1,1,7.9658927350845286,10.622580771679154,65
B8,2,2,high_amp_stave,B8_A2_S2_high_amp_stave,2,2,7.899632427504889,11.909745834638102,65
B8,2,2,low_amp_stave,B8_A2_S2_low_amp_stave,1,1,7.918264686095274,12.283631870232014,65
B8,3,0,high_amp_stave,B8_A3_S0_high_amp_stave,25,25,8.242624758109839,9.093160059331169,65
B8,3,1,high_amp_stave,B8_A3_S1_high_amp_stave,7,7,8.182000136293405,10.435645088038399,65
