heldout_run,method,feature_group,nominal_sigma68_ns,permuted_sigma68_ns,importance_ns
58,ridge,waveform_shape,1.4304423501393866,1.8658103493706053,0.4353679992312187
58,ridge,amplitude,1.4304423501393866,1.3917335917851996,-0.03870875835418697
58,ridge,pulse_shape,1.4304423501393866,1.4415623951075676,0.011120044968180975
58,ridge,topology,1.4304423501393866,1.4439366691708189,0.013494319031432278
58,ridge,stave,1.4304423501393866,5.889538685597432,4.459096335458046
58,gradient_boosted_trees,waveform_shape,1.4651719053429588,1.6869772027379248,0.22180529739496602
58,gradient_boosted_trees,amplitude,1.4651719053429588,1.5718930813623546,0.10672117601939579
58,gradient_boosted_trees,pulse_shape,1.4651719053429588,1.6671321156329235,0.2019602102899647
58,gradient_boosted_trees,topology,1.4651719053429588,1.484969852765193,0.019797947422234285
58,gradient_boosted_trees,stave,1.4651719053429588,5.4676949331981834,4.002523027855225
58,mlp,waveform_shape,1.6640645003436179,1.8571313056369834,0.1930668052933655
58,mlp,amplitude,1.6640645003436179,1.7500115611455478,0.08594706080192993
58,mlp,pulse_shape,1.6640645003436179,1.668892760070508,0.0048282597268900496
58,mlp,topology,1.6640645003436179,1.7529809679887332,0.0889164676451153
58,mlp,stave,1.6640645003436179,4.995881800946577,3.3318173006029594
58,cnn,waveform_shape,2.9927340268971347,2.9932014495016928,0.0004674226045580099
58,cnn,stave,2.9927340268971347,2.962921549517094,-0.02981247738004056
58,cnn,amplitude,2.9927340268971347,2.7990188193203807,-0.1937152075767541
58,cnn,pulse_shape,2.9927340268971347,2.982802014708553,-0.009932012188581751
58,cnn,topology,2.9927340268971347,2.7547780507759265,-0.23795597612120822
58,tcn_new_architecture,waveform_shape,2.992632028448763,3.0005399870755074,0.007907958626744538
58,tcn_new_architecture,stave,2.992632028448763,3.1017535558225506,0.10912152737378777
58,tcn_new_architecture,amplitude,2.992632028448763,2.7983030833230234,-0.1943289451257395
58,tcn_new_architecture,pulse_shape,2.992632028448763,3.0133542168022984,0.020722188353535564
58,tcn_new_architecture,topology,2.992632028448763,2.874038180408853,-0.11859384803991002
59,ridge,waveform_shape,1.552473301037023,1.785643853290753,0.23317055225372996
59,ridge,amplitude,1.552473301037023,1.5738284293445408,0.021355128307517734
59,ridge,pulse_shape,1.552473301037023,1.5478455543325587,-0.004627746704464419
59,ridge,topology,1.552473301037023,1.57308683530062,0.02061353426359691
59,ridge,stave,1.552473301037023,5.3846916784289585,3.8322183773919356
59,gradient_boosted_trees,waveform_shape,1.3657363936935327,1.7222227501789273,0.3564863564853946
59,gradient_boosted_trees,amplitude,1.3657363936935327,1.4836036912417447,0.11786729754821201
59,gradient_boosted_trees,pulse_shape,1.3657363936935327,1.6314213001501003,0.2656849064565676
59,gradient_boosted_trees,topology,1.3657363936935327,1.4314396181761506,0.0657032244826179
59,gradient_boosted_trees,stave,1.3657363936935327,4.768212532494825,3.4024761388012923
59,mlp,waveform_shape,1.509943945625359,1.9792429627592545,0.46929901713389555
59,mlp,amplitude,1.509943945625359,1.4891426589950427,-0.020801286630316218
59,mlp,pulse_shape,1.509943945625359,1.6294943129253425,0.11955036729998358
59,mlp,topology,1.509943945625359,1.593160148008541,0.08321620238318217
59,mlp,stave,1.509943945625359,4.541719915866851,3.031775970241492
59,cnn,waveform_shape,2.92331211068338,2.9114951319935995,-0.011816978689780377
59,cnn,stave,2.92331211068338,3.3459508362604904,0.42263872557711046
59,cnn,amplitude,2.92331211068338,2.8152596932842093,-0.1080524173991706
59,cnn,pulse_shape,2.92331211068338,2.9044702106906692,-0.018841899992710687
59,cnn,topology,2.92331211068338,2.7789920004766455,-0.1443201102067344
59,tcn_new_architecture,waveform_shape,2.9179629372865548,2.911992809728904,-0.005970127557650695
59,tcn_new_architecture,stave,2.9179629372865548,3.3029793608132083,0.38501642352665355
59,tcn_new_architecture,amplitude,2.9179629372865548,2.823669256189774,-0.09429368109678071
59,tcn_new_architecture,pulse_shape,2.9179629372865548,2.8870562803937707,-0.030906656892784046
59,tcn_new_architecture,topology,2.9179629372865548,2.750135449190318,-0.1678274880962367
60,ridge,waveform_shape,1.4007748112616043,1.6027357227496142,0.20196091148800988
60,ridge,amplitude,1.4007748112616043,1.3990291751742445,-0.001745636087359781
60,ridge,pulse_shape,1.4007748112616043,1.465179895293716,0.06440508403211176
60,ridge,topology,1.4007748112616043,1.4178512451637952,0.017076433902190935
60,ridge,stave,1.4007748112616043,4.442579964530468,3.041805153268864
60,gradient_boosted_trees,waveform_shape,1.3329645772647227,1.6422394734822308,0.30927489621750803
60,gradient_boosted_trees,amplitude,1.3329645772647227,1.5173233759524942,0.1843587986877715
60,gradient_boosted_trees,pulse_shape,1.3329645772647227,1.5855616949803633,0.25259711771564053
60,gradient_boosted_trees,topology,1.3329645772647227,1.4168384341018032,0.08387385683708048
60,gradient_boosted_trees,stave,1.3329645772647227,4.608606482501949,3.275641905237226
60,mlp,waveform_shape,1.4160920706038889,2.1629596430949243,0.7468675724910354
60,mlp,amplitude,1.4160920706038889,1.4731415209014218,0.057049450297532944
60,mlp,pulse_shape,1.4160920706038889,1.7843773245811485,0.36828525397725964
60,mlp,topology,1.4160920706038889,1.5459269644141254,0.1298348938102365
60,mlp,stave,1.4160920706038889,4.588212614937529,3.17212054433364
60,cnn,waveform_shape,2.712336115187694,2.705666584095647,-0.006669531092047265
60,cnn,stave,2.712336115187694,2.7874834637682553,0.07514734858056116
60,cnn,amplitude,2.712336115187694,2.7083267527285115,-0.004009362459182597
60,cnn,pulse_shape,2.712336115187694,2.707032478414364,-0.005303636773330123
60,cnn,topology,2.712336115187694,2.719752070940919,0.0074159557532249565
