heldout_run,check,value,pass
58,train_heldout_run_overlap,0.0,True
58,train_heldout_event_id_overlap,0.0,True
58,features_include_run_or_event_id,0.0,True
58,fit_models_use_heldout_rows,0.0,True
58,shuffled_control_sigma68_ns,2.692733238279971,True
59,train_heldout_run_overlap,0.0,True
59,train_heldout_event_id_overlap,0.0,True
59,features_include_run_or_event_id,0.0,True
59,fit_models_use_heldout_rows,0.0,True
59,shuffled_control_sigma68_ns,2.9844273091368887,True
60,train_heldout_run_overlap,0.0,True
60,train_heldout_event_id_overlap,0.0,True
60,features_include_run_or_event_id,0.0,True
60,fit_models_use_heldout_rows,0.0,True
60,shuffled_control_sigma68_ns,2.7376237750358743,True
61,train_heldout_run_overlap,0.0,True
61,train_heldout_event_id_overlap,0.0,True
61,features_include_run_or_event_id,0.0,True
61,fit_models_use_heldout_rows,0.0,True
61,shuffled_control_sigma68_ns,2.6996875297213587,True
62,train_heldout_run_overlap,0.0,True
62,train_heldout_event_id_overlap,0.0,True
62,features_include_run_or_event_id,0.0,True
62,fit_models_use_heldout_rows,0.0,True
62,shuffled_control_sigma68_ns,2.925686724387538,True
63,train_heldout_run_overlap,0.0,True
63,train_heldout_event_id_overlap,0.0,True
63,features_include_run_or_event_id,0.0,True
63,fit_models_use_heldout_rows,0.0,True
63,shuffled_control_sigma68_ns,2.9240759466477018,True
65,train_heldout_run_overlap,0.0,True
65,train_heldout_event_id_overlap,0.0,True
65,features_include_run_or_event_id,0.0,True
65,fit_models_use_heldout_rows,0.0,True
65,shuffled_control_sigma68_ns,2.838002724154695,True
