heldout_run,method,atom_scope,atom_value,n_pulses,nominal_sigma68_ns,ablated_sigma68_ns,contribution_ns,target_minus_pred_median_ns,target_minus_pred_sigma68_ns
58,analytic_amp_ridge,stave,B4,73,1.1874833645739167,1.3116827750296398,0.12419941045572314,-0.11120913254720932,0.4034160476046701
58,analytic_amp_ridge,stave,B6,73,1.1874833645739167,1.4998166241478856,0.31233325957396896,0.08746185888764302,0.4037641645225871
58,analytic_amp_ridge,stave,B8,73,1.1874833645739167,1.9856443205066137,0.798160955932697,-0.14096248808557021,0.6127124155967753
58,analytic_amp_ridge,amp_atom,0,57,1.1874833645739167,2.1478698369542824,0.9603864723803657,0.018683677313305225,0.2976407115537946
58,analytic_amp_ridge,amp_atom,1,49,1.1874833645739167,2.2305560137355704,1.0430726491616538,-0.09138433416449487,0.2865159193914124
58,analytic_amp_ridge,amp_atom,2,57,1.1874833645739167,2.162683143359663,0.9751997787857465,-0.02716118875833473,0.29092452343537056
58,analytic_amp_ridge,amp_atom,3,56,1.1874833645739167,1.9634649043973351,0.7759815398234184,-0.08727786844085728,0.8453362650696645
58,analytic_amp_ridge,shape_atom,-1,1,1.1874833645739167,1.2012614643689836,0.013778099795066945,-0.07796744334095962,0.0
58,analytic_amp_ridge,shape_atom,0,72,1.1874833645739167,2.057282328692683,0.8697989641187664,-0.099462744852989,0.5161289691493605
58,analytic_amp_ridge,shape_atom,1,68,1.1874833645739167,2.0948202609943873,0.9073368964204707,-0.04199322982812603,0.33678141101118353
58,analytic_amp_ridge,shape_atom,2,78,1.1874833645739167,2.426387439012778,1.2389040744388615,-0.017794862306878656,0.7331407923844173
58,analytic_amp_ridge,topology_atom,high_amp_stave,73,1.1874833645739167,2.000274139076571,0.8127907745026541,-0.1400408929208652,0.5330754357052496
58,analytic_amp_ridge,topology_atom,low_amp_stave,73,1.1874833645739167,2.0728133103482698,0.8853299457743531,-0.02716118875833473,0.41025243523866906
58,analytic_amp_ridge,topology_atom,mid_amp_stave,73,1.1874833645739167,2.1729816956738173,0.9854983310999006,0.019372845422978457,0.3650264543690349
58,monotone_binned,stave,B4,73,1.3214015519560292,1.2164139001807968,-0.1049876517752324,-7.105427357601002e-15,0.3100000000000019
58,monotone_binned,stave,B6,73,1.3214015519560292,1.3214015519560363,7.105427357601002e-15,0.0,0.31000000000000144
58,monotone_binned,stave,B8,73,1.3214015519560292,2.088357855936543,0.7669563039805141,0.0,0.5655651667899653
58,monotone_binned,amp_atom,0,57,1.3214015519560292,2.321401551956022,0.9999999999999929,0.0,0.015000000000003233
58,monotone_binned,amp_atom,1,49,1.3214015519560292,2.321401551956026,0.9999999999999969,0.0,0.2050000000000012
58,monotone_binned,amp_atom,2,57,1.3214015519560292,2.2731729385950423,0.9517713866390132,0.0,0.375
58,monotone_binned,amp_atom,3,56,1.3214015519560292,2.088357855936543,0.7669563039805141,0.0,0.9763872429576763
58,monotone_binned,shape_atom,-1,1,1.3214015519560292,1.3219011664846207,0.0004996145285915965,-7.105427357601002e-15,0.0
58,monotone_binned,shape_atom,0,72,1.3214015519560292,2.195418025370881,0.8740164734148519,0.0,0.6314400581370592
58,monotone_binned,shape_atom,1,68,1.3214015519560292,2.27824856447854,0.9568470125225108,0.0,0.2850000000000027
58,monotone_binned,shape_atom,2,78,1.3214015519560292,2.5252076950727114,1.2038061431166822,0.0,0.5850000000000025
58,monotone_binned,topology_atom,high_amp_stave,73,1.3214015519560292,2.0883578559365503,0.7669563039805212,0.0,0.8099999999999965
58,monotone_binned,topology_atom,low_amp_stave,73,1.3214015519560292,2.0883578559365397,0.7669563039805105,0.0,0.24999999999999986
58,monotone_binned,topology_atom,mid_amp_stave,73,1.3214015519560292,2.103100368411964,0.7816988164559349,0.0,0.3749999999999981
58,hierarchical_shared_bins,stave,B4,73,0.9153042666677224,1.174606889613389,0.25930262294566664,-0.6053169018275382,0.3100565742351389
58,hierarchical_shared_bins,stave,B6,73,0.9153042666677224,1.604982886912073,0.6896786202443507,0.13307627471183547,0.3550392350603671
58,hierarchical_shared_bins,stave,B8,73,0.9153042666677224,1.653105926165447,0.7378016594977247,0.0415554671804339,0.5120721524494047
58,hierarchical_shared_bins,amp_atom,0,57,0.9153042666677224,2.0103345688276306,1.0950303021599082,0.024568465379186444,0.37541390695361065
58,hierarchical_shared_bins,amp_atom,1,49,0.9153042666677224,2.044261476937797,1.1289572102700745,-0.11409647923995347,0.49656586092524957
58,hierarchical_shared_bins,amp_atom,2,57,0.9153042666677224,1.9223956371458666,1.0070913704781441,0.036157864763250114,0.40590736694459884
58,hierarchical_shared_bins,amp_atom,3,56,0.9153042666677224,1.6525964703915608,0.7372922037238384,0.047962993274778376,0.9041266240285414
58,hierarchical_shared_bins,shape_atom,-1,1,0.9153042666677224,0.9231986481383422,0.007894381470619827,-0.6078580040271566,0.0
58,hierarchical_shared_bins,shape_atom,0,72,0.9153042666677224,1.9201041336869298,1.0047998670192073,0.04122564387143135,0.6509424804819164
58,hierarchical_shared_bins,shape_atom,1,68,0.9153042666677224,1.8990178670872553,0.9837136004195329,0.0385259417919771,0.45013404360496123
58,hierarchical_shared_bins,shape_atom,2,78,0.9153042666677224,2.1712455570239273,1.2559412903562048,0.031766285483554535,0.8545520983599256
58,hierarchical_shared_bins,topology_atom,high_amp_stave,73,0.9153042666677224,1.6533933526441458,0.7380890859764234,0.04218636407320364,0.5943998825257202
58,hierarchical_shared_bins,topology_atom,low_amp_stave,73,0.9153042666677224,1.8913204350610358,0.9760161683933134,-0.4759907451025285,0.43639427367034084
58,hierarchical_shared_bins,topology_atom,mid_amp_stave,73,0.9153042666677224,2.0530549988484768,1.1377507321807543,0.03451206744938773,0.5612615741359611
58,ridge,stave,B4,73,1.4304423501393866,1.3214583680727379,-0.10898398206664872,-0.5055402319841775,0.7477804374694824
58,ridge,stave,B6,73,1.4304423501393866,1.9278415066706445,0.4973991565312579,-0.11383136988860088,0.804871878623962
58,ridge,stave,B8,73,1.4304423501393866,2.2121895432589653,0.7817471931195787,-0.39130919284309584,0.8482607626914938
58,ridge,amp_atom,0,57,1.4304423501393866,2.3486507511138885,0.918208400974502,-0.06381282092314677,0.737492579039474
58,ridge,amp_atom,1,49,1.4304423501393866,2.3455898427963255,0.915147492656939,-0.37515578679374073,0.7151524686813355
58,ridge,amp_atom,2,57,1.4304423501393866,2.256739292605917,0.8262969424665303,-0.7240148472903343,0.771758327185073
58,ridge,amp_atom,3,56,1.4304423501393866,2.0590262740254026,0.628583923886016,-0.3038283089194067,0.7778067872164622
58,ridge,shape_atom,-1,1,1.4304423501393866,1.4430725298895648,0.012630179750178216,1.0205403763837424,0.0
58,ridge,shape_atom,0,72,1.4304423501393866,2.212170875750525,0.7817285256111384,0.08302381032023831,0.6105578990670417
58,ridge,shape_atom,1,68,1.4304423501393866,2.2582300591586173,0.8277877090192307,-0.3362706402334936,0.6893153667449932
58,ridge,shape_atom,2,78,1.4304423501393866,2.5747647438967025,1.144322393757316,-0.6564993660860452,0.9567357691672971
