match_key,dynamic_n,control_n,matched_n
"45|high_20nA|B2|(3000.0, 4500.0]|p02_latent_c00",219,911,219
"37|high_20nA|B2|(3000.0, 4500.0]|p02_latent_c00",195,983,195
"62|high_20nA|B2|(3000.0, 4500.0]|p02_latent_c00",182,1062,182
"59|high_20nA|B2|(3000.0, 4500.0]|p02_latent_c00",179,1216,179
"61|high_20nA|B2|(3000.0, 4500.0]|p02_latent_c00",179,1086,179
"60|high_20nA|B2|(3000.0, 4500.0]|p02_latent_c00",168,1029,168
"39|high_20nA|B2|(3000.0, 4500.0]|p02_latent_c00",152,609,152
"57|high_20nA|B2|(3000.0, 4500.0]|p02_latent_c00",148,632,148
"42|high_20nA|B2|(3000.0, 4500.0]|p02_latent_c00",146,620,146
"40|high_20nA|B2|(3000.0, 4500.0]|p02_latent_c00",144,638,144
"59|high_20nA|B4|(2000.0, 3000.0]|p02_latent_c00",143,524,143
"63|high_20nA|B2|(3000.0, 4500.0]|p02_latent_c00",142,754,142
"48|high_20nA|B2|(3000.0, 4500.0]|p02_latent_c00",137,563,137
"61|high_20nA|B4|(2000.0, 3000.0]|p02_latent_c00",134,441,134
"59|high_20nA|B2|(2000.0, 3000.0]|p02_latent_c00",133,603,133
"49|high_20nA|B2|(3000.0, 4500.0]|p02_latent_c00",130,627,130
"41|high_20nA|B2|(3000.0, 4500.0]|p02_latent_c00",129,642,129
"45|high_20nA|B2|(4500.0, 7000.0]|p02_latent_c00",127,1564,127
"62|high_20nA|B4|(2000.0, 3000.0]|p02_latent_c00",127,475,127
"45|high_20nA|B2|(999.999, 1500.0]|p02_latent_c00",126,130,126
"37|high_20nA|B2|(4500.0, 7000.0]|p02_latent_c00",125,1604,125
"62|high_20nA|B2|(2000.0, 3000.0]|p02_latent_c00",125,487,125
"60|high_20nA|B4|(2000.0, 3000.0]|p02_latent_c00",124,405,124
"61|high_20nA|B2|(2000.0, 3000.0]|p02_latent_c00",124,412,124
"37|high_20nA|B2|(999.999, 1500.0]|p02_latent_c00",123,139,123
"45|high_20nA|B2|(2000.0, 3000.0]|p02_latent_c00",111,345,111
"32|high_20nA|B2|(3000.0, 4500.0]|p02_latent_c00",109,482,109
"37|high_20nA|B2|(2000.0, 3000.0]|p02_latent_c00",100,410,100
"60|high_20nA|B2|(2000.0, 3000.0]|p02_latent_c00",100,356,100
"60|high_20nA|B4|(3000.0, 4500.0]|p02_latent_c00",95,482,95
"31|high_20nA|B2|(3000.0, 4500.0]|p02_latent_c00",94,412,94
"59|high_20nA|B4|(3000.0, 4500.0]|p02_latent_c00",94,459,94
"35|high_20nA|B2|(3000.0, 4500.0]|p02_latent_c00",93,439,93
"62|high_20nA|B4|(3000.0, 4500.0]|p02_latent_c00",92,477,92
"63|high_20nA|B2|(2000.0, 3000.0]|p02_latent_c00",92,336,92
"41|high_20nA|B2|(4500.0, 7000.0]|p02_latent_c00",89,1032,89
"57|high_20nA|B2|(999.999, 1500.0]|p02_latent_c00",89,97,89
"64|high_20nA|B2|(3000.0, 4500.0]|p02_latent_c00",89,632,89
"39|high_20nA|B2|(999.999, 1500.0]|p02_latent_c00",88,93,88
