heldout_run,method,family,traditional_train_winner,n_pair_residuals,median_ns,sigma68_ns,sigma68_ci95_low_ns,sigma68_ci95_high_ns,full_rms_ns,full_rms_ci95_low_ns,full_rms_ci95_high_ns,tail_frac_abs_gt5ns,core_sigma_ns,chi2_ndf,pull_width
58,attention_pulse,ml_nn,template_phase,219,1.4162479210316121,2.773130192688554,2.052539164969384,3.425516135497939,5.55832401361807,3.3093083795030616,7.714781909509305,0.1324200913242009,1.395376678538198,0.8732197275028462,3.456953124509313
58,cfd20,traditional,template_phase,219,-3.2272342149502435,3.1154211816170307,2.8635778377050998,3.3821631002361263,4.88610097512565,2.699519543418816,6.96120449015469,0.0730593607305936,278.2335462048109,1.496537802737543,
58,cnn_1d,ml_nn,template_phase,219,2.0832142070889574,2.97936833305793,2.4845277387503377,4.012747045041564,6.753169524759283,3.955315578370756,9.101020849113585,0.1461187214611872,2.167866982967279,0.7496055467523028,3.6005745948344567
58,gradient_boosted_trees,ml_nn,template_phase,219,0.9550242209377302,1.7109609671776347,1.5200604926007757,2.0993637771207494,4.655032179145125,2.3599723689476644,6.7155471730847625,0.0867579908675799,1.3615536625780318,0.6905832578994917,
58,mlp,ml_nn,template_phase,219,1.878472341477078,2.43214929402275,1.9946958654423868,2.8075503104440616,5.0423405661339595,2.652058762802044,7.133105906673022,0.0867579908675799,1.8478429946327979,0.9839628688003033,2.899133656498302
58,ridge,ml_nn,template_phase,219,1.600922080321034,1.9684148371108559,1.744826320906488,2.304146065873528,4.371670437687035,2.0213725347425897,6.340640381649955,0.0319634703196347,1.694030080662452,1.0794066132175284,
58,template_phase,traditional,template_phase,219,-3.807085546556088,2.6428031039120548,2.6428031039120548,2.682510301051502,3.5452824739597437,2.49021784576984,4.621418736823755,0.0639269406392694,5.119063310421072,4.162571799797907,
59,attention_pulse,ml_nn,template_phase,2280,1.3157966182974636,1.9718369919502274,1.9103704598430333,2.0319232760737806,4.567650164314277,3.1350754461374013,5.877828888031581,0.02412280701754386,1.9149634804265099,5.126128128312326,2.497903297146534
59,cfd20,traditional,template_phase,2280,-3.0373826969218527,3.1882004899446317,3.1019684086071595,3.2551476805934163,5.258881768772454,3.8102393005396693,6.79814184769986,0.06842105263157895,270.1896728002087,6.070569931676868,
59,cnn_1d,ml_nn,template_phase,2280,1.2478547459847373,1.8732132567560582,1.8142314356775031,1.9313246531346118,4.0640393327828255,2.952649686167571,4.94887574005586,0.02412280701754386,1.8248169574729018,2.0022741303232525,2.472248898959616
59,gradient_boosted_trees,ml_nn,template_phase,2280,1.1239505229163846,1.5579435355955746,1.5070417641468166,1.6202408402231832,4.365151509559108,3.1381776246183537,5.592523706230359,0.03245614035087719,1.4568837278575113,1.3900857858836049,
59,mlp,ml_nn,template_phase,2280,1.4096960364792288,1.7757063853335966,1.70401570292967,1.8409434942688028,3.8641365455867893,2.9233629776696146,4.841783850590554,0.02412280701754386,1.7694791384473156,3.0475261346513545,2.362401666756129
59,ridge,ml_nn,template_phase,2280,1.3659784808534319,1.904047381427912,1.824827245427154,1.95798257743849,4.303203589183269,2.9324427520393517,5.594519481824575,0.02017543859649123,1.8954328121969062,1.1284002162879911,
59,template_phase,traditional,template_phase,2289,-3.7226235857461916,3.009995046630709,2.934367241605166,3.058864996344869,3.34060066857324,3.0408490386170293,3.684641552401724,0.07863695937090433,246.72743164185283,25.674413849001326,
60,attention_pulse,ml_nn,template_phase,2424,1.3606562195719114,1.946341539478268,1.8822437689628522,2.0140771972158147,6.080083630068872,4.727490911380192,7.564049666020863,0.04702970297029703,1.916085521589644,2.8451147299190627,3.526792265202652
60,cfd20,traditional,template_phase,2424,-2.8184186273716314,3.138618995026782,3.0664554455850195,3.2291577975165935,7.2620101671075705,5.568398867808872,9.14978948921001,0.0594059405940594,287.4786990785447,4.948365050079731,
60,cnn_1d,ml_nn,template_phase,2424,1.0939153586693209,1.84546644324075,1.7788551695949117,1.8987428149112966,6.391765033666145,4.897271727936915,7.758398113441344,0.050742574257425746,1.711788417983408,1.765418089592808,3.774151020421461
60,gradient_boosted_trees,ml_nn,template_phase,2424,0.9491636396416645,1.611766695063861,1.5360069239306788,1.670752622610379,6.23064302137507,4.725581473973297,7.710521328315061,0.04249174917491749,1.4855579120023057,1.4028452553294386,
60,mlp,ml_nn,template_phase,2424,1.0260745767325155,1.8307701643154461,1.7505027931478507,1.8841076890535835,5.671707334587078,4.0508831053404775,7.230890211352458,0.041254125412541254,1.668984994753411,1.663575112479732,3.390022029763927
60,ridge,ml_nn,template_phase,2424,1.2961116684555023,1.8506283804183408,1.7695218962672563,1.9169978290280483,6.281186978258646,4.459302156905199,7.873449257703564,0.026815181518151814,1.7573925107230062,2.0444211170313302,
60,template_phase,traditional,template_phase,2424,-3.7331089522876297,2.6445813281203887,2.5804189177386934,2.7033909442571233,3.2690117270629155,3.0166008672454887,3.5522607720358037,0.09694719471947194,0.8647272857328716,25.615627811676696,
61,attention_pulse,ml_nn,template_phase,2793,1.8565019668947826,2.137723210389953,2.066978488808827,2.2264182131083103,5.712382306044014,4.532777313327676,6.656360081476649,0.03508771929824561,2.3070789140629024,2.839972170175057,3.4862341408047923
61,cfd20,traditional,template_phase,2793,-2.448704290318588,2.912165862909456,2.835062769378809,2.9852131890247318,6.3173797275357835,4.792078631713813,7.6942435245447465,0.047261009667024706,213.3025652150874,3.545748679472929,
61,cnn_1d,ml_nn,template_phase,2793,1.8192408268047089,2.3698135761031973,2.2904124398877226,2.4309791188903387,5.877627239021896,4.914589202909698,6.800251918482744,0.045112781954887216,3.036328252035758,2.529674203605794,3.263231334737961
61,gradient_boosted_trees,ml_nn,template_phase,2793,1.7598709086082849,1.9965244374201423,1.9334556323962624,2.059324914580503,5.864788343851306,4.468961862044539,6.969910216431403,0.04045828857858933,2.0527898101466033,2.1638744192015213,
61,mlp,ml_nn,template_phase,2793,2.0143244915056897,2.4217615200817777,2.3614567635249597,2.488619351227257,5.727403465446379,4.360028176004024,7.0568900655326114,0.03079126387397064,4.155217591953155,2.6221404855799255,3.501060413241921
61,ridge,ml_nn,template_phase,2793,2.265740160118792,2.4233919372404147,2.343300675472793,2.5255102910793417,5.698860669437939,4.294082629390148,6.944995696932006,0.03616183315431436,2.721537299065352,1.1228352131277515,
61,template_phase,traditional,template_phase,2799,-2.6237644604011834,2.7035130270822876,2.7035130270822876,2.7035130270822876,3.204149298962796,2.8687190105402407,3.4863726967345836,0.04715969989281887,3.140015920778363,25.244984848407178,
62,attention_pulse,ml_nn,template_phase,2418,1.215665061020335,1.7148228966305021,1.6560520971232502,1.7716844886140835,4.8991133021899556,2.1765983422702666,6.709524104612755,0.021918941273779982,1.6518645252838942,1.4362321183254627,2.738505718963371
62,cfd20,traditional,template_phase,2418,-2.9097253148882647,3.2285718710142715,3.133333044659195,3.3155810257244998,4.855500121684807,2.9711016064920805,6.782570129465858,0.062448304383788254,276.6409758829339,5.232215327281125,
62,cnn_1d,ml_nn,template_phase,2418,1.2896525030991306,1.8611257242242543,1.801602042429927,1.9276857818147257,4.881612848207462,2.826833279882723,6.96411141391764,0.02729528535980149,1.834986069029154,2.116004727595305,3.011558660942264
62,gradient_boosted_trees,ml_nn,template_phase,2418,1.1082600068797035,1.7156755789728444,1.6519231780889108,1.7804880425642322,4.441790503149012,2.5669020876482658,6.685609359276475,0.036807278742762614,1.6230755169573894,1.851743488899483,
62,mlp,ml_nn,template_phase,2418,1.1965148192408783,1.8553056213803405,1.7865244770378448,1.9354312920983778,4.667580721243656,2.545841368662138,6.374443082855963,0.02729528535980149,1.9083477939528661,1.6174388940429234,2.7572171667449794
62,ridge,ml_nn,template_phase,2418,1.2914165727984042,1.9342009676250842,1.8736255021076815,2.0122944590533947,4.320479007644901,2.1350113621161753,6.2812631699478265,0.018610421836228287,1.8533103613987958,1.4937913101861005,
62,template_phase,traditional,template_phase,2421,-3.8029023864212164,2.9324482653930124,2.871893830956374,2.983520388445823,3.350172263994744,3.0427062064190946,3.6585580600930787,0.0821974390747625,1.3506281389152455,26.145101792421826,
63,attention_pulse,ml_nn,template_phase,1110,1.12857143415809,1.7483222295366927,1.6739192137159364,1.8948114675933243,4.97128576352492,2.784801215501251,6.9844786550101245,0.044144144144144144,1.5413316021625476,2.221428410769885,2.9049126181244307
63,cfd20,traditional,template_phase,1110,-3.0056042907040226,3.4035141628299086,3.31817668508844,3.5178143765100693,6.5830265869175175,3.3389533239305043,9.175354015914179,0.07207207207207207,318.11195490648396,4.393755074098903,
63,cnn_1d,ml_nn,template_phase,1110,1.2528818866807612,1.7408211411514163,1.6410028761017126,1.8341634721221156,5.229725916743372,2.9520719098106527,7.281085174368264,0.036936936936936934,1.6460880419480874,1.248523728101765,2.96321167537612
63,gradient_boosted_trees,ml_nn,template_phase,1110,0.797082352695293,1.5000497704972533,1.4068049160384652,1.600198540168644,5.719473935244688,3.261548960631118,7.695702213581025,0.04954954954954955,1.224905786198349,2.005161799496621,
63,mlp,ml_nn,template_phase,1110,1.1742248506030926,1.7389341462009775,1.6575319718855894,1.8485262749576925,5.1715378793029085,3.2116160735903465,7.23940106427083,0.03963963963963964,1.5245322475156369,1.6512553933126188,3.040591532012081
63,ridge,ml_nn,template_phase,1110,1.1363529542027315,1.8480606367868615,1.727748167971544,1.9607593535755206,5.687578375972032,2.791482246647237,8.328487642161603,0.02972972972972973,1.6387146190187953,2.485446805020784,
63,template_phase,traditional,template_phase,1110,-3.792535319238553,2.963060690899491,2.8533590478903754,3.0309143497332456,3.3826766506909274,2.9885560351607805,3.85757903133252,0.08288288288288288,1.1139256240281963,12.710530829239088,
65,attention_pulse,ml_nn,template_phase,198,1.8358737654896835,2.3403228013738073,1.9726945943680874,2.7650735200390604,2.7051572986665136,2.3815171786949354,3.019977431940422,0.07575757575757576,1.510006024341856,1.139756468852375,1.530288045130155
65,cfd20,traditional,template_phase,198,-3.53533965096263,2.9933861916712807,2.684372147063181,3.3779789540857674,2.7426839288126446,2.5276374622221165,2.9466197710484585,0.06565656565656566,1.0802529860277212,0.9151422810052424,
65,cnn_1d,ml_nn,template_phase,198,1.5852833701245395,2.273387284621535,1.8442816247053453,2.737645496682667,2.3747805911793,2.115311695136182,2.6614635865506306,0.030303030303030304,1.368129471238114,1.1558260247117167,1.3840683606090574
65,gradient_boosted_trees,ml_nn,template_phase,198,1.1105811521903455,2.017215339954901,1.712111719510285,2.354137331236401,2.475887833473988,2.0317246403372176,2.9590753834971113,0.05555555555555555,1.58167613646491,1.1940534379215997,
65,mlp,ml_nn,template_phase,198,1.691114056632717,2.41244652284204,2.164773031219374,2.6481973642872614,2.6276890898031757,2.287647862841324,2.9953919265028373,0.05555555555555555,1.7804668863137452,0.9156866603097122,1.5215137024141667
65,ridge,ml_nn,template_phase,198,1.2480156455635836,1.908199124868895,1.6989689294272492,2.119450576646731,1.8317008169058073,1.683559364613911,1.98433145116093,0.005050505050505051,2.0321233442964957,1.2229145613560637,
65,template_phase,traditional,template_phase,198,-3.8304301157923035,2.895552665230913,2.6422176391197363,3.2036669041679335,2.580742156647064,2.3758974054768847,2.74817169079637,0.04040404040404041,225.81730865159642,3.088917888594476,
