heldout_run,method,param,fold,sigma68_ns,selected
58,ridge,alpha=0.01,0,2.553253172383794,False
58,ridge,alpha=0.01,1,1.841313028800931,False
58,ridge,alpha=0.01,2,1.9999818181416937,False
58,ridge,alpha=0.01,-1,2.1315160064421397,True
58,ridge,alpha=0.1,0,2.5532343611579034,False
58,ridge,alpha=0.1,1,1.8414611009014366,False
58,ridge,alpha=0.1,2,1.998397786020868,False
58,ridge,alpha=0.1,-1,2.1310310826934025,True
58,ridge,alpha=1.0,0,2.55873555463238,False
58,ridge,alpha=1.0,1,1.8444458583341892,False
58,ridge,alpha=1.0,2,1.9886997862636695,False
58,ridge,alpha=1.0,-1,2.1306270664100797,True
58,ridge,alpha=10.0,0,2.536721931922902,False
58,ridge,alpha=10.0,1,1.8474647084157034,False
58,ridge,alpha=10.0,2,1.968575913170614,False
58,ridge,alpha=10.0,-1,2.1175875178364065,True
58,ridge,alpha=100.0,0,2.3916741968454955,False
58,ridge,alpha=100.0,1,1.7990933158517741,False
58,ridge,alpha=100.0,2,1.902917611670497,False
58,ridge,alpha=100.0,-1,2.0312283747892557,True
58,gradient_boosted_trees,"lr=0.04,l2=0.0",0,2.042409141650548,False
58,gradient_boosted_trees,"lr=0.04,l2=0.0",1,1.5839461158513686,False
58,gradient_boosted_trees,"lr=0.04,l2=0.0",2,1.5837177915821528,False
58,gradient_boosted_trees,"lr=0.04,l2=0.0",-1,1.7366910163613565,True
58,gradient_boosted_trees,"lr=0.04,l2=0.1",0,2.0347850104746916,False
58,gradient_boosted_trees,"lr=0.04,l2=0.1",1,1.5656925053272726,False
58,gradient_boosted_trees,"lr=0.04,l2=0.1",2,1.5829104835062395,False
58,gradient_boosted_trees,"lr=0.04,l2=0.1",-1,1.7277959997694012,True
58,gradient_boosted_trees,"lr=0.08,l2=0.0",0,2.0922704065342996,False
58,gradient_boosted_trees,"lr=0.08,l2=0.0",1,1.6582941515571803,False
58,gradient_boosted_trees,"lr=0.08,l2=0.0",2,1.6479096302900118,False
58,gradient_boosted_trees,"lr=0.08,l2=0.0",-1,1.799491396127164,True
58,gradient_boosted_trees,"lr=0.08,l2=0.1",0,2.136138771917924,False
58,gradient_boosted_trees,"lr=0.08,l2=0.1",1,1.631866440744703,False
58,gradient_boosted_trees,"lr=0.08,l2=0.1",2,1.652784665220566,False
58,gradient_boosted_trees,"lr=0.08,l2=0.1",-1,1.8069299592943977,True
58,mlp,"width=24,alpha=0.0001",0,2.1309725512743958,False
58,mlp,"width=24,alpha=0.0001",1,1.8137162234704312,False
58,mlp,"width=24,alpha=0.0001",2,2.0663922141196744,False
58,mlp,"width=24,alpha=0.0001",-1,2.003693662954834,True
58,mlp,"width=24,alpha=0.001",0,2.125776750488163,False
58,mlp,"width=24,alpha=0.001",1,1.7822591120387452,False
58,mlp,"width=24,alpha=0.001",2,1.9704151208877594,False
58,mlp,"width=24,alpha=0.001",-1,1.9594836611382227,True
58,mlp,"width=48,alpha=0.0001",0,2.1687194699757355,False
58,mlp,"width=48,alpha=0.0001",1,1.766095839841947,False
58,mlp,"width=48,alpha=0.0001",2,1.7353377644833483,False
58,mlp,"width=48,alpha=0.0001",-1,1.8900510247670104,True
58,mlp,"width=48,alpha=0.001",0,2.2174290903644978,False
58,mlp,"width=48,alpha=0.001",1,1.7750436882490717,False
58,mlp,"width=48,alpha=0.001",2,1.7016603297025712,False
58,mlp,"width=48,alpha=0.001",-1,1.8980443694387137,True
58,cnn_1d,"width=6,alpha=0.0001",0,2.4746812579037956,False
58,cnn_1d,"width=6,alpha=0.0001",1,1.8252808623368377,False
58,cnn_1d,"width=6,alpha=0.0001",2,1.8093203358328709,False
58,cnn_1d,"width=6,alpha=0.0001",-1,2.036427485357835,True
58,cnn_1d,"width=6,alpha=0.001",0,2.44942464699322,False
58,cnn_1d,"width=6,alpha=0.001",1,1.8083610850795526,False
58,cnn_1d,"width=6,alpha=0.001",2,1.8511957255784648,False
58,cnn_1d,"width=6,alpha=0.001",-1,2.0363271525504123,True
58,cnn_1d,"width=10,alpha=0.0001",0,2.534043137856623,False
58,cnn_1d,"width=10,alpha=0.0001",1,1.8661214011960832,False
58,cnn_1d,"width=10,alpha=0.0001",2,1.8206773677456605,False
58,cnn_1d,"width=10,alpha=0.0001",-1,2.073613968932789,True
58,cnn_1d,"width=10,alpha=0.001",0,2.4216333855249084,False
58,cnn_1d,"width=10,alpha=0.001",1,1.7983900649117943,False
58,cnn_1d,"width=10,alpha=0.001",2,1.7631451110389282,False
58,cnn_1d,"width=10,alpha=0.001",-1,1.994389520491877,True
58,attention_pulse,"width=12,alpha=0.0001",0,2.322194553920371,False
58,attention_pulse,"width=12,alpha=0.0001",1,1.7087251573845335,False
58,attention_pulse,"width=12,alpha=0.0001",2,1.7162923694607577,False
58,attention_pulse,"width=12,alpha=0.0001",-1,1.9157373602552206,True
58,attention_pulse,"width=12,alpha=0.001",0,2.4821092093819117,False
58,attention_pulse,"width=12,alpha=0.001",1,1.7020679989499945,False
58,attention_pulse,"width=12,alpha=0.001",2,1.8256616024706678,False
58,attention_pulse,"width=12,alpha=0.001",-1,2.0032796036008578,True
58,attention_pulse,"width=20,alpha=0.0001",0,2.3270654942094118,False
58,attention_pulse,"width=20,alpha=0.0001",1,1.712747763190637,False
58,attention_pulse,"width=20,alpha=0.0001",2,1.6291904317993402,False
58,attention_pulse,"width=20,alpha=0.0001",-1,1.8896678963997964,True
58,attention_pulse,"width=20,alpha=0.001",0,2.2996991709905648,False
58,attention_pulse,"width=20,alpha=0.001",1,1.5666291133272494,False
58,attention_pulse,"width=20,alpha=0.001",2,1.6824505311831925,False
58,attention_pulse,"width=20,alpha=0.001",-1,1.8495929385003356,True
59,ridge,alpha=0.01,0,2.570225110639179,False
59,ridge,alpha=0.01,1,1.887416116041873,False
59,ridge,alpha=0.01,2,1.959908964447375,False
59,ridge,alpha=0.01,-1,2.139183397042809,True
59,ridge,alpha=0.1,0,2.5688802939544555,False
59,ridge,alpha=0.1,1,1.8862170148046016,False
59,ridge,alpha=0.1,2,1.9605236405536035,False
59,ridge,alpha=0.1,-1,2.1385403164375534,True
59,ridge,alpha=1.0,0,2.5638736711313626,False
59,ridge,alpha=1.0,1,1.885252581730826,False
59,ridge,alpha=1.0,2,1.9574015462438945,False
59,ridge,alpha=1.0,-1,2.1355092663686945,True
59,ridge,alpha=10.0,0,2.538568549359321,False
59,ridge,alpha=10.0,1,1.867552691786082,False
59,ridge,alpha=10.0,2,1.9421194514677382,False
59,ridge,alpha=10.0,-1,2.116080230871047,True
59,ridge,alpha=100.0,0,2.402326320799242,False
59,ridge,alpha=100.0,1,1.7944212868902774,False
59,ridge,alpha=100.0,2,1.8556180568945466,False
59,ridge,alpha=100.0,-1,2.017455221528022,True
59,gradient_boosted_trees,"lr=0.04,l2=0.0",0,2.0078852627238626,False
59,gradient_boosted_trees,"lr=0.04,l2=0.0",1,1.6485024404843214,False
59,gradient_boosted_trees,"lr=0.04,l2=0.0",2,1.6176015034316527,False
59,gradient_boosted_trees,"lr=0.04,l2=0.0",-1,1.7579964022132788,True
59,gradient_boosted_trees,"lr=0.04,l2=0.1",0,2.0061531656824534,False
59,gradient_boosted_trees,"lr=0.04,l2=0.1",1,1.651057047753319,False
59,gradient_boosted_trees,"lr=0.04,l2=0.1",2,1.6219843072958224,False
59,gradient_boosted_trees,"lr=0.04,l2=0.1",-1,1.7597315069105317,True
59,gradient_boosted_trees,"lr=0.08,l2=0.0",0,2.118104444971024,False
59,gradient_boosted_trees,"lr=0.08,l2=0.0",1,1.7400629925718056,False
59,gradient_boosted_trees,"lr=0.08,l2=0.0",2,1.7026204408178196,False
59,gradient_boosted_trees,"lr=0.08,l2=0.0",-1,1.8535959594535498,True
59,gradient_boosted_trees,"lr=0.08,l2=0.1",0,2.1109978310376025,False
59,gradient_boosted_trees,"lr=0.08,l2=0.1",1,1.714029337319661,False
59,gradient_boosted_trees,"lr=0.08,l2=0.1",2,1.688626758422763,False
59,gradient_boosted_trees,"lr=0.08,l2=0.1",-1,1.8378846422600088,True
59,mlp,"width=24,alpha=0.0001",0,2.4427357732584634,False
59,mlp,"width=24,alpha=0.0001",1,1.8170809515159083,False
59,mlp,"width=24,alpha=0.0001",2,1.6963623920888526,False
59,mlp,"width=24,alpha=0.0001",-1,1.985393038954408,True
59,mlp,"width=24,alpha=0.001",0,2.455749064442288,False
59,mlp,"width=24,alpha=0.001",1,1.8483292771247277,False
59,mlp,"width=24,alpha=0.001",2,1.743969876491048,False
59,mlp,"width=24,alpha=0.001",-1,2.0160160726860212,True
59,mlp,"width=48,alpha=0.0001",0,2.325605247975379,False
59,mlp,"width=48,alpha=0.0001",1,1.8060617417483986,False
59,mlp,"width=48,alpha=0.0001",2,1.8733292527893595,False
59,mlp,"width=48,alpha=0.0001",-1,2.0016654141710455,True
59,mlp,"width=48,alpha=0.001",0,2.2536738654503066,False
59,mlp,"width=48,alpha=0.001",1,1.7648432343654448,False
59,mlp,"width=48,alpha=0.001",2,1.8495002891273224,False
59,mlp,"width=48,alpha=0.001",-1,1.9560057963143578,True
59,cnn_1d,"width=6,alpha=0.0001",0,2.6094254143206874,False
59,cnn_1d,"width=6,alpha=0.0001",1,2.1189137698274427,False
59,cnn_1d,"width=6,alpha=0.0001",2,1.9338926206850764,False
59,cnn_1d,"width=6,alpha=0.0001",-1,2.220743934944402,True
59,cnn_1d,"width=6,alpha=0.001",0,2.628963951120951,False
59,cnn_1d,"width=6,alpha=0.001",1,2.1499949116839803,False
59,cnn_1d,"width=6,alpha=0.001",2,1.9824166168672406,False
59,cnn_1d,"width=6,alpha=0.001",-1,2.2537918265573906,True
59,cnn_1d,"width=10,alpha=0.0001",0,2.17991915803345,False
59,cnn_1d,"width=10,alpha=0.0001",1,1.9617626335797502,False
59,cnn_1d,"width=10,alpha=0.0001",2,1.9026959566057888,False
59,cnn_1d,"width=10,alpha=0.0001",-1,2.014792582739663,True
59,cnn_1d,"width=10,alpha=0.001",0,2.108444877376333,False
59,cnn_1d,"width=10,alpha=0.001",1,2.16006477247578,False
59,cnn_1d,"width=10,alpha=0.001",2,1.910786498205566,False
59,cnn_1d,"width=10,alpha=0.001",-1,2.059765382685893,True
59,attention_pulse,"width=12,alpha=0.0001",0,2.005736431954627,False
59,attention_pulse,"width=12,alpha=0.0001",1,1.8785436540859144,False
59,attention_pulse,"width=12,alpha=0.0001",2,1.8073355574324772,False
59,attention_pulse,"width=12,alpha=0.0001",-1,1.897205214491006,True
59,attention_pulse,"width=12,alpha=0.001",0,2.0149473305056547,False
59,attention_pulse,"width=12,alpha=0.001",1,1.8967542601507887,False
59,attention_pulse,"width=12,alpha=0.001",2,1.7877379131638886,False
59,attention_pulse,"width=12,alpha=0.001",-1,1.8998131679401107,True
59,attention_pulse,"width=20,alpha=0.0001",0,2.3764670108039847,False
59,attention_pulse,"width=20,alpha=0.0001",1,1.8846005772932313,False
59,attention_pulse,"width=20,alpha=0.0001",2,2.04485409488864,False
59,attention_pulse,"width=20,alpha=0.0001",-1,2.101973894328619,True
59,attention_pulse,"width=20,alpha=0.001",0,2.31390961906838,False
59,attention_pulse,"width=20,alpha=0.001",1,1.9792605954934823,False
59,attention_pulse,"width=20,alpha=0.001",2,2.211930192105408,False
59,attention_pulse,"width=20,alpha=0.001",-1,2.168366802222424,True
60,ridge,alpha=0.01,0,2.4275221584524296,False
60,ridge,alpha=0.01,1,1.930585070521695,False
60,ridge,alpha=0.01,2,1.7871753427170194,False
60,ridge,alpha=0.01,-1,2.048427523897048,True
60,ridge,alpha=0.1,0,2.426565015695744,False
60,ridge,alpha=0.1,1,1.9299965714492535,False
60,ridge,alpha=0.1,2,1.787326481769387,False
60,ridge,alpha=0.1,-1,2.0479626896381284,True
60,ridge,alpha=1.0,0,2.4233119172853166,False
60,ridge,alpha=1.0,1,1.9259254817724696,False
60,ridge,alpha=1.0,2,1.786048710710441,False
60,ridge,alpha=1.0,-1,2.0450953699227425,True
60,ridge,alpha=10.0,0,2.4095892145733377,False
60,ridge,alpha=10.0,1,1.909836413152006,False
60,ridge,alpha=10.0,2,1.778338989808467,False
60,ridge,alpha=10.0,-1,2.0325882058446036,True
60,ridge,alpha=100.0,0,2.3055720287586663,False
60,ridge,alpha=100.0,1,1.8557835583386555,False
60,ridge,alpha=100.0,2,1.7413042332699966,False
60,ridge,alpha=100.0,-1,1.967553273455773,True
60,gradient_boosted_trees,"lr=0.04,l2=0.0",0,2.0690935196065015,False
60,gradient_boosted_trees,"lr=0.04,l2=0.0",1,1.7263463023155339,False
60,gradient_boosted_trees,"lr=0.04,l2=0.0",2,1.5281839818974936,False
60,gradient_boosted_trees,"lr=0.04,l2=0.0",-1,1.774541267939843,True
60,gradient_boosted_trees,"lr=0.04,l2=0.1",0,2.077435775916893,False
60,gradient_boosted_trees,"lr=0.04,l2=0.1",1,1.7269831963616271,False
60,gradient_boosted_trees,"lr=0.04,l2=0.1",2,1.5158477945953661,False
60,gradient_boosted_trees,"lr=0.04,l2=0.1",-1,1.7734222556246289,True
60,gradient_boosted_trees,"lr=0.08,l2=0.0",0,2.180038635959246,False
60,gradient_boosted_trees,"lr=0.08,l2=0.0",1,1.8315457517417364,False
60,gradient_boosted_trees,"lr=0.08,l2=0.0",2,1.5741848069744868,False
60,gradient_boosted_trees,"lr=0.08,l2=0.0",-1,1.8619230648918232,True
60,gradient_boosted_trees,"lr=0.08,l2=0.1",0,2.1923273523994298,False
60,gradient_boosted_trees,"lr=0.08,l2=0.1",1,1.836130514136062,False
60,gradient_boosted_trees,"lr=0.08,l2=0.1",2,1.5783854197204865,False
60,gradient_boosted_trees,"lr=0.08,l2=0.1",-1,1.868947762085326,True
60,mlp,"width=24,alpha=0.0001",0,2.5773194973688023,False
60,mlp,"width=24,alpha=0.0001",1,1.6653621385841646,False
60,mlp,"width=24,alpha=0.0001",2,1.6925898738183585,False
60,mlp,"width=24,alpha=0.0001",-1,1.9784238365904419,True
60,mlp,"width=24,alpha=0.001",0,2.5650628478124387,False
60,mlp,"width=24,alpha=0.001",1,1.8783749387901412,False
60,mlp,"width=24,alpha=0.001",2,1.7621523612162961,False
60,mlp,"width=24,alpha=0.001",-1,2.0685300492729586,True
60,mlp,"width=48,alpha=0.0001",0,2.497408759898357,False
60,mlp,"width=48,alpha=0.0001",1,2.0899039924180225,False
60,mlp,"width=48,alpha=0.0001",2,1.6229002061489457,False
60,mlp,"width=48,alpha=0.0001",-1,2.0700709861551085,True
60,mlp,"width=48,alpha=0.001",0,2.5723896085891447,False
60,mlp,"width=48,alpha=0.001",1,2.1482142276407585,False
60,mlp,"width=48,alpha=0.001",2,1.668149220698157,False
60,mlp,"width=48,alpha=0.001",-1,2.1295843523093536,True
60,cnn_1d,"width=6,alpha=0.0001",0,2.511676247928083,False
60,cnn_1d,"width=6,alpha=0.0001",1,1.9897392513884244,False
60,cnn_1d,"width=6,alpha=0.0001",2,1.9484374652505658,False
60,cnn_1d,"width=6,alpha=0.0001",-1,2.1499509881890244,True
60,cnn_1d,"width=6,alpha=0.001",0,2.4006349295586524,False
60,cnn_1d,"width=6,alpha=0.001",1,1.977726990659796,False
60,cnn_1d,"width=6,alpha=0.001",2,1.9279671959250066,False
60,cnn_1d,"width=6,alpha=0.001",-1,2.1021097053811517,True
60,cnn_1d,"width=10,alpha=0.0001",0,2.260108964623582,False
60,cnn_1d,"width=10,alpha=0.0001",1,1.8572329711639814,False
60,cnn_1d,"width=10,alpha=0.0001",2,1.8754327691929165,False
