heldout_run,method,param,fold,sigma68_ns,selected
60,cnn_1d,"width=10,alpha=0.0001",-1,1.9975915683268266,True
60,cnn_1d,"width=10,alpha=0.001",0,2.2722487091174877,False
60,cnn_1d,"width=10,alpha=0.001",1,1.9787158566557903,False
60,cnn_1d,"width=10,alpha=0.001",2,2.030801708989045,False
60,cnn_1d,"width=10,alpha=0.001",-1,2.093922091587441,True
60,attention_pulse,"width=12,alpha=0.0001",0,2.1205311842102503,False
60,attention_pulse,"width=12,alpha=0.0001",1,1.8906728676162863,False
60,attention_pulse,"width=12,alpha=0.0001",2,1.7262741689075638,False
60,attention_pulse,"width=12,alpha=0.0001",-1,1.9124927402447003,True
60,attention_pulse,"width=12,alpha=0.001",0,2.12315691847915,False
60,attention_pulse,"width=12,alpha=0.001",1,1.902125977183537,False
60,attention_pulse,"width=12,alpha=0.001",2,1.7184305793204786,False
60,attention_pulse,"width=12,alpha=0.001",-1,1.9145711583277218,True
60,attention_pulse,"width=20,alpha=0.0001",0,1.8504045976669672,False
60,attention_pulse,"width=20,alpha=0.0001",1,1.7872612762330764,False
60,attention_pulse,"width=20,alpha=0.0001",2,1.7471474958055766,False
60,attention_pulse,"width=20,alpha=0.0001",-1,1.7949377899018735,True
60,attention_pulse,"width=20,alpha=0.001",0,2.056325593223894,False
60,attention_pulse,"width=20,alpha=0.001",1,1.705400315829254,False
60,attention_pulse,"width=20,alpha=0.001",2,1.7711316464442128,False
60,attention_pulse,"width=20,alpha=0.001",-1,1.8442858518324539,True
61,ridge,alpha=0.01,0,1.971983626551536,False
61,ridge,alpha=0.01,1,2.3347402800988,False
61,ridge,alpha=0.01,2,2.091637719226138,False
61,ridge,alpha=0.01,-1,2.132787208625491,True
61,ridge,alpha=0.1,0,1.9723774207124294,False
61,ridge,alpha=0.1,1,2.3306712888625007,False
61,ridge,alpha=0.1,2,2.091246809496582,False
61,ridge,alpha=0.1,-1,2.1314318396905043,True
61,ridge,alpha=1.0,0,1.9743454202594848,False
61,ridge,alpha=1.0,1,2.316644702345837,False
61,ridge,alpha=1.0,2,2.0904453324815755,False
61,ridge,alpha=1.0,-1,2.1271451516956326,True
61,ridge,alpha=10.0,0,1.9587131374723028,False
61,ridge,alpha=10.0,1,2.248386119499418,False
61,ridge,alpha=10.0,2,2.085115863118948,False
61,ridge,alpha=10.0,-1,2.097405040030223,True
61,ridge,alpha=100.0,0,1.9366547227381854,False
61,ridge,alpha=100.0,1,2.1299233439456087,False
61,ridge,alpha=100.0,2,2.0004666000617077,False
61,ridge,alpha=100.0,-1,2.022348222248501,True
61,gradient_boosted_trees,"lr=0.04,l2=0.0",0,1.8461160538869197,False
61,gradient_boosted_trees,"lr=0.04,l2=0.0",1,1.8521560707484253,False
61,gradient_boosted_trees,"lr=0.04,l2=0.0",2,1.7015261206752343,False
61,gradient_boosted_trees,"lr=0.04,l2=0.0",-1,1.79993274843686,True
61,gradient_boosted_trees,"lr=0.04,l2=0.1",0,1.8399036985736577,False
61,gradient_boosted_trees,"lr=0.04,l2=0.1",1,1.826508291593254,False
61,gradient_boosted_trees,"lr=0.04,l2=0.1",2,1.6814670015638482,False
61,gradient_boosted_trees,"lr=0.04,l2=0.1",-1,1.7826263305769199,True
61,gradient_boosted_trees,"lr=0.08,l2=0.0",0,1.9117912948568698,False
61,gradient_boosted_trees,"lr=0.08,l2=0.0",1,1.9321502076592894,False
61,gradient_boosted_trees,"lr=0.08,l2=0.0",2,1.7945638668937547,False
61,gradient_boosted_trees,"lr=0.08,l2=0.0",-1,1.8795017898033048,True
61,gradient_boosted_trees,"lr=0.08,l2=0.1",0,1.9155765102331448,False
61,gradient_boosted_trees,"lr=0.08,l2=0.1",1,1.9522378318251026,False
61,gradient_boosted_trees,"lr=0.08,l2=0.1",2,1.7990284288085365,False
61,gradient_boosted_trees,"lr=0.08,l2=0.1",-1,1.8889475902889281,True
61,mlp,"width=24,alpha=0.0001",0,2.082906063700996,False
61,mlp,"width=24,alpha=0.0001",1,2.1101106904063007,False
61,mlp,"width=24,alpha=0.0001",2,1.8823968796137405,False
61,mlp,"width=24,alpha=0.0001",-1,2.0251378779070124,True
61,mlp,"width=24,alpha=0.001",0,2.0679546145339835,False
61,mlp,"width=24,alpha=0.001",1,2.119001287097863,False
61,mlp,"width=24,alpha=0.001",2,1.8784586116196438,False
61,mlp,"width=24,alpha=0.001",-1,2.021804837750497,True
61,mlp,"width=48,alpha=0.0001",0,1.8069722788068225,False
61,mlp,"width=48,alpha=0.0001",1,2.14392130988226,False
61,mlp,"width=48,alpha=0.0001",2,2.0779548434603496,False
61,mlp,"width=48,alpha=0.0001",-1,2.009616144049811,True
61,mlp,"width=48,alpha=0.001",0,1.8882043148519942,False
61,mlp,"width=48,alpha=0.001",1,2.0455526539388953,False
61,mlp,"width=48,alpha=0.001",2,2.0939194779045454,False
61,mlp,"width=48,alpha=0.001",-1,2.0092254822318116,True
61,cnn_1d,"width=6,alpha=0.0001",0,1.9916891018349996,False
61,cnn_1d,"width=6,alpha=0.0001",1,2.214426426453037,False
61,cnn_1d,"width=6,alpha=0.0001",2,1.8004311217413496,False
61,cnn_1d,"width=6,alpha=0.0001",-1,2.0021822166764616,True
61,cnn_1d,"width=6,alpha=0.001",0,1.925785689243798,False
61,cnn_1d,"width=6,alpha=0.001",1,2.235238633075272,False
61,cnn_1d,"width=6,alpha=0.001",2,1.7695659970537903,False
61,cnn_1d,"width=6,alpha=0.001",-1,1.9768634397909537,True
61,cnn_1d,"width=10,alpha=0.0001",0,2.0259823472348484,False
61,cnn_1d,"width=10,alpha=0.0001",1,2.149714673129688,False
61,cnn_1d,"width=10,alpha=0.0001",2,2.013296437089565,False
61,cnn_1d,"width=10,alpha=0.0001",-1,2.062997819151367,True
61,cnn_1d,"width=10,alpha=0.001",0,1.9533845807183559,False
61,cnn_1d,"width=10,alpha=0.001",1,2.1441261654224513,False
61,cnn_1d,"width=10,alpha=0.001",2,2.0456956336543053,False
61,cnn_1d,"width=10,alpha=0.001",-1,2.047735459931704,True
61,attention_pulse,"width=12,alpha=0.0001",0,1.8999135253525123,False
61,attention_pulse,"width=12,alpha=0.0001",1,2.132671315387826,False
61,attention_pulse,"width=12,alpha=0.0001",2,1.994393885502375,False
61,attention_pulse,"width=12,alpha=0.0001",-1,2.008992908747571,True
61,attention_pulse,"width=12,alpha=0.001",0,1.9153416825129466,False
61,attention_pulse,"width=12,alpha=0.001",1,2.1170471868065817,False
61,attention_pulse,"width=12,alpha=0.001",2,1.9714489374185682,False
61,attention_pulse,"width=12,alpha=0.001",-1,2.001279268912699,True
61,attention_pulse,"width=20,alpha=0.0001",0,1.927097264807009,False
61,attention_pulse,"width=20,alpha=0.0001",1,2.0616345476118747,False
61,attention_pulse,"width=20,alpha=0.0001",2,1.973283499322101,False
61,attention_pulse,"width=20,alpha=0.0001",-1,1.9873384372469947,True
61,attention_pulse,"width=20,alpha=0.001",0,1.9530327077029361,False
61,attention_pulse,"width=20,alpha=0.001",1,2.258125895263042,False
61,attention_pulse,"width=20,alpha=0.001",2,2.0130119286676917,False
61,attention_pulse,"width=20,alpha=0.001",-1,2.074723510544557,True
62,ridge,alpha=0.01,0,2.763208024367006,False
62,ridge,alpha=0.01,1,1.899358022761394,False
62,ridge,alpha=0.01,2,1.9514823001652615,False
62,ridge,alpha=0.01,-1,2.2046827824312203,True
62,ridge,alpha=0.1,0,2.7621106682859966,False
62,ridge,alpha=0.1,1,1.8985110931449454,False
62,ridge,alpha=0.1,2,1.950825004647943,False
62,ridge,alpha=0.1,-1,2.2038155886929616,True
62,ridge,alpha=1.0,0,2.7585962284610215,False
62,ridge,alpha=1.0,1,1.8986437169380144,False
62,ridge,alpha=1.0,2,1.9511465041934604,False
62,ridge,alpha=1.0,-1,2.2027954831974985,True
62,ridge,alpha=10.0,0,2.7141871688360237,False
62,ridge,alpha=10.0,1,1.9006778658624908,False
62,ridge,alpha=10.0,2,1.911258543735771,False
62,ridge,alpha=10.0,-1,2.1753745261447617,True
62,ridge,alpha=100.0,0,2.5203162050281076,False
62,ridge,alpha=100.0,1,1.8415891703082523,False
62,ridge,alpha=100.0,2,1.8523349079543285,False
62,ridge,alpha=100.0,-1,2.0714134277635625,True
62,gradient_boosted_trees,"lr=0.04,l2=0.0",0,2.046600668380012,False
62,gradient_boosted_trees,"lr=0.04,l2=0.0",1,1.6795350938138518,False
62,gradient_boosted_trees,"lr=0.04,l2=0.0",2,1.524164610322622,False
62,gradient_boosted_trees,"lr=0.04,l2=0.0",-1,1.750100124172162,True
62,gradient_boosted_trees,"lr=0.04,l2=0.1",0,2.0616971136905193,False
62,gradient_boosted_trees,"lr=0.04,l2=0.1",1,1.676320750176648,False
62,gradient_boosted_trees,"lr=0.04,l2=0.1",2,1.5193474688554711,False
62,gradient_boosted_trees,"lr=0.04,l2=0.1",-1,1.7524551109075464,True
62,gradient_boosted_trees,"lr=0.08,l2=0.0",0,2.1405274247250925,False
62,gradient_boosted_trees,"lr=0.08,l2=0.0",1,1.8155321979275674,False
62,gradient_boosted_trees,"lr=0.08,l2=0.0",2,1.6043211000244022,False
62,gradient_boosted_trees,"lr=0.08,l2=0.0",-1,1.853460240892354,True
62,gradient_boosted_trees,"lr=0.08,l2=0.1",0,2.1620233555379462,False
62,gradient_boosted_trees,"lr=0.08,l2=0.1",1,1.818131595012282,False
62,gradient_boosted_trees,"lr=0.08,l2=0.1",2,1.6000436216169276,False
62,gradient_boosted_trees,"lr=0.08,l2=0.1",-1,1.8600661907223852,True
62,mlp,"width=24,alpha=0.0001",0,2.1724308307526075,False
62,mlp,"width=24,alpha=0.0001",1,1.6420312040835832,False
62,mlp,"width=24,alpha=0.0001",2,1.6921414824545056,False
62,mlp,"width=24,alpha=0.0001",-1,1.8355345057635652,True
62,mlp,"width=24,alpha=0.001",0,2.1400447230960333,False
62,mlp,"width=24,alpha=0.001",1,1.8339316926692875,False
62,mlp,"width=24,alpha=0.001",2,1.6874460667292448,False
62,mlp,"width=24,alpha=0.001",-1,1.8871408274981885,True
62,mlp,"width=48,alpha=0.0001",0,1.8336860656071088,False
62,mlp,"width=48,alpha=0.0001",1,2.0080485335150935,False
62,mlp,"width=48,alpha=0.0001",2,1.8429263651782246,False
62,mlp,"width=48,alpha=0.0001",-1,1.8948869881001424,True
62,mlp,"width=48,alpha=0.001",0,2.484233330729553,False
62,mlp,"width=48,alpha=0.001",1,2.094377120859027,False
62,mlp,"width=48,alpha=0.001",2,1.8254866646449042,False
62,mlp,"width=48,alpha=0.001",-1,2.1346990387444946,True
62,cnn_1d,"width=6,alpha=0.0001",0,2.418868542530043,False
62,cnn_1d,"width=6,alpha=0.0001",1,2.048636961679145,False
62,cnn_1d,"width=6,alpha=0.0001",2,1.7978466857590543,False
62,cnn_1d,"width=6,alpha=0.0001",-1,2.088450729989414,True
62,cnn_1d,"width=6,alpha=0.001",0,2.199455581939841,False
62,cnn_1d,"width=6,alpha=0.001",1,2.063847121017286,False
62,cnn_1d,"width=6,alpha=0.001",2,1.8646838495529714,False
62,cnn_1d,"width=6,alpha=0.001",-1,2.0426621841700325,True
62,cnn_1d,"width=10,alpha=0.0001",0,2.3991538135512713,False
62,cnn_1d,"width=10,alpha=0.0001",1,1.887173304710056,False
62,cnn_1d,"width=10,alpha=0.0001",2,1.8383835770648413,False
62,cnn_1d,"width=10,alpha=0.0001",-1,2.0415702317753897,True
62,cnn_1d,"width=10,alpha=0.001",0,2.223197652951234,False
62,cnn_1d,"width=10,alpha=0.001",1,2.0014826006790267,False
62,cnn_1d,"width=10,alpha=0.001",2,1.8945988525053035,False
62,cnn_1d,"width=10,alpha=0.001",-1,2.0397597020451883,True
62,attention_pulse,"width=12,alpha=0.0001",0,2.188101076439037,False
62,attention_pulse,"width=12,alpha=0.0001",1,1.850182170392859,False
62,attention_pulse,"width=12,alpha=0.0001",2,1.7744256409486976,False
62,attention_pulse,"width=12,alpha=0.0001",-1,1.9375696292601978,True
62,attention_pulse,"width=12,alpha=0.001",0,2.201815361089767,False
62,attention_pulse,"width=12,alpha=0.001",1,1.8617403553722802,False
62,attention_pulse,"width=12,alpha=0.001",2,1.749505514296867,False
62,attention_pulse,"width=12,alpha=0.001",-1,1.937687076919638,True
