task,model,metric,cv_roc_auc,train_seconds,n_train_rows,n_heldout_rows,C,n,roc_auc,average_precision,brier,roc_auc_ci_low,roc_auc_ci_high,average_precision_ci_low,average_precision_ci_high,brier_ci_low,brier_ci_high,n_estimators,max_depth,min_samples_leaf,learning_rate,max_leaf_nodes,hidden
tail_anomaly_classification,hist_gradient_boosting,roc_auc,0.8478690888119953,0.29549646377563477,1360,840,,840,0.8681292517006803,0.8764765434199266,0.1565341733235719,0.8608843537414965,0.8757596371882087,0.8718441404810966,0.881874869332687,0.15168178828787438,0.16138655835926938,,,,0.08,31.0,
tail_anomaly_classification,random_forest,roc_auc,0.8478690888119954,0.23952484130859375,1360,840,,840,0.8582426303854875,0.8720591096463749,0.1544112298867889,0.8477551020408163,0.8686167800453516,0.8608358604027722,0.8830564564480563,0.1489810754077475,0.15984138436583026,96.0,10.0,10.0,,,
tail_anomaly_classification,logistic,roc_auc,0.8446828143021915,0.025878190994262695,1360,840,0.3,840,0.8390759637188209,0.8390568190423169,0.16383940889930082,0.8339682539682539,0.8427664399092971,0.8390568190423169,0.8423973967584878,0.16083181279684344,0.16684700500175814,,,,,,
tail_anomaly_classification,mlp,roc_auc,0.8282295271049597,0.142653226852417,1360,840,,840,0.8040646258503401,0.8062991284554297,0.19381519779789735,0.7987301587301587,0.8079818594104308,0.797298724179803,0.8178906511003661,0.19139849631639305,0.19623189927940166,,,,,,48.0
