method,event_id,pair,run,residual_ns
continuous_wavelet_cfd_template_atlas,42:10191,B4-B6,42,-4.0185662689209
continuous_wavelet_cfd_template_atlas,42:1026,B4-B6,42,-4.0185662689209
continuous_wavelet_cfd_template_atlas,42:10657,B4-B6,42,-4.0185662689209
continuous_wavelet_cfd_template_atlas,42:10890,B4-B6,42,-4.072242655026372
continuous_wavelet_cfd_template_atlas,42:11263,B4-B6,42,23.98143373107912
continuous_wavelet_cfd_template_atlas,42:1170,B4-B6,42,-5.824155920695837
continuous_wavelet_cfd_template_atlas,42:12097,B4-B6,42,-2.9766899277815284
continuous_wavelet_cfd_template_atlas,42:12319,B4-B6,42,-4.0185662689209
continuous_wavelet_cfd_template_atlas,42:12816,B4-B6,42,-3.682935483696191
continuous_wavelet_cfd_template_atlas,42:13119,B4-B6,42,-4.0185662689209
continuous_wavelet_cfd_template_atlas,42:13761,B4-B6,42,-4.0185662689209
continuous_wavelet_cfd_template_atlas,42:14001,B4-B6,42,-4.0185662689209
continuous_wavelet_cfd_template_atlas,42:14021,B4-B6,42,-4.0185662689209
continuous_wavelet_cfd_template_atlas,42:14905,B4-B6,42,-4.0185662689209
continuous_wavelet_cfd_template_atlas,42:1500,B4-B6,42,-4.0185662689209
continuous_wavelet_cfd_template_atlas,42:15033,B4-B6,42,-3.650610888522756
continuous_wavelet_cfd_template_atlas,42:15076,B4-B6,42,-3.744993984012325
continuous_wavelet_cfd_template_atlas,42:16086,B4-B6,42,-4.0185662689209
continuous_wavelet_cfd_template_atlas,42:16123,B4-B6,42,-4.0185662689209
continuous_wavelet_cfd_template_atlas,42:16305,B4-B6,42,-2.3911607443988743
continuous_wavelet_cfd_template_atlas,42:1719,B4-B6,42,-5.593165710672913
continuous_wavelet_cfd_template_atlas,42:17856,B4-B6,42,-2.7355222264364656
continuous_wavelet_cfd_template_atlas,42:1792,B4-B6,42,-4.276550320132436
continuous_wavelet_cfd_template_atlas,42:18142,B4-B6,42,-4.0185662689209
continuous_wavelet_cfd_template_atlas,42:1927,B4-B6,42,-4.0185662689209
continuous_wavelet_cfd_template_atlas,42:19411,B4-B6,42,-5.544744243651394
continuous_wavelet_cfd_template_atlas,42:20372,B4-B6,42,-4.0185662689209
continuous_wavelet_cfd_template_atlas,42:20511,B4-B6,42,-4.313785750125206
continuous_wavelet_cfd_template_atlas,42:20658,B4-B6,42,-3.69716281021973
continuous_wavelet_cfd_template_atlas,42:20903,B4-B6,42,-4.0185662689209
continuous_wavelet_cfd_template_atlas,42:21012,B4-B6,42,-3.005282454871775
continuous_wavelet_cfd_template_atlas,42:21199,B4-B6,42,-4.044985215017888
continuous_wavelet_cfd_template_atlas,42:22230,B4-B6,42,-4.0185662689209
